gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930958627	788	SM00487	SMART	20.09	186	266	2.1e-08	26.7	81
2930958627	788	SM00487	SMART	15.53	299	405	2.1e-08	26.7	107
2930958634	267	SM00382	SMART	77.17	47	247	5.4e-11	36.1	201
2930958638	370	SM00382	SMART	97.83	30	213	9.1e-21	67.8	184
2930958647	253	SM01001	SMART	81.82	118	245	4.1e-41	133.8	128
2930958649	228	SM00419	SMART	96	164	218	5.8e-07	22.6	55
2930958658	298	SM00382	SMART	95.65	27	206	6.9e-14	45.5	180
2930958661	336	SM00870	SMART	100	15	328	0.0e+00	470.7	314
2930958664	80	SM00647	SMART	32.05	1	56	5.0e-06	19.5	56
2930958669	469	SM00382	SMART	71.74	30	230	2.1e-31	102.2	201
2930958669	469	SM00382	SMART	90.22	277	466	2.1e-31	102.2	190
2930958673	222	SM01059	SMART	99.52	6	210	1.8e-105	346.3	205
2930958675	252	SM00421	SMART	63.16	72	111	9.5e-06	18.2	40
2930958686	220	SM00855	SMART	97.26	6	181	1.5e-23	77	176
2930958689	156	SM00422	SMART	81.94	19	82	8.0e-17	54.2	64
2930958698	207	SM00047	SMART	93.48	58	206	1.6e-40	132.5	149
2930958703	256	SM00382	SMART	83.7	35	231	8.8e-14	45.2	197
2930958709	257	SM00382	SMART	85.87	36	230	4.7e-14	46	195
2930958712	518	SM00382	SMART	80.43	28	234	1.2e-22	73.9	207
2930958712	518	SM00382	SMART	75	345	511	1.2e-22	73.9	167
2930958715	811	SM00940	SMART	100	1	159	2.0e-84	276.9	159
2930958715	811	SM00939	SMART	99.72	544	805	1.3e-76	252.3	262
2930958718	190	SM00382	SMART	17.39	2	140	4.1e-04	13.8	139
2930958722	246	SM00382	SMART	72.83	28	229	1.2e-19	64.1	202
2930958723	278	SM00062	SMART	98.36	43	266	1.5e-68	224.6	224
2930958726	425	SM00382	SMART	34.78	200	299	2.1e-06	21.3	100
2930958731	366	SM00382	SMART	94.57	36	235	3.9e-19	62.5	200
2930958732	319	SM00382	SMART	78.26	39	243	6.1e-18	58.6	205
2930958733	216	SM00855	SMART	98.63	4	176	5.4e-24	78.4	173
2930958745	191	SM00749	SMART	59.38	112	162	4.0e+00	1.5	51
2930958746	140	SM00419	SMART	68	22	62	4.1e-03	10.2	41
2930958747	591	SM00487	SMART	93.15	15	211	4.9e-34	110.9	197
2930958747	591	SM00487	SMART	31.96	243	303	4.9e-34	110.9	61
2930958747	591	SM00956	SMART	97.64	405	508	2.4e-41	134.9	104
2930958747	591	SM00341	SMART	92.59	515	591	9.7e-26	83.4	77
2930958748	496	SM00813	SMART	100	290	486	8.1e-68	222.6	197
2930958752	296	SM00418	SMART	72.15	13	72	2.3e-16	52.9	60
2930958753	199	SM01266	SMART	98.46	6	59	1.8e-17	57	54
2930958754	361	SM00345	SMART	100	8	67	1.4e-19	63.3	60
2930958757	242	SM01007	SMART	98.94	7	197	2.5e-69	227.9	191
2930958759	187	SM01266	SMART	100	6	60	2.4e-20	66.2	55
2930958760	56	SM00818	SMART	21.93	5	46	1.3e+00	.8	42
2930958777	145	SM00422	SMART	79.17	19	78	1.3e-16	53.5	60
2930958780	215	SM00529	SMART	99.01	23	122	8.1e-41	132.8	100
2930958780	215	SM00899	SMART	96.67	142	215	3.9e-12	39.9	74
2930958787	210	SM00382	SMART	27.17	1	146	2.2e-04	14.7	146
2930958798	828	SM00382	SMART	92.39	207	351	1.7e-28	92.8	145
2930958798	828	SM00382	SMART	75	548	690	1.7e-28	92.8	143
2930958798	828	SM01086	SMART	99.02	725	814	8.6e-37	119.9	90
2930958802	1215	SM00663	SMART	100	225	504	0.0e+00	563.6	280
2930958806	699	SM00889	SMART	100	481	599	3.0e-74	243.3	119
2930958806	699	SM00838	SMART	100	601	688	1.2e-56	184.8	88
2930958808	102	SM01403	SMART	100	7	101	4.3e-65	212.7	95
2930958812	282	SM01383	SMART	100	43	119	1.7e-49	161.8	77
2930958812	282	SM01382	SMART	100	125	256	8.5e-90	294.3	132
2930958815	219	SM00322	SMART	96.83	59	124	2.1e-12	40.5	66
2930958819	122	SM01374	SMART	99.32	1	122	8.7e-87	284.3	122
2930958820	103	SM00739	SMART	89.29	2	29	1.2e-10	34.4	28
2930958829	219	SM00778	SMART	29.27	126	141	1.1e-02	9.1	16
2930958829	219	SM00778	SMART	26.83	150	170	1.1e-02	9.1	21
2930958830	72	SM00316	SMART	91.67	7	72	1.9e-13	43.8	66
2930958831	39	SM01384	SMART	11.34	12	39	3.5e-03	8.4	28
2930958834	316	SM00662	SMART	100	18	229	2.4e-100	330.1	212
2930958836	279	SM00382	SMART	94.57	33	217	2.4e-19	63.2	185
2930958837	290	SM00382	SMART	73.91	36	225	2.9e-16	53.2	190
2930958858	577	SM00382	SMART	75	360	556	7.1e-19	61.7	197
2930958859	579	SM00382	SMART	78.26	367	553	2.4e-18	60	187
2930958865	676	SM00532	SMART	99.78	13	451	0.0e+00	832.9	439
2930958865	676	SM00278	SMART	85	449	468	7.0e-06	19.7	20
2930958865	676	SM00278	SMART	90	483	502	7.0e-06	19.7	20
2930958865	676	SM00292	SMART	90.32	601	674	4.4e-14	46.3	74
2930958869	473	SM00845	SMART	100	325	471	1.8e-75	247.7	147
2930958870	339	SM00046	SMART	79.62	4	126	7.0e-14	44.9	123
2930958876	143	SM00382	SMART	27.17	1	116	1.8e-06	21.5	116
2930958878	362	SM00342	SMART	100	181	264	2.6e-32	105.1	84
2930958879	92	SM00877	SMART	100	4	80	1.2e-39	129.1	77
2930958880	238	SM00877	SMART	80	48	127	1.9e-34	112.2	80
2930958880	238	SM00877	SMART	81.18	152	229	1.9e-34	112.2	78
2930958886	162	SM00877	SMART	100	2	77	1.9e-31	102.4	76
2930958887	96	SM00877	SMART	100	3	79	2.6e-40	131.3	77
2930958896	114	SM00877	SMART	77.65	42	113	4.3e-24	78.4	72
2930958899	118	SM00530	SMART	76.79	12	72	7.0e-14	45.2	61
2930958900	70	SM00530	SMART	98.21	7	62	6.7e-15	48.5	56
2930958902	229	SM01133	SMART	99.66	7	220	2.7e-100	330.4	214
2930958906	432	SM00941	SMART	97.33	345	418	1.1e-32	106.1	74
2930958913	286	SM00530	SMART	37.5	20	60	8.9e-06	19.2	41
2930958917	441	SM00487	SMART	83.56	13	201	6.5e-45	146.7	189
2930958917	441	SM00490	SMART	84.88	221	325	5.4e-30	97.6	105
2930958941	868	SM00831	SMART	78.67	3	70	2.7e-16	52.7	68
2930958943	696	SM00382	SMART	86.96	90	231	3.4e-29	95.1	142
2930958943	696	SM00382	SMART	75	420	589	3.4e-29	95.1	170
2930958943	696	SM01086	SMART	100	590	677	1.1e-30	100	88
2930958969	189	SM00235	SMART	87.75	40	189	6.3e-15	48.7	150
2930958977	215	SM00382	SMART	22.83	6	102	9.7e-04	12.7	97
2930958984	158	SM00347	SMART	86.14	30	128	2.1e-28	92.2	99
2930958989	836	SM00382	SMART	22.83	28	81	1.3e-10	35	54
2930958989	836	SM00382	SMART	16.3	525	545	1.3e-10	35	21
2930958989	836	SM00382	SMART	59.78	626	797	1.3e-10	35	172
2930958995	232	SM00100	SMART	98.37	22	143	8.6e-29	93.5	122
2930958995	232	SM00419	SMART	90	173	221	2.3e-18	59.3	49
2930959001	419	SM00644	SMART	97.79	53	186	1.0e-34	113.7	134
2930959001	419	SM00287	SMART	50.72	292	336	8.0e-03	9.5	45
2930959001	419	SM00287	SMART	52.17	372	417	8.0e-03	9.5	46
2930959004	563	SM01016	SMART	98.97	1	84	4.0e-29	95.7	84
2930959004	563	SM00836	SMART	100	450	563	2.7e-40	131.4	114
2930959010	324	SM00471	SMART	72.88	163	287	2.8e-06	20.4	125
2930959014	292	SM00382	SMART	83.7	75	258	1.6e-12	41.1	184
2930959022	219	SM00954	SMART	98.48	44	165	4.0e-47	154.5	122
2930959037	781	SM00382	SMART	84.78	449	630	1.7e-06	21.6	182
2930959037	781	SM00843	SMART	100	708	773	5.2e-43	140	66
2930959038	40	SM00831	SMART	25.33	2	32	4.5e-03	9.6	31
2930959040	143	SM00966	SMART	38.3	9	30	3.4e-07	23.8	22
2930959040	143	SM00966	SMART	34.04	81	101	3.4e-07	23.8	21
2930959043	719	SM00740	SMART	97.01	600	660	1.4e-21	70	61
2930959043	719	SM00740	SMART	88.06	661	717	1.4e-21	70	57
2930959048	442	SM00842	SMART	98.97	7	194	4.0e-89	292.3	188
2930959049	419	SM00864	SMART	100	14	206	2.7e-117	385.8	193
2930959052	259	SM00363	SMART	80.95	182	241	2.3e-12	40.4	60
2930959055	74	SM00357	SMART	98.57	3	66	2.2e-23	76.3	64
2930959062	218	SM00855	SMART	98.63	2	162	8.3e-24	77.9	161
2930959063	226	SM00028	SMART	88.24	33	65	1.0e-18	60	33
2930959063	226	SM00028	SMART	67.65	72	96	1.0e-18	60	25
2930959063	226	SM00028	SMART	94.12	103	136	1.0e-18	60	34
2930959063	226	SM00028	SMART	70.59	144	170	1.0e-18	60	27
2930959063	226	SM00028	SMART	38.24	189	202	1.0e-18	60	14
2930959064	841	SM00278	SMART	75	109	125	7.3e-06	19.8	17
2930959064	841	SM00382	SMART	67.39	360	555	1.0e-09	32.1	196
2930959065	328	SM01400	SMART	100	10	126	2.4e-73	240	117
2930959065	328	SM01400	SMART	7.84	240	255	2.4e-73	240	16
2930959068	292	SM00062	SMART	100	42	270	7.1e-56	183	229
2930959073	335	SM00354	SMART	97.22	4	75	1.3e-24	79.8	72
2930959078	530	SM00257	SMART	97.78	33	78	6.3e-34	109.9	46
2930959078	530	SM00257	SMART	100	85	128	6.3e-34	109.9	44
2930959081	559	SM00849	SMART	93.5	23	217	1.3e-28	94.2	195
2930959092	614	SM00838	SMART	87.5	402	483	3.2e-11	36.1	82
2930959097	349	SM00228	SMART	90	98	191	3.0e-11	37.2	94
2930959098	231	SM00278	SMART	95	179	198	9.0e-12	37.9	20
2930959098	231	SM00278	SMART	85	209	225	9.0e-12	37.9	17
2930959100	747	SM00849	SMART	98.37	491	695	2.8e-13	43.8	205
2930959103	89	SM01387	SMART	100	7	88	5.6e-51	166.6	82
2930959104	610	SM00849	SMART	90.24	17	208	1.9e-28	93.6	192
2930959108	418	SM00994	SMART	95.35	10	49	5.1e-25	81.2	40
2930959108	418	SM00382	SMART	90.22	111	270	3.6e-16	53	160
2930959108	418	SM01086	SMART	99.02	316	412	3.2e-35	114.9	97
2930959109	197	SM00382	SMART	25	26	124	4.4e-03	10.7	99
2930959112	605	SM00465	SMART	98.04	16	96	7.9e-23	75.3	81
2930959112	605	SM00278	SMART	85	538	557	2.1e-05	18.4	20
2930959117	129	SM00338	SMART	32.31	73	105	2.7e-03	11.2	33
2930959117	129	SM00338	SMART	26.15	107	127	2.7e-03	11.2	21
2930959123	296	SM00046	SMART	85.99	3	118	9.8e-12	37.9	116
2930959128	154	SM00562	SMART	96.48	4	144	2.9e-56	183.9	141
2930959130	220	SM00855	SMART	97.26	5	179	1.6e-25	83.5	175
2930959136	82	SM01139	SMART	21.79	3	79	1.5e-03	10.8	77
2930959138	586	SM00382	SMART	77.17	362	554	4.8e-16	52.6	193
2930959139	597	SM00382	SMART	81.52	381	571	3.7e-15	49.8	191
2930959140	213	SM00563	SMART	99.26	34	144	4.0e-31	101.7	111
2930959154	1445	SM00481	SMART	100	339	406	4.5e-30	98	68
2930959154	1445	SM00479	SMART	93.37	424	580	8.9e-42	136.9	157
2930959157	401	SM00316	SMART	88.89	134	199	5.2e-11	36	66
2930959157	401	SM00322	SMART	38.1	245	298	3.5e-10	33.4	54
2930959157	401	SM00322	SMART	53.97	301	363	3.5e-10	33.4	63
2930959163	315	SM00904	SMART	99.27	186	311	7.2e-58	189.2	126
2930959167	382	SM00271	SMART	98.61	4	61	2.1e-31	102.1	58
2930959173	610	SM00838	SMART	85.23	410	488	5.5e-10	32	79
2930959188	127	SM00530	SMART	92.86	11	67	3.6e-15	49.5	57
2930959189	85	SM00530	SMART	96.43	10	65	1.3e-06	22	56
2930959221	89	SM00257	SMART	100	46	89	8.4e-10	32.2	44
2930959222	367	SM00338	SMART	33.85	204	229	1.6e-02	8.8	26
2930959222	367	SM00338	SMART	63.08	215	257	1.6e-02	8.8	43
2930959237	215	SM00257	SMART	88.89	176	215	1.2e-07	25.2	40
2930959245	332	SM00564	SMART	48.48	105	130	4.5e-03	10.8	26
2930959245	332	SM00564	SMART	63.64	268	294	4.5e-03	10.8	27
2930959266	35	SM00756	SMART	12.35	2	27	1.0e-03	11.4	26
2930959273	744	SM00471	SMART	94.92	46	158	3.6e-14	45.9	113
2930959273	744	SM00954	SMART	99.24	240	350	4.9e-71	233.2	111
2930959277	283	SM00287	SMART	92.75	33	93	1.5e-14	47.4	61
2930959277	283	SM00646	SMART	96.32	167	282	7.8e-26	84.4	116
2930959286	309	SM00518	SMART	99.33	5	288	1.1e-100	330.6	284
2930959292	328	SM00382	SMART	56.52	137	288	1.0e-03	12.6	152
2930959295	301	SM00382	SMART	67.39	7	122	2.3e-06	21.2	116
2930959298	691	SM00914	SMART	64.86	661	686	5.5e-02	7	26
2930959299	612	SM00400	SMART	98.18	35	89	8.0e-35	113.1	55
2930959306	870	SM00382	SMART	94.57	200	344	4.4e-30	98	145
2930959306	870	SM00382	SMART	81.52	599	740	4.4e-30	98	142
2930959306	870	SM01086	SMART	100	770	859	1.2e-33	109.7	90
2930959307	1121	SM00481	SMART	88	3	69	5.7e-19	61.8	67
2930959310	293	SM00316	SMART	40.28	75	118	7.6e-07	22.5	44
2930959310	293	SM00316	SMART	62.5	174	214	7.6e-07	22.5	41
2930959315	240	SM00363	SMART	80.95	2	60	8.8e-17	54.5	59
2930959318	473	SM00487	SMART	95.89	14	209	1.7e-30	99.3	196
2930959319	204	SM00257	SMART	93.33	160	204	4.5e-11	36.2	45
2930959320	226	SM00382	SMART	35.87	5	167	1.9e-04	15	163
2930959321	434	SM00316	SMART	81.94	26	86	1.2e-82	267.4	61
2930959321	434	SM00316	SMART	100	118	185	1.2e-82	267.4	68
2930959321	434	SM00316	SMART	98.61	204	274	1.2e-82	267.4	71
2930959321	434	SM00316	SMART	97.22	289	360	1.2e-82	267.4	72
2930959322	435	SM00382	SMART	56.52	2	132	2.8e-10	33.9	131
2930959322	435	SM00382	SMART	33.7	176	362	2.8e-10	33.9	187
2930959323	91	SM00411	SMART	98.97	2	91	1.2e-54	178.6	90
2930959324	419	SM00028	SMART	70.59	67	93	2.3e-15	49.4	27
2930959324	419	SM00028	SMART	61.76	136	163	2.3e-15	49.4	28
2930959324	419	SM00028	SMART	61.76	175	198	2.3e-15	49.4	24
2930959324	419	SM00028	SMART	55.88	205	232	2.3e-15	49.4	28
2930959324	419	SM00028	SMART	76.47	243	271	2.3e-15	49.4	29
2930959324	419	SM00028	SMART	94.12	272	305	2.3e-15	49.4	34
2930959324	419	SM00028	SMART	76.47	340	367	2.3e-15	49.4	28
2930959327	630	SM00382	SMART	77.17	28	230	6.1e-28	91.1	203
2930959327	630	SM00382	SMART	86.96	344	520	6.1e-28	91.1	177
2930959343	703	SM00493	SMART	97.12	19	118	1.3e-30	100.5	100
2930959343	703	SM00436	SMART	97.83	120	208	7.7e-55	178.7	89
2930959343	703	SM00437	SMART	99.35	259	521	5.5e-119	391.7	263
2930959346	470	SM01086	SMART	95.1	362	460	5.4e-28	91.2	99
2930959348	207	SM01207	SMART	100	8	188	1.7e-81	267.4	181
2930959349	655	SM00433	SMART	99.84	37	636	0.0e+00	1154.7	600
2930959350	815	SM00434	SMART	100	10	463	0.0e+00	829.5	454
2930959352	309	SM01131	SMART	98.57	181	307	6.4e-62	202.7	127
2930959362	267	SM00422	SMART	95.83	2	70	4.8e-19	61.5	69
2930959363	216	SM00478	SMART	99.44	39	187	6.1e-48	157	149
2930959371	142	SM00347	SMART	97.03	21	120	1.5e-13	43.9	100
2930959373	858	SM01096	SMART	98.39	420	540	2.5e-44	144.8	121
2930959374	358	SM01097	SMART	99.34	2	133	2.8e-64	210.2	132
2930959376	307	SM00363	SMART	80.95	12	76	7.3e-12	38.7	65
2930959390	380	SM00981	SMART	94.02	59	155	3.4e-09	30.2	97
2930959392	117	SM00338	SMART	33.85	43	69	3.4e-06	20.6	27
2930959392	117	SM00338	SMART	23.08	86	104	3.4e-06	20.6	19
2930959396	120	SM00450	SMART	89.36	22	116	7.8e-13	41.6	95
2930959397	173	SM00347	SMART	97.03	49	150	5.9e-23	74.5	102
2930959401	948	SM00479	SMART	97.96	6	173	1.3e-42	139.5	168
2930959401	948	SM00487	SMART	33.33	253	350	8.7e-14	44.5	98
2930959401	948	SM00487	SMART	8.68	418	482	8.7e-14	44.5	65
2930959401	948	SM00491	SMART	96.88	768	900	7.6e-30	97.6	133
2930959416	144	SM00347	SMART	90.1	26	120	9.8e-18	57.5	95
2930959417	148	SM00422	SMART	95.83	3	70	2.8e-26	85.1	68
2930959429	241	SM00382	SMART	82.61	30	217	5.9e-13	42.5	188
2930959434	132	SM00226	SMART	96.77	2	131	2.4e-50	164.8	130
2930959436	667	SM00382	SMART	85.87	32	224	3.4e-14	46.6	193
2930959442	67	SM00530	SMART	89.29	5	61	3.6e-10	33.3	57
2930959451	274	SM00530	SMART	98.21	8	62	5.9e-14	45.5	55
2930959451	274	SM00028	SMART	94.12	112	144	9.4e-02	6.6	33
2930959456	488	SM01060	SMART	99.74	6	389	0.0e+00	903.3	384
2930959459	117	SM00422	SMART	95.83	1	69	3.5e-18	58.7	69
2930959464	76	SM01408	SMART	31.03	14	67	6.7e-03	9.7	54
2930959468	146	SM00850	SMART	95.65	50	145	3.2e-21	69.3	96
2930959476	277	SM00355	SMART	47.83	27	39	7.2e-03	10.8	13
2930959476	277	SM00355	SMART	43.48	46	57	7.2e-03	10.8	12
2930959477	466	SM00878	SMART	100	336	443	3.1e-55	180.7	108
2930959485	155	SM00347	SMART	96.04	35	135	3.4e-19	62.3	101
2930959495	390	SM00382	SMART	88.04	18	184	5.5e-06	20	167
2930959496	882	SM00831	SMART	100	5	78	1.2e-28	93	74
2930959497	482	SM00963	SMART	98.95	3	87	9.0e-34	110.5	85
2930959497	482	SM00962	SMART	100	101	297	1.9e-115	379.6	197
2930959499	487	SM00963	SMART	97.89	176	257	2.7e-24	79.6	82
2930959499	487	SM00962	SMART	100	275	476	6.3e-124	407.6	202
2930959500	1183	SM00382	SMART	18.48	23	83	5.3e-08	26.6	61
2930959500	1183	SM00968	SMART	98.1	519	638	1.7e-37	122.5	120
2930959500	1183	SM00382	SMART	40.22	984	1160	5.3e-08	26.6	177
2930959501	229	SM00535	SMART	98.57	21	156	1.6e-53	175	136
2930959501	229	SM00358	SMART	98.53	163	229	6.3e-22	71.6	67
2930959504	677	SM00487	SMART	95.43	249	438	1.8e-38	125.7	190
2930959504	677	SM00487	SMART	24.66	483	539	1.8e-38	125.7	57
2930959505	565	SM01120	SMART	98.92	36	201	1.2e-65	215.3	166
2930959505	565	SM01121	SMART	100	242	565	0.0e+00	624.5	324
2930959508	224	SM00983	SMART	97.3	147	210	2.9e-21	69.2	64
2930959511	669	SM00220	SMART	93.07	11	259	3.3e-69	226.9	249
2930959511	669	SM00740	SMART	97.01	363	430	2.7e-38	124	68
