gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930936762	393	47.52	200	390	8	189	5.6e-18	17.8	COG0477	MFS family permease	338
2930936762	393	72.32	4	279	2	278	5.6e-18	42.4	COG0477	MFS family permease	338
2930936765	250	89.18	1	245	4	242	2.4e-46	152	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930936766	185	77.03	1	185	15	175	8.6e-06	20.2	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936767	211	99.53	1	210	1	210	1.1e-45	149.6	COG2910	Putative NADH-flavin reductase	211
2930936768	196	74.64	1	185	14	169	1.6e-08	29.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936769	501	94.72	5	492	3	468	3.1e-39	128.3	COG0531	Amino acid transporter	466
2930936770	479	90.93	4	477	31	451	1.8e-115	379.4	COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	460
2930936771	292	56.25	1	291	8	277	2.6e-109	359.9	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	472
2930936772	186	35.83	1	185	307	478	5.9e-15	48.9	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	472
2930936777	428	97.13	2	427	5	410	0.0e+00	481.7	COG1301	Na+/H+-dicarboxylate symporter	415
2930936780	187	95.31	1	187	3	185	3.4e-70	229	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	194
2930936782	213	72.46	1	208	1	200	2.2e-17	56.3	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2930936784	213	80.77	2	155	2	106	2.5e-15	50.6	COG1396	Transcriptional regulator, contains XRE-family HTH domain	120
2930936787	480	99.16	3	480	2	471	0.0e+00	723.5	COG0362	6-phosphogluconate dehydrogenase	473
2930936788	142	87.97	4	137	14	130	1.1e-19	64.4	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930936789	97	59.35	1	96	58	149	9.1e-21	67.8	COG2153	Predicted N-acyltransferase, GNAT family	155
2930936791	495	98.56	1	492	5	483	0.0e+00	574.3	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
2930936792	273	93.73	8	273	12	250	6.5e-48	156.6	COG2746	Aminoglycoside N3'-acetyltransferase	251
2930936793	191	74.64	1	190	10	165	1.5e-16	55.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936794	201	40.29	1	201	39	231	1.9e-29	96	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930936795	267	49.27	1	240	240	475	4.2e-55	180.5	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930936796	280	95.62	1	280	6	311	1.9e-78	248.6	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2930936798	388	47.09	1	190	208	393	3.9e-26	42.3	COG2814	Predicted arabinose efflux permease, MFS family	394
2930936798	388	47.34	185	385	201	387	3.9e-26	50.3	COG2814	Predicted arabinose efflux permease, MFS family	394
2930936799	448	97.33	1	446	5	442	0.0e+00	442.2	COG2271	Sugar phosphate permease	448
2930936800	204	99.53	1	203	1	210	1.9e-51	168.4	COG2910	Putative NADH-flavin reductase	211
2930936802	247	54.83	4	239	3	212	2.1e-42	139.1	COG0477	MFS family permease	338
2930936803	219	75.6	1	212	13	170	1.1e-14	49	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936804	248	93.98	1	185	6	208	3.0e-23	76.3	COG0778	Nitroreductase	207
2930936805	157	89.51	2	156	3	130	6.6e-33	106.9	COG1780	Protein involved in ribonucleotide reduction	141
2930936806	506	13.64	2	78	4	76	2.5e-106	42.4	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930936806	506	69.53	65	470	151	522	2.5e-106	311.4	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930936807	477	49.35	265	477	7	195	1.5e-27	9	COG0477	MFS family permease	338
2930936807	477	81.72	20	300	4	316	1.5e-27	84.3	COG0477	MFS family permease	338
2930936809	257	99.25	9	255	2	267	3.2e-67	220.4	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930936810	322	96.71	4	322	1	323	2.8e-62	204.2	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930936811	183	33.01	1	176	14	82	3.7e-11	37.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936812	269	91.79	1	248	4	249	2.8e-49	161.6	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930936813	394	86.07	1	385	53	429	7.1e-89	291.9	COG1253	Hemolysin or related protein, contains CBS domains	429
2930936815	141	94.52	1	141	8	145	6.6e-31	100.8	COG0071	Molecular chaperone IbpA, HSP20 family	146
2930936816	492	92.48	1	491	10	464	2.5e-49	161.6	COG0531	Amino acid transporter	466
2930936818	282	96.1	5	278	5	275	6.6e-98	320.5	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930936820	778	88.92	2	767	52	910	1.1e-129	422.8	COG0474	Magnesium-transporting ATPase (P-type)	917
2930936822	597	85.29	3	341	14	303	1.1e-43	142.6	COG4781	Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain	340
2930936822	597	95.57	323	572	8	266	6.1e-28	91.1	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2930936823	872	92.07	4	461	34	474	7.6e-71	231.7	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930936823	872	99.21	463	865	2	377	0.0e+00	459.4	COG1454	Alcohol dehydrogenase, class IV	377
2930936824	191	38.78	6	176	80	136	5.9e-12	38.4	COG1388	LysM repeat	124
2930936825	993	44.71	37	473	14	203	1.7e-07	19.7	COG4886	Leucine-rich repeat (LRR) protein	394
2930936826	216	38.1	7	111	81	136	5.4e-11	36.7	COG1388	LysM repeat	124
2930936830	183	61.72	2	178	20	148	1.8e-14	48.5	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936831	281	99.28	5	281	3	278	8.2e-112	366.8	COG3717	5-keto 4-deoxyuronate isomerase	278
2930936832	326	99.05	9	323	2	314	1.2e-65	215.2	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2930936833	395	98.99	2	395	2	395	0.0e+00	488.5	COG0282	Acetate kinase	396
2930936834	165	62.39	23	165	22	89	1.7e-04	12.6	COG3584	3D (Asp-Asp-Asp) domain	109
2930936835	540	99.44	1	539	3	535	3.0e-118	389.3	COG3559	Putative exporter of polyketide antibiotics	536
2930936836	297	98.04	3	296	5	304	3.0e-79	260.2	COG1131	ABC-type multidrug transport system, ATPase component	293
2930936837	218	88.79	7	217	25	222	1.0e-40	133.3	COG1418	HD superfamily phosphodieaserase, includes HD domain of RNase Y	222
2930936838	445	95	1	445	15	451	1.4e-81	267.9	COG0534	Na+-driven multidrug efflux pump	455
2930936839	475	99.57	2	471	2	463	0.0e+00	597.9	COG1904	Glucuronate isomerase	463
2930936840	472	96.99	10	472	10	460	5.2e-97	318.8	COG2211	Na+/melibiose symporter or related transporter	467
2930936841	831	85.46	45	763	90	759	0.0e+00	573.8	COG1501	Alpha-glucosidase, glycosyl hydrolase family GH31	772
2930936842	603	73.18	1	603	6	619	3.7e-111	366	COG3250	Beta-galactosidase/beta-glucuronidase	808
2930936843	545	98.31	16	535	3	468	5.8e-116	381.4	COG0246	Mannitol-1-phosphate/altronate dehydrogenases	473
2930936844	292	89.46	1	292	16	295	3.9e-41	134.9	COG2017	Galactose mutarotase or related enzyme	308
2930936845	220	89.47	2	214	2	188	5.0e-41	133.1	COG0406	Broad specificity phosphatase PhoE	208
2930936846	330	92.94	9	329	12	314	7.3e-75	245.1	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2930936847	522	99	8	512	2	498	0.0e+00	481.7	COG1070	Sugar (pentulose or hexulose) kinase	502
2930936848	300	99.33	1	300	1	298	9.6e-129	422.4	COG1023	6-phosphogluconate dehydrogenase (decarboxylating)	300
2930936849	231	90.95	1	220	17	227	1.2e-55	181.9	COG1802	DNA-binding transcriptional regulator, GntR family	230
2930936850	356	98.9	1	356	1	358	0.0e+00	464.1	COG1312	D-mannonate dehydratase	362
2930936851	335	99.4	4	334	1	332	2.7e-89	293.2	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930936852	492	97.2	22	488	3	454	1.8e-127	419.2	COG2211	Na+/melibiose symporter or related transporter	467
2930936854	486	99.35	2	470	2	462	0.0e+00	604.9	COG1904	Glucuronate isomerase	463
2930936855	413	92.26	7	404	26	430	8.3e-39	122.9	COG4908	Uncharacterized protein, contains a NRPS condensation (elongation) domain	439
2930936856	60	19	1	59	26	67	5.5e-04	13.2	COG4649	Uncharacterized protein	221
2930936857	464	48.04	258	462	11	194	2.9e-30	26.2	COG0477	MFS family permease	338
2930936857	464	70.23	9	278	4	272	2.9e-30	78.2	COG0477	MFS family permease	338
2930936859	62	88.41	1	62	4	64	5.1e-25	80.7	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2930936862	167	98.71	12	167	1	153	6.8e-41	133.1	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	155
2930936863	241	94.98	1	236	10	236	1.9e-56	184.8	COG2188	DNA-binding transcriptional regulator, GntR family	236
2930936864	225	28.81	41	225	166	233	9.1e-08	24.9	COG5549	Predicted Zn-dependent protease	236
2930936865	160	98.68	10	158	1	150	2.5e-42	138	COG0782	Transcription elongation factor, GreA/GreB family	151
2930936867	251	97.98	1	248	2	244	1.1e-35	117.2	COG3279	DNA-binding response regulator, LytR/AlgR family	244
2930936868	441	30.2	46	420	245	363	8.8e-10	27.4	COG0642	Signal transduction histidine kinase	336
2930936870	246	99.25	2	244	2	267	1.0e-66	218.8	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930936871	29	40.62	1	29	37	62	1.5e-03	12.4	COG4068	Predicted nucleic acid-binding protein, contains Zn-ribbon domain	64
2930936872	295	94.18	6	289	15	289	1.1e-62	205.6	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2930936873	151	98.74	1	149	2	158	3.1e-31	102.9	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930936874	216	20.66	15	84	9	71	4.3e-13	28.3	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2930936874	216	24.59	107	209	79	153	4.3e-13	16.4	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2930936875	571	40.21	259	436	8	161	1.5e-36	18.9	COG0477	MFS family permease	338
2930936875	571	82.77	5	292	2	318	1.5e-36	105.9	COG0477	MFS family permease	338
2930936876	177	77.99	4	176	21	183	1.0e-12	42.2	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936877	607	97.75	1	602	6	570	5.0e-57	187.5	COG0747	ABC-type transport system, periplasmic component	556
2930936878	316	95.3	16	313	13	296	1.8e-75	247.2	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2930936879	319	99.37	1	319	1	316	6.5e-102	334.7	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2930936880	324	84.69	1	299	3	273	9.4e-110	360.3	COG4608	ABC-type oligopeptide transport system, ATPase component	309
2930936881	337	99.08	7	324	2	323	2.7e-123	404.5	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2930936882	154	85.33	1	152	7	134	2.5e-20	66.5	COG1959	DNA-binding transcriptional regulator, IscR family	150
2930936883	337	95.22	2	250	12	250	5.6e-72	235.4	COG0095	Lipoate-protein ligase A	248
2930936888	449	100	1	443	1	438	0.0e+00	607.2	COG2115	Xylose isomerase	438
2930936889	502	99.6	1	495	2	501	0.0e+00	504.3	COG1070	Sugar (pentulose or hexulose) kinase	502
2930936890	457	35.51	285	446	56	191	4.1e-44	18	COG0477	MFS family permease	338
2930936890	457	95.82	5	326	8	374	4.1e-44	140.8	COG0477	MFS family permease	338
2930936891	259	99.25	1	258	2	267	2.3e-64	211.1	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930936892	124	93.75	2	124	5	124	1.4e-35	115.6	COG5646	Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family	126
2930936893	853	8.62	740	853	778	851	2.2e-42	14.6	COG4485	Uncharacterized membrane protein YfhO	858
2930936893	853	64.92	5	596	9	565	2.2e-42	115.8	COG4485	Uncharacterized membrane protein YfhO	858
2930936894	173	97.48	3	152	3	157	2.0e-22	74	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930936895	169	75.42	7	168	40	174	9.8e-32	103.4	COG1881	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	174
2930936896	393	96.41	1	384	10	412	4.8e-77	253.3	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2930936898	207	17.52	24	204	11	175	9.5e-04	10.6	COG2409	Uncharacterized membrane protein YdfJ, MMPL/SSD domain	937
2930936899	287	96.81	6	278	7	279	1.5e-105	345.4	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930936901	177	96.49	2	177	5	169	2.9e-41	134.7	COG3153	Predicted N-acetyltransferase YhbS	171
2930936902	480	92.64	4	469	16	468	2.8e-101	332.5	COG1757	Na+/H+ antiporter NhaC	485
2930936903	357	98.08	13	350	4	310	2.0e-40	131.9	COG0679	Predicted permease	311
2930936904	333	98.78	2	333	2	324	3.8e-79	259.4	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	324
2930936905	530	97.95	1	526	3	528	1.3e-116	383.6	COG3290	Sensor histidine kinase regulating citrate/malate metabolism	537
2930936906	238	98.66	1	227	1	221	1.2e-56	185.1	COG4565	Response regulator of citrate/malate metabolism	224
2930936909	192	80.86	3	189	14	182	3.3e-13	43.5	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936910	218	87.55	1	217	18	242	1.5e-27	89.6	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2930936911	174	83.42	2	172	13	168	3.2e-05	16.7	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2930936913	154	86.3	14	154	16	141	3.3e-20	66.1	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2930936915	178	98.86	2	176	2	174	3.9e-93	303.5	COG3479	Phenolic acid decarboxylase	175
2930936916	166	89.78	1	125	14	136	1.1e-23	76.9	COG1695	DNA-binding transcriptional regulator, PadR family	138
2930936917	188	40.67	1	177	18	102	3.3e-11	37.9	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936918	345	98.13	1	342	2	316	5.1e-51	167.6	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2930936919	147	95.48	1	147	6	153	6.5e-50	162.6	COG2153	Predicted N-acyltransferase, GNAT family	155
2930936920	150	85.71	5	133	15	128	1.1e-20	67.4	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930936921	139	36.1	1	136	36	148	1.2e-04	14.6	COG0679	Predicted permease	311
2930936923	188	93.17	5	187	11	201	5.8e-17	55.3	COG4300	Cadmium resistance protein CadD, predicted permease	205
2930936924	216	88.31	1	167	9	144	8.5e-32	103.3	COG1321	Mn-dependent transcriptional regulator, DtxR family	154
2930936925	145	95.6	3	145	5	156	1.6e-20	68.1	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930936926	524	97.14	24	471	4	411	9.6e-127	416.8	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2930936928	328	41.74	4	112	19	109	2.4e-38	10.5	COG0516	IMP dehydrogenase/GMP reductase	170
2930936928	328	96.33	129	327	1	210	2.4e-38	107.6	COG0516	IMP dehydrogenase/GMP reductase	170
2930936929	428	99.77	1	427	1	429	0.0e+00	634	COG0104	Adenylosuccinate synthase	430
2930936930	432	99.32	1	430	1	436	0.0e+00	555.1	COG0015	Adenylosuccinate lyase	438
2930936931	191	24.92	1	147	2	81	1.7e-16	53.5	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2930936932	470	95.62	1	459	18	475	0.0e+00	461	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930936933	304	91.3	2	257	1	252	1.6e-20	67	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2930936934	187	64.59	1	181	15	149	9.7e-17	56.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930936935	310	72.73	74	310	83	306	4.1e-31	101.8	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	299
2930936936	264	98	7	260	3	247	9.6e-29	94	COG2365	Protein tyrosine/serine phosphatase	249
2930936937	294	83.65	7	293	48	313	1.0e-45	150.2	COG0657	Acetyl esterase/lipase	312
2930936938	613	6.89	493	603	448	529	1.7e-68	27.7	COG4934	Serine protease, subtilase family	1174
2930936938	613	35.46	19	482	30	451	1.7e-68	197.7	COG4934	Serine protease, subtilase family	1174
2930936939	219	85.24	4	218	12	190	3.9e-14	46	COG2364	Uncharacterized membrane protein YczE	210
2930936940	244	97.54	1	242	3	240	9.0e-71	231.7	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	243
2930936941	83	42.55	4	71	45	84	5.5e-04	13.3	COG2938	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	94
