gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2930937207	271	5	263	5.9e-64	209.7	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930937211	222	12	94	1.1e-34	112.2	TIGR04567	DNA-directed RNA polymerase delta subunit
2930937212	535	1	528	0.0e+00	825.8	TIGR00337	CTP synthase
2930937216	558	7	550	0.0e+00	775.4	TIGR02418	acetolactate synthase, catabolic
2930937217	237	5	236	6.7e-66	215.6	TIGR01252	alpha-acetolactate decarboxylase
2930937218	1438	13	35	1.4e-11	37.5	TIGR03715	KxYKxGKxW signal peptide
2930937219	428	1	417	0.0e+00	461.3	TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2930937220	83	1	81	4.9e-20	65.2	TIGR00105	ribosomal protein L31
2930937221	237	91	221	1.8e-15	50.7	TIGR01076	LPXTG-site transpeptidase (sortase) family protein
2930937239	461	31	455	3.1e-122	402.2	TIGR01143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
2930937242	122	1	120	5.3e-30	98	TIGR00516	holo-[acyl-carrier-protein] synthase
2930937243	373	7	372	5.5e-111	364.6	TIGR00492	alanine racemase
2930937249	318	11	307	0.0e+00	430.2	TIGR01771	L-lactate dehydrogenase
2930937250	185	1	185	7.5e-66	215.1	TIGR00447	aminoacyl-tRNA hydrolase
2930937251	1180	155	1093	0.0e+00	1139.1	TIGR00580	transcription-repair coupling factor (mfd)
2930937256	450	22	206	3.8e-60	196.7	TIGR02432	tRNA(Ile)-lysidine synthetase, N-terminal domain
2930937256	450	375	420	4.9e-11	35.7	TIGR02433	tRNA(Ile)-lysidine synthetase, C-terminal domain
2930937257	180	8	173	8.1e-67	217.8	TIGR01203	hypoxanthine phosphoribosyltransferase
2930937258	699	133	628	0.0e+00	771.6	TIGR01241	ATP-dependent metalloprotease FtsH
2930937260	340	8	327	5.2e-115	377.6	TIGR00737	putative TIM-barrel protein, nifR3 family
2930937269	493	10	489	0.0e+00	451.7	TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter), bacterial
2930937270	258	1	231	2.2e-80	263.2	TIGR03729	putative phosphoesterase
2930937273	267	3	264	9.9e-72	235.4	TIGR00112	pyrroline-5-carboxylate reductase
2930937274	380	1	373	6.0e-93	305.4	TIGR00221	N-acetylglucosamine-6-phosphate deacetylase
2930937277	246	58	232	5.4e-50	163.2	TIGR00696	bacterial polymer biosynthesis proteins, WecB/TagA/CpsF family
2930937278	496	11	468	0.0e+00	614.5	TIGR01513	putative nicotinate phosphoribosyltransferase
2930937280	276	16	276	1.1e-71	234.6	TIGR00552	NAD+ synthetase
2930937284	293	4	292	2.7e-65	213.8	TIGR00191	homoserine kinase
2930937294	468	19	341	4.0e-59	194.1	TIGR00797	putative efflux protein, MATE family
2930937296	139	1	116	7.6e-34	110.1	TIGR00824	PTS system, mannose/fructose/sorbose family, IIA component
2930937299	275	8	274	1.5e-88	290.3	TIGR00828	PTS system, mannose/fructose/sorbose family, IID component
2930937301	376	208	376	3.3e-39	127.9	TIGR00254	diguanylate cyclase (GGDEF) domain
2930937304	931	226	253	2.3e-04	15.1	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930937304	931	345	372	2.7e-04	14.9	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930937304	931	4	167	3.7e-60	196	TIGR03061	YhgE/Pip N-terminal domain
2930937304	931	540	567	2.0e-07	24.8	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930937304	931	568	595	2.2e-06	21.5	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930937304	931	603	630	1.8e-05	18.6	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930937304	931	631	658	6.2e-04	13.8	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930937304	931	710	913	1.0e-70	231.2	TIGR03062	YhgE/Pip C-terminal domain
2930937306	371	114	262	6.0e-47	153.4	TIGR00350	cell envelope-related function transcriptional attenuator common domain
2930937309	223	2	223	1.1e-80	264.2	TIGR01258	phosphoglycerate mutase, BPG-dependent, family 1
2930937313	228	6	222	2.6e-87	285.4	TIGR00021	ribose 5-phosphate isomerase
2930937315	179	60	178	8.0e-22	71.2	TIGR00576	deoxyuridine 5'-triphosphate nucleotidohydrolase (dut)
2930937316	458	1	452	0.0e+00	643.1	TIGR00416	DNA repair protein RadA
2930937318	496	5	493	0.0e+00	569	TIGR00464	glutamyl-tRNA synthetase, bacterial family
2930937319	470	2	469	0.0e+00	568.1	TIGR00435	cysteinyl-tRNA synthetase
2930937321	255	10	250	2.4e-76	250	TIGR00186	rRNA methylase, putative, group 3
2930937323	189	20	187	2.1e-16	53.7	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2930937324	49	1	49	1.9e-15	50.7	TIGR01023	ribosomal protein L33, bacterial type
2930937325	58	3	58	2.3e-16	53.2	TIGR00964	preprotein translocase, SecE subunit, bacterial
2930937326	182	9	181	2.3e-58	190.5	TIGR00922	transcription termination/antitermination factor NusG
2930937327	141	3	141	1.1e-64	210.3	TIGR01632	50S ribosomal protein uL11, bacterial form
2930937328	232	4	230	2.3e-100	328.3	TIGR01169	ribosomal protein L1, bacterial/chloroplast
2930937331	122	1	122	4.6e-42	137.1	TIGR00855	ribosomal protein L7/L12
2930937333	192	5	182	4.1e-54	176.7	TIGR00730	TIGR00730 family protein
2930937335	331	7	320	0.0e+00	487.6	TIGR04171	ribonucleoside-diphosphate reductase, class 1b, beta subunit
2930937336	721	10	721	0.0e+00	1109.6	TIGR04170	ribonucleoside-diphosphate reductase, class 1b, alpha subunit
2930937337	75	3	74	1.5e-34	111.8	TIGR02194	Glutaredoxin-like protein NrdH
2930937341	576	3	358	0.0e+00	468.7	TIGR02397	DNA polymerase III, subunit gamma and tau
2930937342	105	1	105	4.8e-26	84.7	TIGR00103	DNA-binding protein, YbaB/EbfC family
2930937343	199	1	197	2.9e-79	258.8	TIGR00615	recombination protein RecR
2930937345	214	1	201	1.3e-56	185.1	TIGR00041	dTMP kinase
2930937347	337	18	205	2.9e-60	196.8	TIGR00678	DNA polymerase III, delta' subunit
2930937349	293	14	292	1.8e-87	286.9	TIGR00096	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
2930937351	240	3	216	9.5e-51	166.4	TIGR03725	tRNA threonylcarbamoyl adenosine modification protein YeaZ
2930937352	202	48	183	5.2e-34	111	TIGR01575	ribosomal-protein-alanine acetyltransferase
2930937353	326	1	301	4.6e-120	394.1	TIGR03723	tRNA threonylcarbamoyl adenosine modification protein TsaD
2930937359	541	2	524	0.0e+00	824	TIGR02348	chaperonin GroL
2930937364	219	1	199	9.6e-58	188.7	TIGR00257	uncharacterized protein, YigZ family
2930937366	224	32	224	4.9e-26	85.5	TIGR00201	comF family protein
2930937367	186	2	103	6.8e-32	103.8	TIGR00741	ribosomal subunit interface protein
2930937369	343	1	337	0.0e+00	510.5	TIGR00020	peptide chain release factor 2
2930937373	293	3	274	1.4e-78	257.7	TIGR02136	phosphate binding protein
2930937374	308	20	306	1.3e-87	287.2	TIGR02138	phosphate ABC transporter, permease protein PstC
2930937375	294	7	289	2.3e-79	260	TIGR00974	phosphate ABC transporter, permease protein PstA
2930937376	274	29	274	1.7e-115	378.2	TIGR00972	phosphate ABC transporter, ATP-binding protein
2930937377	252	5	252	1.5e-121	398	TIGR00972	phosphate ABC transporter, ATP-binding protein
2930937378	226	3	214	5.5e-60	196.3	TIGR02135	phosphate transport system regulatory protein PhoU
2930937381	311	5	304	2.2e-115	378.7	TIGR00679	Hpr(Ser) kinase/phosphatase
2930937382	287	5	272	5.2e-75	246	TIGR00544	prolipoprotein diacylglyceryl transferase
2930937384	301	4	264	1.7e-109	359.1	TIGR01099	UTP--glucose-1-phosphate uridylyltransferase
2930937385	313	4	302	1.5e-114	375.5	TIGR01292	thioredoxin-disulfide reductase
2930937389	668	9	663	0.0e+00	1089.7	TIGR00631	excinuclease ABC, B subunit
2930937390	951	5	923	0.0e+00	1452.7	TIGR00630	excinuclease ABC, A subunit
2930937393	336	11	326	2.4e-114	375.6	TIGR01826	conserved hypothetical protein, cofD-related
2930937394	312	4	304	5.7e-121	397.1	TIGR00647	DNA-binding protein WhiA
2930937395	198	1	192	8.6e-96	312.9	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2930937402	336	4	328	3.4e-127	417.8	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2930937404	252	5	241	2.6e-54	178.1	TIGR00419	triosephosphate isomerase
2930937405	439	4	428	0.0e+00	711.3	TIGR01060	phosphopyruvate hydratase
2930937408	78	2	76	2.4e-23	75.7	TIGR00810	protein translocase, SecG subunit
2930937410	797	4	718	0.0e+00	843.9	TIGR02063	ribonuclease R
2930937411	157	13	155	1.1e-58	191	TIGR00086	SsrA-binding protein
2930937415	239	6	217	1.9e-74	243.8	TIGR00628	uracil-DNA glycosylase
2930937416	324	18	320	1.5e-119	392.6	TIGR00651	phosphate acetyltransferase
2930937417	157	6	139	1.2e-40	132.2	TIGR00150	tRNA threonylcarbamoyl adenosine modification protein YjeE
2930937420	178	1	172	5.2e-23	75.4	TIGR00573	exonuclease, DNA polymerase III, epsilon subunit family
2930937421	254	1	250	2.9e-96	315.5	TIGR00633	exodeoxyribonuclease III (xth)
2930937422	304	21	297	1.3e-72	238.1	TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
2930937423	710	3	554	3.5e-76	250.4	TIGR00831	Na+/H+ antiporter, bacterial form
2930937425	283	5	258	8.5e-92	300.7	TIGR00159	TIGR00159 family protein
2930937427	451	4	446	0.0e+00	592.5	TIGR01455	phosphoglucosamine mutase
2930937428	605	2	605	0.0e+00	683.7	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
2930937430	240	1	240	3.3e-69	226.7	TIGR00502	glucosamine-6-phosphate isomerase
2930937432	633	68	612	0.0e+00	559.9	TIGR01525	heavy metal translocating P-type ATPase
2930937441	297	5	291	1.8e-114	375.5	TIGR03659	heme ABC transporter, heme-binding protein isdE
2930937444	311	3	304	6.6e-93	304.9	TIGR03706	exopolyphosphatase
2930937445	720	10	680	0.0e+00	894	TIGR03705	polyphosphate kinase 1
2930937456	461	3	456	0.0e+00	615.2	TIGR00979	fumarate hydratase, class II
2930937457	160	4	154	9.7e-20	64.5	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2930937460	458	24	457	4.0e-104	342.3	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930937483	374	206	374	2.6e-36	118.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2930937492	361	1	360	0.0e+00	536.2	TIGR00019	peptide chain release factor 1
2930937493	283	26	276	9.5e-87	284.3	TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific
2930937494	338	1	205	1.3e-61	201	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2930937496	209	3	209	2.3e-92	302	TIGR01091	uracil phosphoribosyltransferase
2930937497	239	5	235	2.4e-38	126	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2930937498	70	13	69	7.2e-27	87	TIGR01260	ATP synthase, F0 subunit c
2930937499	171	19	165	5.8e-38	123.8	TIGR01144	ATP synthase, F0 subunit b
2930937500	180	8	178	1.7e-40	132.8	TIGR01145	ATP synthase, F1 delta subunit
2930937501	513	2	502	0.0e+00	790.1	TIGR00962	proton translocating ATP synthase, F1 alpha subunit
2930937502	299	2	297	1.1e-91	301.2	TIGR01146	ATP synthase, F1 gamma subunit
2930937503	471	2	464	0.0e+00	818.2	TIGR01039	ATP synthase, F1 beta subunit
2930937504	139	7	138	2.7e-30	98.8	TIGR01216	ATP synthase, F1 epsilon subunit (delta in mitochondria)
2930937505	76	9	75	3.6e-19	62.7	TIGR02327	conserved hypothetical integral membrane protein
2930937506	435	1	417	0.0e+00	561.2	TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2930937507	335	1	330	0.0e+00	431.4	TIGR00904	cell shape determining protein, MreB/Mrl family
2930937508	99	5	79	3.7e-31	100.6	TIGR00278	putative membrane protein insertion efficiency factor
2930937514	380	8	351	1.5e-95	313.5	TIGR01205	D-alanine--D-alanine ligase
2930937524	201	3	201	9.3e-80	260.7	TIGR01017	ribosomal protein S4, bacterial/organelle type
2930937528	405	6	377	4.5e-117	384.9	TIGR00342	tRNA sulfurtransferase ThiI
2930937531	888	8	868	0.0e+00	1188.4	TIGR00422	valyl-tRNA synthetase
2930937532	440	24	434	9.5e-130	427.2	TIGR01499	folylpolyglutamate synthase/dihydrofolate synthase
2930937533	207	18	193	6.1e-40	131	TIGR00608	DNA repair protein radc
2930937534	334	5	333	0.0e+00	470	TIGR00904	cell shape determining protein, MreB/Mrl family
2930937535	283	1	283	7.2e-49	160.1	TIGR00219	rod shape-determining protein MreC
2930937536	175	11	168	1.0e-18	61.4	TIGR03426	rod shape-determining protein MreD
2930937538	268	2	265	3.6e-117	384	TIGR01968	septum site-determining protein MinD
2930937540	213	7	105	3.8e-28	91.7	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2930937546	195	1	192	2.3e-53	175.1	TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
2930937547	416	1	415	0.0e+00	432.5	TIGR00200	competence/damage-inducible protein CinA N-terminal domain
2930937548	377	4	324	0.0e+00	564.2	TIGR02012	protein RecA
2930937550	519	6	519	0.0e+00	723.2	TIGR03319	ribonuclease Y
2930937551	264	1	264	2.5e-88	289.6	TIGR00282	metallophosphoesterase, MG_246/BB_0505 family
2930937552	892	6	888	0.0e+00	1118.6	TIGR01070	DNA mismatch repair protein MutS
2930937553	672	2	305	1.4e-92	304.4	TIGR00585	DNA mismatch repair protein MutL
2930937554	202	1	202	1.1e-46	152.4	TIGR00084	Holliday junction DNA helicase, RuvA subunit
2930937555	338	27	332	0.0e+00	452.2	TIGR00635	Holliday junction DNA helicase, RuvB subunit
2930937556	344	2	344	0.0e+00	451.1	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2930937557	381	7	376	0.0e+00	551.1	TIGR00430	tRNA-guanine transglycosylase
2930937558	141	13	97	1.7e-23	76.2	TIGR00739	preprotein translocase, YajC subunit
2930937562	879	8	858	0.0e+00	952	TIGR00344	alanine--tRNA ligase
2930937564	145	4	136	8.8e-41	132.8	TIGR00250	putative transcription antitermination factor YqgF
2930937568	787	1	787	0.0e+00	768.7	TIGR01069	MutS2 family protein
2930937569	105	7	105	4.1e-34	110.6	TIGR01068	thioredoxin
2930937571	276	6	256	2.5e-77	253.4	TIGR00067	glutamate racemase
2930937572	199	4	197	2.2e-58	190.4	TIGR00042	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
2930937573	172	2	153	7.2e-27	88.2	TIGR00040	phosphoesterase, MJ0936 family
2930937577	435	1	417	3.3e-69	227.6	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930937583	333	4	333	0.0e+00	554.1	TIGR01481	catabolite control protein A
2930937586	492	283	384	3.8e-26	85.3	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2930937587	245	1	238	5.7e-91	298.2	TIGR01033	DNA-binding regulatory protein, YebC/PmpR family
2930937590	103	5	28	8.6e-09	28.8	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2930937593	140	3	26	4.9e-05	16.9	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2930937595	396	1	396	0.0e+00	502	TIGR00016	acetate kinase
2930937601	264	4	256	1.5e-97	319.8	TIGR01457	HAD-superfamily subfamily IIA hydrolase, TIGR01457
2930937602	209	4	205	9.7e-46	150	TIGR01906	integral membrane protein TIGR01906
2930937639	98	1	79	4.0e-20	66	TIGR01617	transcriptional regulator, Spx/MgsR family
2930937643	440	22	436	9.7e-94	308.3	TIGR03937	poly-beta-1,6 N-acetyl-D-glucosamine synthase
2930937647	809	3	809	0.0e+00	1115.7	TIGR00396	leucyl-tRNA synthetase, eubacterial and mitochondrial family
