gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2930942104	380	15	110	11	116	7.4e-17	55.4	pfam00390	malic	182
2930942104	380	159	371	2	236	1.7e-20	67	pfam03949	Malic_M	257
2930942105	326	6	170	2	147	1.5e-15	50.2	pfam03547	Mem_trans	387
2930942106	317	117	297	1	182	5.1e-70	228.6	pfam08218	Citrate_ly_lig	182
2930942107	97	4	85	1	83	2.9e-30	98.1	pfam06857	ACP	83
2930942108	304	10	229	1	221	1.4e-79	260	pfam03328	HpcH_HpaI	221
2930942109	512	45	510	1	466	0.0e+00	780.5	pfam04223	CitF	466
2930942110	180	12	178	2	164	4.6e-51	166.6	pfam03802	CitX	165
2930942111	286	11	277	2	275	3.0e-80	263.5	pfam01874	CitG	276
2930942112	309	2	142	2	138	4.5e-43	140.6	pfam04657	DMT_YdcZ	139
2930942112	309	164	305	2	139	1.9e-40	132.1	pfam04657	DMT_YdcZ	139
2930942113	313	2	302	2	304	1.1e-49	163.4	pfam01156	IU_nuc_hydro	304
2930942115	573	89	551	2	477	2.3e-117	386.3	pfam05935	Arylsulfotrans	477
2930942116	237	66	215	7	131	1.3e-24	80.5	pfam03483	B3_4	174
2930942117	239	132	226	154	240	3.1e-23	76.5	pfam06161	DUF975	244
2930942118	124	11	74	2	64	1.2e-17	57.2	pfam00392	GntR	64
2930942119	297	18	156	2	136	1.7e-22	74.2	pfam00005	ABC_tran	137
2930942121	346	3	133	1	134	4.7e-45	146.3	pfam05651	Diacid_rec	134
2930942121	346	283	340	1	56	6.5e-18	58.1	pfam13556	HTH_30	59
2930942122	434	5	434	9	438	1.1e-25	83.9	pfam02447	GntP_permease	440
2930942123	378	3	376	1	365	0.0e+00	461.9	pfam02595	Gly_kinase	366
2930942124	480	59	138	1	72	6.9e-16	52	pfam03703	bPH_2	80
2930942124	480	243	325	1	75	8.9e-12	38.9	pfam03703	bPH_2	80
2930942124	480	394	473	8	80	9.5e-10	32.4	pfam03703	bPH_2	80
2930942125	159	71	147	1	80	4.6e-18	59	pfam03703	bPH_2	80
2930942127	146	4	135	1	106	3.4e-22	72.6	pfam05014	Nuc_deoxyrib_tr	131
2930942128	467	21	452	2	418	4.8e-50	164.3	pfam02133	Transp_cyt_pur	440
2930942130	494	72	158	4	87	1.2e-14	48.4	pfam05043	Mga	87
2930942131	457	55	450	2	391	0.0e+00	466	pfam10009	DUF2252	392
2930942132	122	28	86	4	62	2.6e-10	33.9	pfam12802	MarR_2	62
2930942134	455	59	426	1	353	6.4e-120	394.1	pfam01566	Nramp	358
2930942136	419	27	322	4	292	9.9e-80	261.6	pfam00579	tRNA-synt_1b	293
2930942136	419	360	395	13	39	2.3e-07	24.2	pfam01479	S4	48
2930942141	172	33	159	2	115	1.2e-18	61.2	pfam00293	NUDIX	131
2930942142	212	88	191	1	105	9.6e-32	102.7	pfam04239	DUF421	107
2930942143	148	2	145	1	143	5.8e-50	162.7	pfam11694	DUF3290	144
2930942144	294	8	61	1	55	2.9e-08	27.4	pfam01381	HTH_3	55
2930942145	420	18	373	7	352	6.9e-17	55.1	pfam07690	MFS_1	353
2930942146	445	4	316	1	292	9.9e-56	182.8	pfam07992	Pyr_redox_2	292
2930942146	445	336	443	1	104	3.3e-19	62.9	pfam02852	Pyr_redox_dim	110
2930942147	74	1	74	39	78	9.3e-07	22.6	pfam03083	MtN3_slv	87
2930942148	341	11	54	2	44	2.5e-16	53	pfam13936	HTH_38	44
2930942148	341	189	299	3	117	1.5e-13	44.8	pfam00665	rve	119
2930942149	393	5	383	2	380	8.7e-77	252.1	pfam00999	Na_H_Exchanger	381
2930942153	320	1	305	1	301	1.4e-52	172.6	pfam00294	PfkB	302
2930942154	207	1	201	2	224	1.0e-19	64.7	pfam00215	OMPdecase	225
2930942155	180	28	152	2	131	4.8e-21	68.7	pfam01380	SIS	132
2930942156	328	10	56	1	46	9.9e-21	67.1	pfam00356	LacI	46
2930942156	328	70	315	1	258	3.5e-17	56.5	pfam13407	Peripla_BP_4	258
2930942157	306	152	261	6	116	8.1e-18	58.5	pfam00665	rve	119
2930942160	768	214	567	1	143	2.8e-11	37.7	pfam13245	AAA_19	146
2930942161	338	2	290	7	291	1.5e-60	198.7	pfam00579	tRNA-synt_1b	293
2930942162	306	18	306	6	282	7.7e-59	193.1	pfam02541	Ppx-GppA	285
2930942163	420	10	374	2	368	2.2e-104	343.1	pfam00368	HMG-CoA_red	368
2930942165	232	20	188	1	177	7.2e-39	127.2	pfam02146	SIR2	177
2930942167	281	17	265	10	217	1.7e-58	192	pfam01904	DUF72	218
2930942168	677	7	373	1	390	1.7e-113	373	pfam09334	tRNA-synt_1g	391
2930942168	677	395	556	5	149	2.7e-10	34.1	pfam08264	Anticodon_1	152
2930942168	677	581	675	1	95	2.2e-27	88.8	pfam01588	tRNA_bind	96
2930942169	258	4	254	1	255	3.4e-77	252.9	pfam01026	TatD_DNase	255
2930942170	190	6	84	1	92	4.2e-09	30.3	pfam01751	Toprim	103
2930942170	190	94	178	1	83	1.1e-29	96.5	pfam13331	DUF4093	83
2930942171	296	22	286	4	233	7.3e-66	215.6	pfam00398	RrnaAD	265
2930942172	78	3	75	2	72	3.7e-32	104	pfam06257	VEG	73
2930942173	284	87	145	2	65	3.6e-12	40.1	pfam00288	GHMP_kinases_N	66
2930942173	284	198	276	1	80	1.3e-12	41.7	pfam08544	GHMP_kinases_C	85
2930942174	192	27	184	4	151	2.5e-19	63.5	pfam03167	UDG	155
2930942175	762	157	217	1	65	1.8e-16	54	pfam13802	Gal_mutarotas_2	66
2930942175	762	238	674	1	435	3.8e-122	402.3	pfam01055	Glyco_hydro_31	435
2930942176	466	23	444	2	426	1.2e-94	310.9	pfam13347	MFS_2	427
2930942177	386	87	373	12	292	8.2e-32	104.5	pfam00480	ROK	294
2930942178	491	2	477	2	452	0.0e+00	442.6	pfam00232	Glyco_hydro_1	453
2930942179	304	8	291	3	289	3.8e-47	154.8	pfam00480	ROK	294
2930942182	248	1	199	29	175	9.3e-09	28.7	pfam01061	ABC2_membrane	210
2930942183	283	21	161	1	137	1.0e-31	104	pfam00005	ABC_tran	137
2930942184	326	226	325	2	97	6.0e-25	81.2	pfam04397	LytTR	98
2930942185	310	87	227	2	107	4.3e-14	46	pfam12146	Hydrolase_4	239
2930942186	308	45	302	1	254	1.5e-37	123.1	pfam01297	ZnuA	256
2930942187	232	22	163	2	137	5.3e-28	92	pfam00005	ABC_tran	137
2930942188	265	3	259	1	255	1.8e-55	182	pfam00950	ABC-3	258
2930942191	279	4	73	1	70	1.4e-31	102	pfam09182	PuR_N	70
2930942191	279	105	268	5	149	8.2e-22	71.1	pfam00156	Pribosyltran	159
2930942192	459	5	224	2	221	6.0e-23	75.4	pfam00483	NTP_transferase	248
2930942192	459	266	301	1	35	2.9e-10	33.3	pfam00132	Hexapep	36
2930942192	459	320	352	6	35	3.3e-05	17.3	pfam00132	Hexapep	36
2930942192	459	394	429	2	35	2.4e-06	20.9	pfam00132	Hexapep	36
2930942193	326	10	126	1	116	1.4e-54	176.7	pfam13793	Pribosyltran_N	116
2930942193	326	199	318	75	185	2.3e-22	73.7	pfam14572	Pribosyl_synth	185
2930942194	119	33	119	2	85	5.3e-17	55.9	pfam13038	DUF3899	85
2930942195	138	1	68	1	67	4.3e-14	46.2	pfam13411	MerR_1	69
2930942196	242	5	67	2	64	1.7e-17	56.6	pfam00392	GntR	64
2930942196	242	94	232	5	137	1.7e-30	99.4	pfam07702	UTRA	141
2930942197	819	5	397	3	378	0.0e+00	590.9	pfam09364	XFP_N	379
2930942197	819	417	594	2	175	7.6e-77	250.7	pfam03894	XFP	176
2930942197	819	605	814	1	200	4.8e-64	209.3	pfam09363	XFP_C	200
2930942198	271	6	263	1	255	1.8e-68	224.7	pfam08282	Hydrolase_3	255
2930942199	452	61	189	1	121	7.9e-16	52.2	pfam01966	HD	122
2930942200	279	60	177	19	131	1.3e-13	44.8	pfam03099	BPL_LplA_LipB	131
2930942201	146	12	142	1	128	7.0e-33	107.1	pfam09148	DUF1934	128
2930942202	222	14	81	2	72	3.7e-14	46.7	pfam05066	HARE-HTH	72
2930942203	535	3	267	1	265	8.0e-130	425.5	pfam06418	CTP_synth_N	266
2930942203	535	301	528	2	189	4.6e-56	183.3	pfam00117	GATase	190
2930942206	140	29	86	1	56	3.0e-09	30.5	pfam12802	MarR_2	62
2930942207	558	5	178	2	171	2.9e-46	150.9	pfam02776	TPP_enzyme_N	172
2930942207	558	195	330	3	137	2.2e-25	82.8	pfam00205	TPP_enzyme_M	137
2930942207	558	392	538	1	153	1.0e-43	142.5	pfam02775	TPP_enzyme_C	153
2930942208	237	7	225	1	218	1.0e-68	224.7	pfam03306	AAL_decarboxy	219
2930942210	428	6	408	2	417	1.3e-77	254.9	pfam00275	EPSP_synthase	417
2930942211	83	1	79	1	67	4.8e-31	100.6	pfam01197	Ribosomal_L31	67
2930942212	237	93	213	3	124	3.4e-22	72.3	pfam04203	Sortase	125
2930942213	191	24	190	40	212	3.2e-15	50.4	pfam13731	WxL	212
2930942214	191	2	188	35	210	4.3e-19	63.1	pfam13731	WxL	212
2930942215	340	11	54	1	44	5.1e-17	55.2	pfam13936	HTH_38	44
2930942215	340	189	297	6	116	5.0e-14	46.3	pfam00665	rve	119
2930942216	210	22	209	44	212	1.9e-14	47.9	pfam13731	WxL	212
2930942219	156	4	148	1	142	1.3e-38	126.3	pfam01451	LMWPc	142
2930942220	191	3	184	2	180	9.8e-69	224.1	pfam04011	LemA	180
2930942221	298	77	298	3	195	1.8e-35	116.2	pfam01435	Peptidase_M48	196
2930942223	461	25	99	2	87	1.3e-09	32.1	pfam01225	Mur_ligase	88
2930942223	461	109	294	1	192	3.0e-52	171.1	pfam08245	Mur_ligase_M	192
2930942223	461	314	401	3	78	2.6e-11	37.4	pfam02875	Mur_ligase_C	91
2930942224	523	25	191	1	175	1.4e-55	181.5	pfam00270	DEAD	176
2930942224	523	225	334	2	111	6.5e-34	110.4	pfam00271	Helicase_C	111
2930942226	122	4	113	2	91	2.5e-23	76.1	pfam01648	ACPS	114
2930942227	373	13	233	1	219	5.9e-67	219.2	pfam01168	Ala_racemase_N	219
2930942227	373	247	371	1	123	1.1e-43	141.8	pfam00842	Ala_racemase_C	123
2930942229	126	7	114	1	109	7.0e-33	107.1	pfam02452	PemK_toxin	110
2930942230	213	4	61	7	52	2.1e-07	25.1	pfam00571	CBS	57
2930942232	462	77	192	3	114	2.4e-12	40.9	pfam12229	PG_binding_4	114
2930942232	462	202	318	2	110	2.0e-13	44.4	pfam12229	PG_binding_4	114
2930942232	462	336	461	2	146	1.7e-24	80.6	pfam03734	YkuD	146
2930942233	318	7	145	2	141	7.6e-51	165.7	pfam00056	Ldh_1_N	141
2930942233	318	148	316	1	165	2.9e-41	134.9	pfam02866	Ldh_1_C	167
2930942234	185	3	185	1	160	3.8e-61	199.6	pfam01195	Pept_tRNA_hydro	160
2930942235	1180	496	591	1	89	1.4e-31	102.9	pfam02559	CarD_CdnL_TRCF	89
2930942235	1180	621	784	2	171	6.4e-17	55.6	pfam00270	DEAD	176
2930942235	1180	815	926	12	110	1.1e-16	55	pfam00271	Helicase_C	111
2930942235	1180	1020	1110	1	87	6.5e-27	87.6	pfam03461	TRCF	95
2930942236	526	9	299	2	273	1.3e-36	120.1	pfam01943	Polysacc_synt	274
2930942236	526	349	498	1	140	1.4e-23	77.2	pfam14667	Polysacc_synt_C	142
2930942237	90	1	47	1	47	7.0e-11	35.5	pfam01479	S4	48
2930942238	136	50	128	1	78	1.3e-19	63.6	pfam04977	DivIC	80
2930942239	181	2	74	3	75	9.8e-22	70.9	pfam00575	S1	75
2930942240	450	22	203	3	182	3.3e-59	193.4	pfam01171	ATP_bind_3	182
2930942240	450	375	445	1	59	4.2e-07	23.1	pfam11734	TilS_C	74
2930942241	180	7	160	7	158	2.1e-30	99.1	pfam00156	Pribosyltran	159
2930942242	699	12	128	2	107	8.4e-14	45.6	pfam06480	FtsH_ext	109
2930942242	699	224	357	1	131	1.3e-46	152	pfam00004	AAA	132
2930942242	699	417	626	3	210	1.3e-83	273.6	pfam01434	Peptidase_M41	211
2930942243	295	3	281	1	267	2.2e-94	309.5	pfam01430	HSP33	267
2930942244	340	18	328	2	301	5.5e-92	301.8	pfam01207	Dus	310
2930942253	493	91	468	2	387	1.3e-79	261.6	pfam00854	PTR2	395
2930942254	258	2	213	29	203	7.7e-13	43.1	pfam00149	Metallophos	204
2930942257	267	2	98	1	97	9.1e-20	64.9	pfam03807	F420_oxidored	97
2930942257	267	161	264	1	100	8.2e-32	103.3	pfam14748	P5CR_dimer	103
2930942258	380	52	375	1	342	6.4e-20	65.4	pfam01979	Amidohydro_1	344
2930942259	233	5	68	2	64	2.0e-22	72.4	pfam00392	GntR	64
2930942259	233	89	228	2	141	5.0e-42	136.8	pfam07702	UTRA	141
2930942260	168	17	138	29	117	3.3e-18	59.8	pfam00583	Acetyltransf_1	117
2930942261	246	63	227	1	166	5.3e-58	189.4	pfam03808	Glyco_tran_WecB	168
2930942262	488	156	373	3	207	1.6e-12	41.2	pfam04095	NAPRTase	241
2930942263	276	23	266	2	242	2.8e-69	226.6	pfam02540	NAD_synthase	242
2930942265	731	16	201	5	178	9.1e-67	217.7	pfam09371	Tex_N	179
2930942265	731	327	454	1	126	3.4e-53	173.2	pfam16921	Tex_YqgF	126
2930942265	731	494	558	1	65	1.5e-27	89.4	pfam12836	HHH_3	65
2930942265	731	653	726	3	75	3.8e-21	69	pfam00575	S1	75
2930942266	159	6	149	2	153	6.1e-24	78.4	pfam10263	SprT-like	156
2930942267	293	74	140	2	46	2.2e-10	34.4	pfam00288	GHMP_kinases_N	66
2930942267	293	195	271	2	75	8.7e-11	35.8	pfam08544	GHMP_kinases_C	85
2930942269	75	4	75	233	291	2.7e-11	37.5	pfam04909	Amidohydro_2	291
2930942272	145	29	88	2	62	2.4e-13	43.6	pfam12802	MarR_2	62
2930942273	468	19	180	1	159	1.4e-32	106.3	pfam01554	MatE	161
2930942273	468	241	405	1	146	3.3e-21	69.3	pfam01554	MatE	161
2930942274	203	4	177	2	175	2.1e-39	129.2	pfam13419	HAD_2	178
2930942275	139	3	116	2	105	8.3e-30	97.2	pfam03610	EIIA-man	116
2930942276	167	5	154	1	147	2.7e-46	151.2	pfam03830	PTSIIB_sorb	148
2930942277	261	1	232	7	233	3.3e-53	174.2	pfam03609	EII-Sor	233
2930942278	275	9	274	6	265	7.3e-96	314.1	pfam03613	EIID-AGA	265
2930942279	347	13	333	5	324	3.4e-42	138.4	pfam01594	AI-2E_transport	327
2930942280	376	212	372	2	161	1.1e-37	122.9	pfam00990	GGDEF	161
2930942281	215	2	212	15	238	2.7e-23	76.4	pfam00563	EAL	238
2930942282	189	13	57	7	44	3.6e-07	23.7	pfam00440	TetR_N	47
2930942283	931	14	217	3	192	4.5e-10	32.7	pfam12051	DUF3533	377
2930942284	304	40	298	1	255	4.8e-47	154.2	pfam01297	ZnuA	256
2930942285	371	115	261	1	149	2.2e-47	154.8	pfam03816	LytR_cpsA_psr	152
2930942286	315	7	165	6	151	8.3e-21	67.5	pfam03547	Mem_trans	387
2930942286	315	203	315	34	116	1.8e-07	24.7	pfam01758	SBF	195
2930942287	343	2	139	3	136	4.9e-26	85.3	pfam00892	EamA	137
2930942287	343	146	304	3	136	1.4e-14	48.2	pfam00892	EamA	137
2930942288	223	4	222	1	185	2.9e-34	112.2	pfam00300	His_Phos_1	194
2930942289	410	82	398	4	320	2.3e-33	109.5	pfam00144	Beta-lactamase	330
2930942290	444	4	441	1	438	0.0e+00	665.8	pfam03051	Peptidase_C1_2	438
2930942292	228	51	220	2	173	1.0e-63	207.7	pfam06026	Rib_5-P_isom_A	173
2930942294	179	61	177	31	128	3.6e-15	49.5	pfam00692	dUTPase	129
2930942295	426	26	191	6	193	1.2e-19	64.4	pfam13481	AAA_25	194
2930942295	426	317	398	55	121	1.3e-12	41.4	pfam13541	ChlI	121
2930942297	496	5	330	2	314	1.3e-113	372.7	pfam00749	tRNA-synt_1c	314
2930942298	470	14	319	2	299	0.0e+00	431.3	pfam01406	tRNA-synt_1e	301
2930942298	470	356	419	2	56	9.5e-10	32.6	pfam09190	DALR_2	63
2930942299	135	12	113	2	104	1.1e-15	51.9	pfam00636	Ribonuclease_3	105
2930942300	255	13	88	1	75	5.4e-20	65.3	pfam08032	SpoU_sub_bind	76
2930942300	255	104	244	2	142	6.9e-41	133.5	pfam00588	SpoU_methylase	142
2930942301	181	6	169	1	165	6.3e-52	169.6	pfam05991	NYN_YacP	166
2930942302	189	25	94	1	68	3.5e-10	33.3	pfam04542	Sigma70_r2	71
2930942303	49	4	49	2	47	3.3e-20	66.1	pfam00471	Ribosomal_L33	47
2930942304	58	4	57	2	54	6.5e-19	61.4	pfam00584	SecE	54
2930942305	182	7	114	1	95	6.8e-30	97.2	pfam02357	NusG	95
2930942305	182	130	163	1	27	4.9e-08	26.5	pfam00467	KOW	32
2930942306	141	9	66	1	58	3.3e-32	103.8	pfam03946	Ribosomal_L11_N	58
2930942306	141	71	139	1	70	4.3e-28	91.4	pfam00298	Ribosomal_L11	70
2930942307	232	30	221	2	205	6.0e-53	173.3	pfam00687	Ribosomal_L1	205
2930942309	168	4	102	4	99	2.5e-31	101.5	pfam00466	Ribosomal_L10	100
2930942310	122	4	53	2	46	4.9e-19	61.6	pfam16320	Ribosomal_L12_N	48
2930942310	122	56	122	1	67	3.3e-29	94.8	pfam00542	Ribosomal_L12	67
2930942311	306	152	261	6	116	3.3e-18	59.8	pfam00665	rve	119
2930942312	870	15	294	8	301	6.2e-09	29.5	pfam03706	LPG_synthase_TM	301
2930942312	870	527	823	1	298	1.1e-93	307.3	pfam09924	DUF2156	298
2930942313	192	49	178	1	126	1.9e-37	122.1	pfam03641	Lysine_decarbox	132
2930942314	304	5	186	1	178	1.2e-46	152.6	pfam02737	3HCDH_N	180
2930942314	304	188	286	1	97	2.5e-20	66.7	pfam00725	3HCDH	97
2930942315	452	44	290	44	220	6.7e-25	81.7	pfam13546	DDE_5	272
2930942316	331	9	282	2	275	2.2e-81	267.2	pfam00268	Ribonuc_red_sm	278
2930942317	721	11	91	1	82	6.8e-29	93.6	pfam08343	RNR_N	82
2930942317	721	92	166	4	82	9.7e-10	32.2	pfam00317	Ribonuc_red_lgN	83
2930942317	721	170	701	1	523	0.0e+00	456.6	pfam02867	Ribonuc_red_lgC	524
2930942318	75	3	60	1	54	1.4e-17	57.5	pfam00462	Glutaredoxin	60
2930942319	201	27	181	2	146	1.1e-44	145.8	pfam05175	MTS	169
2930942320	183	8	155	3	138	3.1e-38	124.5	pfam14437	MafB19-deam	138
2930942322	576	20	179	1	162	4.6e-48	156.9	pfam13177	DNA_pol3_delta2	163
2930942322	576	232	372	9	130	5.1e-09	30	pfam12169	DNA_pol3_gamma3	143
2930942323	105	11	101	1	91	6.2e-32	103.6	pfam02575	YbaB_DNA_bd	91
2930942324	199	39	78	2	40	1.4e-18	60	pfam02132	RecR	40
2930942324	199	80	172	2	89	2.3e-24	79.6	pfam13662	Toprim_4	89
2930942325	83	1	73	1	70	1.5e-25	83	pfam10704	DUF2508	71
2930942326	214	8	201	1	183	5.1e-49	160.2	pfam02223	Thymidylate_kin	185
2930942327	109	1	109	1	109	1.4e-45	147.8	pfam06153	CdAMP_rec	109
2930942328	337	13	173	2	160	5.9e-57	185.8	pfam13177	DNA_pol3_delta2	163
2930942329	113	2	107	1	102	5.4e-33	107.5	pfam06156	DUF972	102
2930942330	293	14	215	1	212	1.3e-32	107.2	pfam00590	TP_methylase	212
2930942331	246	3	245	3	244	2.5e-64	210.7	pfam01643	Acyl-ACP_TE	245
2930942332	240	28	224	25	148	5.5e-27	88.9	pfam00814	Peptidase_M22	271
2930942333	202	45	163	23	117	6.1e-18	59	pfam00583	Acetyltransf_1	117
2930942334	326	9	294	2	270	2.2e-102	336.1	pfam00814	Peptidase_M22	271
2930942335	392	11	352	2	353	2.8e-30	99.1	pfam07690	MFS_1	353
2930942336	98	15	76	2	58	1.8e-16	53.8	pfam12840	HTH_20	61
2930942337	650	19	195	2	137	1.2e-29	97.4	pfam00005	ABC_tran	137
2930942337	650	234	320	2	83	6.3e-28	90.5	pfam12848	ABC_tran_Xtn	85
2930942337	650	346	476	3	137	8.2e-23	75.2	pfam00005	ABC_tran	137
2930942337	650	571	640	1	66	3.1e-13	43.6	pfam16326	ABC_tran_CTD	69
2930942338	212	5	53	1	49	2.7e-21	69.2	pfam06971	Put_DNA-bind_N	49
2930942338	212	81	179	2	95	8.3e-27	87.6	pfam02629	CoA_binding	96
2930942339	94	1	93	2	93	2.2e-34	111.2	pfam00166	Cpn10	93
2930942340	541	22	522	1	490	1.9e-103	340.4	pfam00118	Cpn60_TCP1	491
2930942341	611	24	446	4	422	1.1e-32	107.2	pfam13520	AA_permease_2	425
2930942342	268	40	264	1	213	2.1e-62	204.2	pfam04172	LrgB	214
2930942343	146	32	127	2	93	1.8e-24	79.4	pfam03788	LrgA	94
2930942344	364	75	235	2	159	2.6e-40	131.8	pfam00953	Glycos_transf_4	160
2930942345	219	19	124	1	103	1.3e-32	106.1	pfam01205	UPF0029	105
2930942345	219	140	195	1	56	3.3e-13	43.2	pfam09186	DUF1949	56
2930942346	439	291	400	9	110	9.0e-11	36	pfam00271	Helicase_C	111
2930942348	186	4	97	2	85	2.0e-31	102.5	pfam02482	Ribosomal_S30AE	86
2930942348	186	123	179	3	57	3.4e-28	91	pfam16321	Ribosom_S30AE_C	57
2930942349	787	5	382	5	290	6.2e-128	419.8	pfam07517	SecA_DEAD	290
2930942349	787	229	338	3	111	2.0e-42	138.2	pfam01043	SecA_PP_bind	111
2930942349	787	569	780	2	197	1.5e-60	198.5	pfam07516	SecA_SW	199
2930942350	332	1	180	13	192	1.4e-59	195	pfam03462	PCRF	192
2930942350	332	188	298	2	116	1.5e-43	141.2	pfam00472	RF-1	116
2930942352	235	4	114	1	111	5.3e-35	113.8	pfam00072	Response_reg	112
2930942352	235	155	231	2	77	6.7e-29	93.7	pfam00486	Trans_reg_C	77
2930942353	447	110	171	3	37	1.7e-06	21.8	pfam13188	PAS_8	67
2930942353	447	224	291	2	64	3.0e-18	59.5	pfam00512	HisKA	64
2930942353	447	335	447	1	107	1.9e-28	93.1	pfam02518	HATPase_c	111
2930942354	328	2	44	1	43	1.5e-17	56.9	pfam13936	HTH_38	44
2930942354	328	171	282	8	118	1.2e-12	41.9	pfam00665	rve	119
2930942355	293	25	260	5	280	1.8e-36	120	pfam12849	PBP_like_2	282
2930942356	308	102	306	2	182	1.7e-28	93.4	pfam00528	BPD_transp_1	185
2930942357	294	76	293	3	184	4.3e-35	114.9	pfam00528	BPD_transp_1	185
2930942358	274	45	199	5	136	4.3e-29	95.6	pfam00005	ABC_tran	137
2930942359	252	21	177	1	137	8.8e-33	107.5	pfam00005	ABC_tran	137
2930942360	226	16	104	2	88	7.0e-23	74.8	pfam01895	PhoU	89
2930942360	226	120	205	2	89	4.0e-17	56.3	pfam01895	PhoU	89
2930942361	109	5	66	1	52	2.6e-21	69	pfam04024	PspC	53
2930942362	123	1	115	1	105	1.5e-29	96.6	pfam04020	Phage_holin_4_2	105
2930942363	311	5	128	1	125	5.1e-41	133.4	pfam02603	Hpr_kinase_N	125
2930942363	311	130	300	2	170	1.7e-77	252.6	pfam07475	Hpr_kinase_C	171
2930942364	287	14	262	1	242	3.5e-77	252.7	pfam01790	LGT	242
2930942365	337	4	166	1	156	1.7e-53	174.6	pfam01210	NAD_Gly3P_dh_N	157
2930942365	337	185	326	1	141	5.9e-54	176	pfam07479	NAD_Gly3P_dh_C	142
2930942366	301	6	266	1	233	1.3e-33	110.4	pfam00483	NTP_transferase	248
2930942367	313	4	291	1	292	3.0e-53	174.7	pfam07992	Pyr_redox_2	292
2930942369	213	1	211	1	207	3.7e-92	301.8	pfam12917	HD_2	213
2930942371	668	15	150	3	137	4.4e-13	43.3	pfam04851	ResIII	171
2930942371	668	435	550	11	110	1.4e-21	70.8	pfam00271	Helicase_C	111
2930942371	668	556	598	1	43	1.5e-25	82.7	pfam12344	UvrB	43
2930942371	668	630	665	1	32	3.5e-10	33.2	pfam02151	UVR	36
2930942372	951	622	859	1	136	1.5e-13	45.2	pfam00005	ABC_tran	137
2930942373	181	17	89	1	73	7.1e-12	39.3	pfam03729	DUF308	73
2930942373	181	75	143	1	69	3.3e-09	30.8	pfam03729	DUF308	73
2930942373	181	133	181	4	46	9.4e-08	26.1	pfam03729	DUF308	73
2930942374	294	5	287	1	284	4.1e-113	371.1	pfam03668	ATP_bind_2	284
2930942375	336	11	303	1	292	2.0e-101	332.8	pfam01933	UPF0052	293
2930942376	312	18	103	2	85	4.3e-37	119.9	pfam10298	WhiA_N	86
2930942376	312	123	216	2	93	3.5e-37	120.2	pfam14527	LAGLIDADG_WhiA	93
2930942376	312	219	303	1	83	2.7e-35	114.4	pfam02650	HTH_WhiA	84
2930942377	198	12	193	1	181	4.0e-84	274.8	pfam00574	CLP_protease	182
2930942378	148	49	145	4	97	1.3e-22	73.8	pfam04397	LytTR	98
2930942381	203	7	187	2	172	6.1e-27	88.6	pfam12822	ECF_trnsprt	173
2930942383	342	89	341	4	255	1.6e-61	201.4	pfam04198	Sugar-bind	255
