gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930960769	155	96.67	1	147	1	145	1.3e-26	87	COG1959	DNA-binding transcriptional regulator, IscR family	150
2930960770	284	95.65	1	268	1	264	7.4e-49	160.2	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2930960771	304	96.01	4	300	8	296	1.1e-37	123.9	COG0583	DNA-binding transcriptional regulator, LysR family	297
2930960772	313	94.04	1	148	4	145	5.7e-68	119.5	COG3238	Uncharacterized membrane protein YdcZ, DUF606 family	150
2930960772	313	94.04	162	313	4	145	5.7e-68	108.1	COG3238	Uncharacterized membrane protein YdcZ, DUF606 family	150
2930960773	208	59.5	1	208	2	192	8.1e-23	73.2	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2930960774	388	96.97	1	361	6	357	8.1e-99	324.9	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	363
2930960776	181	85.17	4	180	5	182	2.5e-08	27.6	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930960778	324	23.71	110	153	61	83	3.1e-01	3	COG3357	Predicted transcriptional regulator containing an HTH domain fused to a Zn-ribbon	97
2930960778	324	30.93	43	87	54	83	3.1e-01	5.9	COG3357	Predicted transcriptional regulator containing an HTH domain fused to a Zn-ribbon	97
2930960781	138	79.49	16	137	8	100	2.3e-08	27.5	COG2963	Transposase and inactivated derivatives	116
2930960783	114	36.27	2	113	174	276	3.3e-18	59.7	COG2801	Transposase InsO and inactivated derivatives	232
2930960785	307	97.23	1	307	5	320	1.3e-79	261.4	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930960792	627	93.75	18	609	17	511	9.4e-88	288.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	517
2930960793	163	67.9	6	157	44	153	4.7e-09	30.6	COG0454	N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)	156
2930960794	674	46.81	597	654	38	81	1.1e-01	5.7	COG0089	Ribosomal protein L23	94
2930960794	674	55.32	492	573	23	74	1.1e-01	4.5	COG0089	Ribosomal protein L23	94
2930960796	113	40.85	31	86	42	70	9.0e-04	12.1	COG3763	Uncharacterized protein YneF, UPF0154 family	71
2930960797	195	48.92	15	183	159	317	1.1e-22	74.3	COG0760	Parvulin-like peptidyl-prolyl isomerase	320
2930960801	49	28.47	2	49	93	131	5.4e-07	23.5	COG5566	Transcriptional regulator, Middle operon regulator (Mor) family	137
2930960802	330	51	38	325	121	247	1.9e-28	93.7	COG0791	Cell wall-associated hydrolase, NlpC family	197
2930960804	497	11.4	1	81	1	61	4.5e-101	43.8	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930960804	497	71.21	70	496	133	513	4.5e-101	289.3	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930960805	205	98.02	1	200	4	201	4.2e-43	140.9	COG1279	Arginine exporter protein ArgO	202
2930960806	143	96.24	19	140	5	132	2.4e-28	92.3	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930960807	317	75.47	10	315	60	299	3.5e-67	220.8	COG0657	Acetyl esterase/lipase	312
2930960808	314	96.5	1	311	6	308	1.4e-54	178.8	COG1397	ADP-ribosylglycohydrolase	314
2930960809	198	91.05	15	191	9	181	1.2e-50	165.5	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2930960811	190	93.17	2	190	2	192	1.6e-39	129.4	COG4300	Cadmium resistance protein CadD, predicted permease	205
2930960812	143	29.63	6	127	111	166	2.4e-06	21	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2930960813	170	94.24	36	166	7	137	1.4e-22	73.6	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2930960814	546	98.61	5	546	7	572	9.3e-107	351.6	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930960815	211	69.38	1	206	14	158	1.2e-13	45.8	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930960816	108	12.65	1	108	5	111	1.0e-17	57.3	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2930960817	305	4.26	5	53	127	162	7.2e-33	13.7	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2930960817	305	28.01	47	297	580	816	7.2e-33	96	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2930960818	282	88.04	1	264	23	287	1.4e-47	156.1	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	291
2930960819	109	65.08	1	45	1	41	3.0e-07	23.5	COG4877	Uncharacterized protein	63
2930960821	187	95.7	3	186	8	185	1.9e-45	148	COG3575	Uncharacterized protein	184
2930960822	167	14.03	9	158	54	131	1.8e-02	7.5	COG2194	Phosphoethanolamine transferase for periplasmic glucans (OPG), alkaline phosphatase superfamily	555
2930960823	121	84.4	1	121	19	137	1.7e-24	79.8	COG2050	Acyl-coenzyme A thioesterase PaaI, contains HGG motif	141
2930960824	273	97.16	1	273	8	281	0.0e+00	437.9	COG0447	1,4-Dihydroxy-2-naphthoyl-CoA synthase	282
2930960825	477	95.95	1	476	15	559	3.4e-86	282.6	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2930960828	369	71.07	1	363	136	479	1.5e-76	251.7	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2930960829	155	25	4	144	3	123	3.7e-24	79	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2930960830	502	98.43	1	502	8	508	0.0e+00	692.6	COG1190	Lysyl-tRNA synthetase (class II)	502
2930960831	114	28.72	1	113	4	113	3.4e-08	27.2	COG0477	MFS family permease	338
2930960832	178	8.27	6	71	275	306	5.7e-05	4	COG4292	Low temperature requirement protein LtrA (function unknown)	387
2930960832	178	18.6	75	160	213	284	5.7e-05	12.3	COG4292	Low temperature requirement protein LtrA (function unknown)	387
2930960833	80	18.28	1	79	122	191	5.8e-06	20	COG0477	MFS family permease	338
2930960836	81	19.35	6	81	275	340	7.6e-07	22	COG1064	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	339
2930960837	196	74.64	1	185	14	169	1.7e-08	29.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930960838	501	94.72	5	492	3	468	3.3e-39	128.3	COG0531	Amino acid transporter	466
2930960839	479	90.06	4	476	31	447	2.3e-115	379.1	COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	460
2930960840	503	97.92	1	502	8	477	0.0e+00	449.8	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	472
2930960845	428	97.13	2	427	5	410	0.0e+00	481.3	COG1301	Na+/H+-dicarboxylate symporter	415
2930960848	176	70.83	1	142	3	138	4.0e-44	143.9	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	194
2930960850	213	72.46	1	208	1	200	1.1e-15	50.9	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2930960852	213	80	2	132	2	105	4.4e-15	49.7	COG1396	Transcriptional regulator, contains XRE-family HTH domain	120
2930960855	480	99.16	3	480	2	471	0.0e+00	723.4	COG0362	6-phosphogluconate dehydrogenase	473
2930960856	142	87.22	4	137	14	129	2.9e-19	63.1	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930960857	145	94.84	1	144	3	149	3.1e-35	114.9	COG2153	Predicted N-acyltransferase, GNAT family	155
2930960858	577	23.02	337	434	127	193	1.9e+00	6.3	COG1426	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	284
2930960858	577	23.71	14	131	150	218	1.9e+00	5.4	COG1426	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	284
2930960859	495	98.56	1	492	5	483	0.0e+00	575.5	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
2930960860	273	93.73	8	273	12	250	9.2e-49	159.5	COG2746	Aminoglycoside N3'-acetyltransferase	251
2930960863	67	95.65	1	67	2	67	2.7e-23	75.3	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2930960864	388	90.58	216	388	15	187	8.7e-35	113.4	COG3410	Uncharacterized protein, DUF2075 family	191
2930960865	212	78.8	12	207	52	248	1.9e-41	135.6	COG3338	Carbonic anhydrase	250
2930960868	205	91.58	12	194	8	181	4.9e-50	163.5	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2930960869	322	97.5	1	318	1	312	9.8e-98	320.6	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2930960870	387	48.04	3	207	10	193	1.3e-12	35.4	COG0477	MFS family permease	338
2930960870	387	48.83	210	386	8	194	1.3e-12	12.1	COG0477	MFS family permease	338
2930960872	394	68.18	226	386	36	125	3.2e-26	84.6	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2930960874	384	29.17	5	53	22	49	2.5e-04	3.5	COG2168	Sulfur transfer complex TusBCD TusB component, DsrH family	96
2930960874	384	34.38	276	326	19	51	2.5e-04	8.8	COG2168	Sulfur transfer complex TusBCD TusB component, DsrH family	96
2930960875	96	14.62	8	95	17	72	2.0e-05	18.1	COG0477	MFS family permease	338
2930960876	329	40.99	1	174	77	233	4.1e-15	15.1	COG0477	MFS family permease	338
2930960876	329	47.26	135	328	13	193	4.1e-15	39.2	COG0477	MFS family permease	338
2930960878	403	81.36	4	398	83	453	1.5e-114	376.8	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2930960879	651	20.03	1	161	13	158	2.9e-97	170.2	COG0480	Translation elongation factor EF-G, a GTPase	697
2930960879	651	56.1	152	611	315	723	2.9e-97	146.6	COG0480	Translation elongation factor EF-G, a GTPase	697
2930960880	224	94.95	1	195	2	189	3.5e-39	128.2	COG0518	GMP synthase - Glutamine amidotransferase domain	198
2930960881	358	43.71	1	76	91	163	1.4e-54	9.9	COG4335	3-methyladenine DNA glycosylase AlkC	167
2930960881	358	97.6	90	256	1	163	1.4e-54	166.3	COG4335	3-methyladenine DNA glycosylase AlkC	167
2930960882	230	94.98	4	229	10	236	2.4e-38	122.2	COG2188	DNA-binding transcriptional regulator, GntR family	236
2930960883	334	97.77	1	329	1	307	4.4e-82	269.1	COG1397	ADP-ribosylglycohydrolase	314
2930960884	457	93.08	2	451	15	431	1.8e-42	138.8	COG1457	Purine-cytosine permease or related protein	442
2930960885	292	93.99	3	292	3	299	6.2e-47	153.8	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2930960886	299	97.29	5	293	8	294	6.3e-33	108.3	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2930960888	407	47.52	221	405	5	186	2.4e-39	33.4	COG0477	MFS family permease	338
2930960888	407	75.72	12	260	4	293	2.4e-39	101.7	COG0477	MFS family permease	338
2930960889	239	95	1	239	11	238	1.1e-64	211.7	COG0284	Orotidine-5'-phosphate decarboxylase	240
2930960890	210	96.55	3	204	5	200	2.7e-53	174.2	COG0461	Orotate phosphoribosyltransferase	201
2930960891	248	98.81	1	248	1	250	3.9e-62	203.7	COG3022	Cytoplasmic iron level regulating protein YaaA, DUF328/UPF0246 family	253
2930960892	510	92.38	17	479	27	426	1.2e-50	165.8	COG5520	O-Glycosyl hydrolase	433
2930960893	287	76.52	97	284	26	126	3.1e-19	62.5	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2930960896	83	96.34	2	81	2	80	4.4e-23	74.9	COG2261	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	82
2930960897	88	79.1	21	88	5	57	1.8e-06	21.5	COG3237	Uncharacterized conserved protein YjbJ, UPF0337 family	67
2930960899	482	3.16	372	482	1622	1674	1.2e-36	1.8	COG4932	Uncharacterized surface anchored protein	1531
2930960899	482	6.44	202	371	1233	1340	1.2e-36	55.4	COG4932	Uncharacterized surface anchored protein	1531
2930960899	482	16.03	59	247	1251	1519	1.2e-36	67.2	COG4932	Uncharacterized surface anchored protein	1531
2930960900	501	99.02	1	500	5	510	0.0e+00	566.4	COG3534	Alpha-L-arabinofuranosidase	501
2930960901	296	95.68	2	294	8	295	3.2e-24	79.3	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2930960902	63	16.13	41	63	8	22	2.4e-03	2.1	COG1314	Preprotein translocase subunit SecG	86
2930960902	63	25.81	10	40	53	76	2.4e-03	11.5	COG1314	Preprotein translocase subunit SecG	86
2930960903	389	99.24	2	389	2	392	0.0e+00	438.2	COG0183	Acetyl-CoA acetyltransferase	392
2930960904	347	98.71	1	312	4	310	1.7e-111	366.1	COG0078	Ornithine carbamoyltransferase	310
2930960905	461	92.48	2	460	10	464	1.2e-60	199	COG0531	Amino acid transporter	466
2930960906	364	98.84	1	364	4	345	0.0e+00	467.1	COG2957	Agmatine/peptidylarginine deiminase	346
2930960907	313	99.68	4	313	1	311	1.7e-119	392.1	COG0549	Carbamate kinase	312
2930960908	370	96.82	1	362	7	341	1.2e-113	373.3	COG2957	Agmatine/peptidylarginine deiminase	346
2930960909	269	92.55	1	267	3	263	4.0e-44	144.3	COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	281
2930960910	295	98.34	1	294	1	296	1.8e-42	139.6	COG0583	DNA-binding transcriptional regulator, LysR family	297
2930960911	543	99.32	38	543	1	439	7.1e-123	404.3	COG0281	Malic enzyme	432
2930960912	320	98.4	1	319	2	309	1.2e-43	143	COG0679	Predicted permease	311
2930960913	165	87.01	1	165	11	164	4.3e-40	131.5	COG4732	Predicted membrane protein	177
2930960914	396	94.18	2	389	11	382	4.4e-29	94.7	COG2814	Predicted arabinose efflux permease, MFS family	394
2930960915	173	50.24	4	171	13	117	4.6e-09	30.8	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930960916	352	70.39	12	352	149	507	3.6e-17	55.1	COG0577	ABC-type antimicrobial peptide transport system, permease component	419
2930960917	227	96.46	3	227	3	220	7.0e-75	244.8	COG1136	ABC-type lipoprotein export system, ATPase component	226
2930960918	307	97.23	1	307	5	320	1.3e-79	261.4	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930960919	420	46.48	233	414	28	205	6.5e-40	27.4	COG0477	MFS family permease	338
2930960919	420	73.89	1	265	32	314	6.5e-40	107.8	COG0477	MFS family permease	338
2930960920	210	99.03	1	206	3	207	1.3e-56	185.1	COG4832	Uncharacterized protein	207
2930960921	217	97.84	1	217	3	228	1.5e-34	113.6	COG1011	FMN phosphatase YigB, HAD superfamily	229
2930960922	390	99.21	6	387	4	379	8.8e-128	419.8	COG1454	Alcohol dehydrogenase, class IV	377
2930960923	325	21.31	19	90	4	68	1.1e-58	37.2	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2930960923	325	69.51	112	325	80	291	1.1e-58	156.9	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2930960924	226	96.33	5	212	7	216	4.1e-22	72.3	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2930960925	310	98.72	2	310	2	310	1.3e-114	376.4	COG1957	Inosine-uridine nucleoside N-ribohydrolase	311
2930960926	115	34.5	1	112	203	310	2.4e-23	76.3	COG1619	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	313
2930960927	227	54.95	1	216	2	173	1.3e-40	133	COG1619	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	313
2930960928	128	85	1	120	9	110	1.3e-32	105.6	COG1733	DNA-binding transcriptional regulator, HxlR family	120
2930960929	95	73.33	2	94	13	100	6.7e-06	19.2	COG1733	DNA-binding transcriptional regulator, HxlR family	120
2930960930	396	95.87	1	362	6	353	9.7e-98	321.3	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	363
2930960931	89	14.1	1	82	44	97	4.5e-07	23.6	COG0477	MFS family permease	338
2930960933	140	95.45	3	124	1	126	6.7e-30	97.6	COG0789	DNA-binding transcriptional regulator, MerR family	124
2930960935	557	96.32	9	535	1	498	0.0e+00	540.8	COG0366	Glycosidase	505
2930960936	460	48.56	261	459	4	189	1.9e-13	16.5	COG0477	MFS family permease	338
2930960936	460	85.64	20	333	3	330	1.9e-13	29.6	COG0477	MFS family permease	338
2930960937	332	99.1	3	330	1	331	2.0e-88	290.4	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930960938	162	25	19	159	229	307	1.6e-03	11.2	COG4743	Uncharacterized membrane protein	316
2930960940	547	98.26	1	547	11	574	1.6e-120	397	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930960942	1351	84.19	2	1181	3	918	4.8e-121	398.2	COG3513	CRISPR/Cas system Type II  associated protein, contains McrA/HNH and RuvC-like nuclease domains	1088
2930960943	301	75.3	1	234	2	248	1.9e-40	132.3	COG1518	CRISPR/Cas system-associated endonuclease Cas1	327
2930960944	101	87.07	1	101	7	107	4.4e-29	94.9	COG3512	CRISPR/Cas system-associated protein Cas2, endoribonuclease	116
2930960945	459	93.55	1	458	11	445	3.8e-105	345.7	COG2211	Na+/melibiose symporter or related transporter	467
2930960946	174	20.13	32	164	63	126	3.0e-12	40.4	COG0657	Acetyl esterase/lipase	312
2930960947	182	50	1	182	152	310	2.2e-17	57	COG0657	Acetyl esterase/lipase	312
2930960948	735	97.8	1	735	8	763	0.0e+00	501.2	COG1554	Trehalose and maltose hydrolase (possible phosphorylase)	772
2930960950	137	56.86	14	135	84	199	1.5e-07	24.2	COG5658	Uncharacterized membrane protein	204
2930960951	277	96.65	37	274	3	204	9.9e-39	122.7	COG0406	Broad specificity phosphatase PhoE	208
2930960952	176	82.89	4	176	31	185	1.8e-23	77.1	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2930960953	104	97.17	1	104	2	104	7.7e-30	97.2	COG2076	Multidrug transporter EmrE and related cation transporters	106
2930960954	109	98.11	3	105	2	105	9.8e-26	83.9	COG2076	Multidrug transporter EmrE and related cation transporters	106
2930960957	291	95.16	1	291	10	304	1.4e-37	122.9	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	314
2930960958	333	98.58	1	332	1	348	3.9e-79	259.5	COG1063	Threonine dehydrogenase or related Zn-dependent dehydrogenase	350
2930960959	260	87.14	21	259	11	193	9.9e-07	21.5	COG2364	Uncharacterized membrane protein YczE	210
2930960960	130	99.32	8	127	2	146	2.3e-10	34.3	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2930960961	465	97.15	10	465	4	446	1.3e-94	311.1	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2930960962	264	96.96	1	260	4	258	2.4e-79	259.8	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	263
2930960963	166	90.4	1	162	1	160	1.4e-33	110.2	COG4720	Uncharacterized membrane protein	177
2930960964	186	98.33	4	184	2	178	1.1e-78	256.7	COG4475	Uncharacterized protein YwlG, UPF0340 family	180
2930960965	210	68.13	9	210	44	214	5.4e-23	75	COG1357	Uncharacterized protein YjbI, contains pentapeptide repeats	238
2930960966	325	97.9	5	325	1	327	4.3e-83	273	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930960968	346	95.25	43	343	2	302	3.6e-37	119.4	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2930960969	318	94.94	12	314	2	301	2.1e-40	132.3	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2930960970	230	92.82	8	224	14	207	4.3e-28	92.2	COG0135	Phosphoribosylanthranilate isomerase	208
2930960971	208	90.48	1	207	6	195	6.9e-26	84.6	COG2364	Uncharacterized membrane protein YczE	210
2930960972	116	21.11	4	102	17	96	2.8e-17	56.2	COG1454	Alcohol dehydrogenase, class IV	377
2930960973	233	58.58	1	229	155	376	1.8e-57	188.4	COG1454	Alcohol dehydrogenase, class IV	377
2930960974	394	99.51	1	394	1	403	8.1e-130	427.1	COG1972	Nucleoside permease NupC	404
2930960976	310	99.04	1	310	2	311	3.6e-116	381.5	COG1957	Inosine-uridine nucleoside N-ribohydrolase	311
2930960977	226	90.71	4	226	7	211	1.1e-35	116.8	COG3619	Uncharacterized membrane protein YoaK, UPF0700 family	226
2930960979	426	54.66	6	119	7	94	8.5e-04	10.8	COG3521	Predicted component of the type VI protein secretion system	159
2930960980	309	97.54	1	308	7	323	1.0e-75	248.6	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930960982	409	72.71	3	406	28	440	1.1e-50	166	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2930960983	96	15.58	1	94	457	542	2.6e-16	52.7	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	528
2930960984	328	87.76	5	328	29	322	6.4e-54	177.1	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	335
2930960985	525	94.89	1	492	26	526	1.1e-105	348	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	517
2930960986	692	96.56	1	559	7	427	1.8e-98	323.5	COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	429
2930960987	157	99.15	25	141	2	117	1.4e-37	121.9	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
2930960989	309	98.71	1	309	1	305	2.9e-85	279.8	COG1893	Ketopantoate reductase	307
2930960990	656	99.11	2	652	3	668	1.1e-99	327.7	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	620
2930960991	76	50.77	4	76	5	70	4.2e-18	60.1	COG1396	Transcriptional regulator, contains XRE-family HTH domain	120
2930960994	224	38.17	1	219	6	189	6.5e-34	110.9	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2930960995	330	51.66	1	322	219	467	7.0e-22	71.1	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2930960996	329	98.15	1	329	4	322	1.4e-95	313.9	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930960997	157	50.2	11	153	117	241	1.9e-36	120.2	COG0791	Cell wall-associated hydrolase, NlpC family	197
2930960998	139	35.69	1	136	203	328	6.1e-11	35.9	COG3049	Penicillin V acylase or related amidase, Ntn superfamily	353
2930960999	163	35.98	1	142	23	149	5.2e-29	95.2	COG3049	Penicillin V acylase or related amidase, Ntn superfamily	353
2930961002	187	82.46	2	182	31	204	8.1e-43	140	COG2173	D-alanyl-D-alanine dipeptidase	211
2930961003	215	96.59	1	201	3	200	7.8e-49	159.7	COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	203
2930961004	150	95.49	8	147	4	130	2.2e-16	53.7	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930961009	288	57.72	1	286	6	289	1.0e-35	116.9	COG0531	Amino acid transporter	466
2930961010	125	24.19	1	119	352	470	5.5e-10	32	COG0531	Amino acid transporter	466
2930961011	297	95.48	4	297	8	303	8.6e-43	140.1	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	314
2930961012	341	75.64	10	341	6	331	1.1e-82	271.8	COG1114	Branched-chain amino acid permeases	431
2930961013	135	21.58	1	122	328	420	3.2e-19	62.8	COG1114	Branched-chain amino acid permeases	431
2930961014	357	90.91	53	357	9	218	1.5e-24	77.1	COG1434	Uncharacterized SAM-binding protein YcdF, DUF218 family	223
2930961016	139	60	1	136	1	78	8.9e-14	46.1	COG1396	Transcriptional regulator, contains XRE-family HTH domain	120
2930961017	602	98.33	1	599	9	597	5.0e-120	395.6	COG1164	Oligoendopeptidase F	598
2930961018	282	73.05	33	282	82	306	2.2e-33	109.4	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	299
2930961019	229	86.28	7	226	17	211	4.7e-25	82	COG3619	Uncharacterized membrane protein YoaK, UPF0700 family	226
