gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2930960751	176	1	152	1	148	8.0e-22	71.5	pfam03358	FMN_red	155
2930960752	391	235	389	33	176	2.9e-16	53.1	pfam07690	MFS_1	353
2930960755	536	72	458	2	375	1.2e-68	225.6	pfam00496	SBP_bac_5	377
2930960757	298	32	145	107	158	5.8e-09	29.8	pfam00413	Peptidase_M10	158
2930960759	238	5	114	1	112	4.0e-34	111.1	pfam00072	Response_reg	112
2930960759	238	154	230	2	77	1.0e-28	93.1	pfam00486	Trans_reg_C	77
2930960761	349	1	99	9	63	1.1e-09	32.2	pfam00989	PAS	113
2930960761	349	108	175	2	64	1.9e-21	69.8	pfam00512	HisKA	64
2930960761	349	226	338	2	109	1.1e-30	100.3	pfam02518	HATPase_c	111
2930960762	433	3	433	6	428	3.1e-37	122.4	pfam07435	YycH	438
2930960763	284	33	262	4	230	1.4e-63	208.4	pfam09648	YycI	230
2930960764	275	34	229	2	192	4.0e-20	66	pfam12706	Lactamase_B_2	201
2930960765	447	144	290	1	150	2.2e-31	103.6	pfam13365	Trypsin_2	150
2930960765	447	332	429	1	82	1.0e-20	67.8	pfam13180	PDZ_2	82
2930960766	104	1	103	53	154	1.3e-41	136	pfam02590	SPOUT_MTase	154
2930960769	155	1	82	1	82	6.6e-19	62	pfam02082	Rrf2	83
2930960770	284	7	168	1	152	3.6e-19	63.3	pfam13460	NAD_binding_10	184
2930960771	304	5	62	6	60	6.3e-19	61.6	pfam00126	HTH_1	60
2930960771	304	118	296	45	205	2.7e-08	27.3	pfam03466	LysR_substrate	209
2930960772	313	3	143	2	139	2.1e-38	125.6	pfam04657	DMT_YdcZ	139
2930960772	313	166	309	2	139	9.2e-38	123.5	pfam04657	DMT_YdcZ	139
2930960773	208	7	184	1	184	2.0e-29	96.7	pfam13460	NAD_binding_10	184
2930960774	388	4	336	4	338	3.7e-70	230.6	pfam00724	Oxidored_FMN	341
2930960775	214	39	158	1	104	2.3e-10	35.1	pfam13787	HXXEE	111
2930960780	597	242	509	1	236	2.1e-38	126.5	pfam10592	AIPR	295
2930960781	138	28	81	2	52	9.0e-10	32.5	pfam13518	HTH_28	52
2930960782	72	18	72	5	50	3.5e-16	53	pfam13276	HTH_21	60
2930960783	114	56	109	1	49	3.0e-14	46.9	pfam13333	rve_2	52
2930960785	307	2	45	2	43	1.3e-15	50.8	pfam13936	HTH_38	44
2930960785	307	152	263	6	117	1.2e-13	45.2	pfam00665	rve	119
2930960787	614	125	242	16	103	1.5e-14	47.7	pfam03382	DUF285	121
2930960787	614	368	431	1	63	4.1e-16	53.7	pfam06458	MucBP	63
2930960792	627	67	328	2	204	6.5e-10	33.7	pfam00149	Metallophos	204
2930960792	627	405	569	4	157	1.1e-36	120.3	pfam02872	5_nucleotid_C	158
2930960793	163	28	156	17	113	9.9e-17	55	pfam13673	Acetyltransf_10	127
2930960797	195	17	130	12	113	2.2e-18	60.8	pfam13616	Rotamase_3	116
2930960799	690	333	446	12	111	1.3e-26	86.7	pfam03382	DUF285	121
2930960801	49	2	49	63	103	1.4e-09	31.9	pfam08765	Mor	108
2930960802	330	36	102	19	75	1.4e-02	9.9	pfam13457	SH3_8	76
2930960802	330	107	182	5	74	3.2e-12	40.8	pfam13457	SH3_8	76
2930960802	330	207	326	3	103	2.0e-23	76.4	pfam00877	NLPC_P60	105
2930960803	613	310	372	1	62	1.0e-18	62.1	pfam06458	MucBP	63
2930960804	497	20	144	2	137	2.7e-15	51	pfam00005	ABC_tran	137
2930960804	497	327	452	2	137	1.2e-23	78	pfam00005	ABC_tran	137
2930960805	205	13	200	2	191	1.0e-27	90.7	pfam01810	LysE	193
2930960806	143	37	95	1	59	1.6e-20	66.7	pfam01047	MarR	59
2930960807	317	81	290	1	210	3.5e-68	223.4	pfam07859	Abhydrolase_3	211
2930960808	314	9	279	5	280	2.2e-49	162.6	pfam03747	ADP_ribosyl_GH	291
2930960809	198	9	58	2	53	4.1e-10	33.7	pfam12464	Mac	53
2930960809	198	130	165	2	36	3.8e-11	36.3	pfam00132	Hexapep	36
2930960811	190	13	190	2	181	9.0e-26	84.8	pfam03596	Cad	192
2930960812	143	10	135	11	111	5.6e-11	36.4	pfam13673	Acetyltransf_10	127
2930960813	170	47	162	1	117	1.0e-23	77.7	pfam04138	GtrA	117
2930960814	546	80	466	3	375	1.5e-75	248.3	pfam00496	SBP_bac_5	377
2930960815	211	12	58	1	45	1.6e-15	50.6	pfam00440	TetR_N	47
2930960818	282	5	176	2	178	4.8e-29	95.5	pfam01145	Band_7	178
2930960819	109	2	40	15	51	8.8e-08	25.8	pfam05534	HicB	51
2930960821	187	22	184	3	158	7.8e-50	162.7	pfam06042	NTP_transf_6	159
2930960822	167	14	72	2	57	8.7e-14	45.2	pfam11391	DUF2798	59
2930960822	167	91	150	1	57	4.4e-07	23.8	pfam11391	DUF2798	59
2930960823	121	34	111	1	76	1.1e-14	48.5	pfam03061	4HBT	79
2930960824	273	18	269	3	250	4.0e-79	259.3	pfam00378	ECH_1	251
2930960825	477	5	380	3	422	3.2e-75	247.1	pfam00501	AMP-binding	423
2930960825	477	388	461	2	74	4.1e-17	56.9	pfam13193	AMP-binding_C	74
2930960826	180	11	158	1	145	2.9e-23	76.5	pfam06496	DUF1097	147
2930960828	369	1	188	29	191	4.5e-25	82.6	pfam08245	Mur_ligase_M	192
2930960828	369	207	294	1	90	5.3e-18	59	pfam02875	Mur_ligase_C	91
2930960829	155	27	97	3	85	1.5e-06	22.4	pfam01225	Mur_ligase	88
2930960830	502	67	144	1	75	1.7e-15	50.7	pfam01336	tRNA_anti-codon	76
2930960830	502	160	499	3	313	5.3e-79	259.3	pfam00152	tRNA-synt_2	314
2930960836	81	2	77	84	134	2.5e-09	32.1	pfam13602	ADH_zinc_N_2	134
2930960838	501	18	460	3	425	5.7e-63	207	pfam13520	AA_permease_2	425
2930960839	479	37	394	26	373	1.1e-57	189.3	pfam00282	Pyridoxal_deC	375
2930960840	503	10	332	1	314	1.8e-109	359.3	pfam00749	tRNA-synt_1c	314
2930960845	428	11	406	1	389	2.6e-119	392.5	pfam00375	SDF	390
2930960848	176	4	135	1	116	2.4e-31	102.1	pfam00578	AhpC-TSA	124
2930960850	213	7	190	1	184	5.4e-39	127.8	pfam13460	NAD_binding_10	184
2930960852	213	7	61	1	55	1.2e-12	41.6	pfam01381	HTH_3	55
2930960855	480	7	177	1	158	1.0e-52	172.4	pfam03446	NAD_binding_2	158
2930960855	480	182	476	1	289	2.0e-126	415.1	pfam00393	6PGD	289
2930960856	142	28	85	1	57	1.2e-11	38.3	pfam01047	MarR	59
2930960857	145	13	143	6	125	6.8e-21	68.4	pfam13673	Acetyltransf_10	127
2930960859	495	10	192	2	177	3.1e-62	204.2	pfam00479	G6PD_N	177
2930960859	495	194	490	2	288	2.3e-101	332.6	pfam02781	G6PD_C	289
2930960860	273	34	265	1	220	2.3e-64	211.1	pfam02522	Antibiotic_NAT	221
2930960861	648	107	218	16	111	4.2e-11	36.6	pfam03382	DUF285	121
2930960861	648	289	351	1	62	2.5e-15	51.2	pfam06458	MucBP	63
2930960863	67	5	59	1	54	8.6e-17	54.9	pfam01381	HTH_3	55
2930960864	388	38	374	2	363	9.3e-96	315	pfam09848	DUF2075	363
2930960865	212	4	206	9	251	7.3e-21	68.7	pfam00194	Carb_anhydrase	254
2930960868	205	6	57	1	53	4.7e-15	49.5	pfam12464	Mac	53
2930960868	205	130	165	1	34	7.5e-14	45.1	pfam14602	Hexapep_2	34
2930960869	322	15	312	2	290	2.3e-75	247.3	pfam00248	Aldo_ket_red	292
2930960870	387	9	351	6	350	1.3e-18	60.8	pfam07690	MFS_1	353
2930960872	394	297	376	2	80	5.9e-21	68.5	pfam12833	HTH_18	81
2930960874	384	2	133	55	138	8.4e-13	42.3	pfam13229	Beta_helix	158
2930960876	329	149	329	21	171	1.5e-15	50.8	pfam07690	MFS_1	353
2930960878	403	30	388	19	363	7.7e-33	107.9	pfam00155	Aminotran_1_2	363
2930960879	651	1	226	4	190	4.1e-49	160.6	pfam00009	GTP_EFTU	194
2930960879	651	317	390	3	74	5.6e-09	29.9	pfam14492	EFG_II	75
2930960879	651	391	505	2	118	8.9e-18	58.1	pfam03764	EFG_IV	121
2930960879	651	511	600	1	84	3.4e-18	59.4	pfam00679	EFG_C	89
2930960880	224	18	186	40	184	1.7e-16	54.4	pfam00117	GATase	190
2930960881	358	107	231	106	197	1.3e-09	31.9	pfam08713	DNA_alkylation	213
2930960882	230	12	74	3	64	4.2e-15	49.1	pfam00392	GntR	64
2930960882	230	95	221	47	135	7.3e-18	58.7	pfam07702	UTRA	141
2930960883	334	10	307	1	289	1.7e-59	195.8	pfam03747	ADP_ribosyl_GH	291
2930960884	457	7	431	5	429	2.8e-31	102.5	pfam02133	Transp_cyt_pur	440
2930960885	292	1	292	1	295	4.0e-43	141.6	pfam00294	PfkB	302
2930960886	299	28	279	1	256	6.8e-28	91.8	pfam00561	Abhydrolase_1	256
2930960887	239	2	114	1	114	4.6e-09	30.4	pfam08874	DUF1835	121
2930960887	239	147	238	4	91	3.1e-12	40.2	pfam12395	DUF3658	107
2930960888	407	21	274	4	259	6.7e-36	117.7	pfam07690	MFS_1	353
2930960889	239	2	230	2	224	3.5e-45	148.2	pfam00215	OMPdecase	225
2930960890	210	42	162	10	124	2.5e-19	63.2	pfam00156	Pribosyltran	159
2930960891	248	1	236	1	232	1.1e-82	270.9	pfam03883	H2O2_YaaD	233
2930960892	510	50	401	3	313	7.5e-35	114.3	pfam02055	Glyco_hydro_30	348
2930960893	287	20	151	9	123	1.6e-10	34.9	pfam02311	AraC_binding	136
2930960893	287	195	274	1	80	8.0e-22	71.3	pfam12833	HTH_18	81
2930960895	137	6	137	1	132	2.0e-34	112.5	pfam11208	DUF2992	132
2930960896	83	34	79	1	48	1.2e-12	41.8	pfam04226	Transgly_assoc	49
2930960899	482	174	259	3	90	2.0e-18	60.7	pfam05738	Cna_B	90
2930960900	501	294	491	1	147	2.9e-34	112.5	pfam06964	Alpha-L-AF_C	168
2930960901	296	3	141	5	135	3.9e-12	40.4	pfam00892	EamA	137
2930960901	296	151	286	2	134	9.9e-09	29.4	pfam00892	EamA	137
2930960903	389	5	259	1	260	5.8e-96	314.7	pfam00108	Thiolase_N	260
2930960903	389	266	388	3	122	2.3e-46	150.4	pfam02803	Thiolase_C	123
2930960904	347	4	144	1	146	1.8e-43	141.8	pfam02729	OTCace_N	146
2930960904	347	153	310	2	156	1.6e-50	165.1	pfam00185	OTCace	157
2930960905	461	8	439	3	425	6.1e-50	164.1	pfam13520	AA_permease_2	425
2930960906	364	14	362	1	319	4.5e-127	417.5	pfam04371	PAD_porph	319
2930960907	313	4	295	2	239	2.3e-32	106.3	pfam00696	AA_kinase	241
2930960908	370	13	361	1	319	2.2e-107	352.8	pfam04371	PAD_porph	319
2930960909	269	1	76	1	67	4.4e-17	55.8	pfam01418	HTH_6	77
2930960909	269	119	250	2	127	6.1e-14	45.8	pfam01380	SIS	132
2930960910	295	3	64	2	60	4.1e-13	43	pfam00126	HTH_1	60
2930960910	295	85	293	6	208	3.8e-32	105.2	pfam03466	LysR_substrate	209
2930960911	543	69	251	2	182	8.4e-67	218.3	pfam00390	malic	182
2930960911	543	261	517	1	255	1.1e-94	310.3	pfam03949	Malic_M	257
2930960912	320	3	171	3	149	2.7e-20	65.9	pfam03547	Mem_trans	387
2930960912	320	223	319	31	114	3.5e-07	23.9	pfam01758	SBF	195
2930960913	165	8	157	1	148	1.9e-55	180.9	pfam09512	ThiW	150
2930960914	396	12	259	2	257	1.1e-18	61	pfam07690	MFS_1	353
2930960915	173	17	55	4	38	1.8e-07	24.8	pfam00440	TetR_N	47
2930960916	352	235	347	2	121	3.9e-10	33.7	pfam02687	FtsX	121
2930960917	227	23	171	1	137	1.9e-31	103.3	pfam00005	ABC_tran	137
2930960918	307	2	45	2	43	1.3e-15	50.8	pfam13936	HTH_38	44
2930960918	307	152	263	6	117	1.2e-13	45.2	pfam00665	rve	119
2930960919	420	10	415	47	450	7.3e-108	355.1	pfam00083	Sugar_tr	452
2930960920	210	16	204	2	155	1.6e-15	51.6	pfam06445	GyrI-like	155
2930960921	217	5	190	3	178	5.5e-11	36.7	pfam13419	HAD_2	178
2930960922	390	11	379	2	364	2.6e-122	402	pfam00465	Fe-ADH	364
2930960923	325	33	244	1	198	4.4e-51	167.3	pfam01545	Cation_efflux	199
2930960923	325	247	324	2	72	2.1e-11	37.7	pfam16916	ZT_dimer	79
2930960924	226	33	121	3	80	3.0e-17	56.3	pfam00027	cNMP_binding	88
2930960925	310	4	300	1	304	3.6e-88	289.9	pfam01156	IU_nuc_hydro	304
2930960926	115	1	97	166	259	4.3e-20	66	pfam02016	Peptidase_S66	259
2930960927	227	13	226	1	142	1.2e-34	113.8	pfam02016	Peptidase_S66	259
2930960928	128	15	106	1	88	2.8e-28	91.5	pfam01638	HxlR	91
2930960930	396	4	337	3	337	2.6e-71	234.4	pfam00724	Oxidored_FMN	341
2930960931	89	1	86	107	177	3.5e-10	33.1	pfam07690	MFS_1	353
2930960933	140	3	71	1	67	3.4e-19	62.6	pfam13411	MerR_1	69
2930960935	557	28	386	1	335	8.0e-125	410.7	pfam00128	Alpha-amylase	337
2930960935	557	486	552	1	41	4.4e-10	33.5	pfam16657	Malt_amylase_C	75
2930960936	460	28	417	3	352	7.1e-27	88	pfam07690	MFS_1	353
2930960937	332	4	50	1	46	6.0e-17	55.1	pfam00356	LacI	46
2930960937	332	171	327	1	164	8.0e-30	98.1	pfam13377	Peripla_BP_3	164
2930960940	547	80	467	4	375	3.3e-73	240.6	pfam00496	SBP_bac_5	377
2930960942	1351	51	83	1	33	3.0e-12	40	pfam16593	Cas9-BH	33
2930960942	1351	180	719	10	523	0.0e+00	455.8	pfam16592	Cas9_REC	533
2930960942	1351	833	884	1	52	3.7e-20	65.5	pfam13395	HNH_4	55
2930960942	1351	1075	1343	1	263	1.5e-41	136.9	pfam16595	Cas9_PI	263
2930960943	301	5	233	4	248	2.8e-25	82.9	pfam01867	Cas_Cas1	284
2930960944	101	1	80	1	75	5.1e-18	59	pfam09827	CRISPR_Cas2	76
2930960945	459	12	438	1	427	4.4e-85	279.6	pfam13347	MFS_2	427
2930960946	174	117	173	2	47	1.6e-10	35.1	pfam07859	Abhydrolase_3	211
2930960947	182	2	163	67	210	1.6e-19	64.4	pfam07859	Abhydrolase_3	211
2930960948	735	11	245	9	181	4.0e-24	79.4	pfam03636	Glyco_hydro_65N	228
2930960948	735	297	674	2	385	4.1e-114	375.2	pfam03632	Glyco_hydro_65m	387
2930960950	137	63	132	2	63	1.2e-14	48.1	pfam13630	SdpI	67
2930960951	277	41	158	1	96	3.0e-23	76.4	pfam00300	His_Phos_1	194
2930960952	176	3	145	3	137	1.1e-12	42.7	pfam13302	Acetyltransf_3	138
2930960953	104	1	93	1	93	3.4e-26	85.7	pfam00893	Multi_Drug_Res	93
2930960954	109	4	93	2	93	2.7e-19	63.6	pfam00893	Multi_Drug_Res	93
2930960957	291	3	288	2	293	5.2e-68	223.5	pfam00480	ROK	294
2930960958	333	24	133	2	109	2.3e-32	105.1	pfam08240	ADH_N	109
2930960958	333	174	295	3	129	9.6e-15	48.5	pfam00107	ADH_zinc_N	130
2930960960	130	11	112	1	98	8.7e-10	32.8	pfam13669	Glyoxalase_4	109
2930960961	465	13	76	2	64	2.0e-19	63	pfam00392	GntR	64
2930960961	465	121	464	48	363	9.3e-40	130.7	pfam00155	Aminotran_1_2	363
2930960962	264	11	254	1	245	1.7e-71	234.3	pfam08543	Phos_pyr_kin	246
2930960963	166	3	160	3	170	2.5e-40	132.1	pfam07155	ECF-ribofla_trS	172
2930960964	186	12	182	1	171	3.3e-73	238.7	pfam04260	DUF436	171
2930960965	210	65	141	1	72	5.3e-14	46	pfam13599	Pentapeptide_4	77
2930960966	325	6	51	1	46	2.6e-20	65.9	pfam00356	LacI	46
2930960966	325	62	238	1	163	1.3e-18	61.2	pfam00532	Peripla_BP_1	279
2930960968	346	2	32	18	48	5.7e-09	29.4	pfam13412	HTH_24	48
2930960968	346	41	333	2	297	8.2e-40	130.8	pfam00294	PfkB	302
2930960969	318	10	305	3	295	8.6e-41	134	pfam00294	PfkB	302
2930960970	230	4	220	12	194	8.3e-15	48.9	pfam00697	PRAI	194
2930960972	116	10	101	13	91	3.8e-16	52.6	pfam00465	Fe-ADH	364
2930960973	233	1	222	150	362	2.0e-51	168.7	pfam00465	Fe-ADH	364
2930960974	394	8	81	2	73	6.7e-18	59.1	pfam01773	Nucleos_tra2_N	74
2930960974	394	193	393	1	193	1.7e-56	185.4	pfam07662	Nucleos_tra2_C	194
2930960976	310	2	300	1	303	7.9e-94	308.5	pfam01156	IU_nuc_hydro	304
2930960977	226	14	214	4	189	3.9e-33	108.9	pfam06912	DUF1275	192
2930960978	116	2	98	379	477	1.1e-22	74.3	pfam05935	Arylsulfotrans	477
2930960979	426	88	426	2	334	3.0e-95	313.6	pfam05935	Arylsulfotrans	477
2930960980	309	2	42	5	43	1.6e-10	34.6	pfam13936	HTH_38	44
2930960980	309	154	260	10	116	1.2e-17	58.2	pfam00665	rve	119
2930960981	403	10	364	1	339	1.7e-23	77.1	pfam01757	Acyl_transf_3	340
2930960982	409	8	398	12	416	8.6e-64	209.5	pfam00501	AMP-binding	423
2930960983	96	1	75	5	74	1.0e-15	52.4	pfam13193	AMP-binding_C	74
2930960984	328	58	263	17	209	4.6e-22	72.9	pfam09084	NMT1	216
2930960985	525	3	239	2	203	2.9e-10	34.9	pfam00149	Metallophos	204
2930960985	525	313	484	2	157	2.8e-28	93	pfam02872	5_nucleotid_C	158
2930960986	692	3	408	2	379	7.8e-57	186.6	pfam00999	Na_H_Exchanger	381
2930960987	157	8	138	5	64	1.0e-22	73.9	pfam03960	ArsC	64
2930960989	309	3	153	1	149	8.0e-41	133.1	pfam02558	ApbA	152
2930960989	309	178	304	1	123	6.0e-33	107.6	pfam08546	ApbA_C	125
2930960990	656	439	653	2	206	1.2e-48	159.3	pfam00326	Peptidase_S9	212
2930960991	76	9	63	2	55	3.5e-20	65.8	pfam01381	HTH_3	55
2930960994	224	5	218	3	180	1.3e-12	41.5	pfam01943	Polysacc_synt	274
2930960995	330	170	317	6	136	7.1e-12	39.5	pfam14667	Polysacc_synt_C	142
2930960996	329	3	46	1	44	1.3e-17	57.3	pfam13936	HTH_38	44
2930960996	329	175	283	6	117	1.2e-14	48.5	pfam00665	rve	119
2930960997	157	50	152	1	97	2.6e-29	95.3	pfam00877	NLPC_P60	105
2930960998	139	2	128	181	304	4.3e-09	30.3	pfam02275	CBAH	316
2930960999	163	2	147	1	131	2.8e-25	83.5	pfam02275	CBAH	316
2930961002	187	4	181	2	185	6.1e-31	101.6	pfam01427	Peptidase_M15	201
2930961003	215	25	185	3	171	6.1e-41	134	pfam03853	YjeF_N	171
2930961004	150	38	100	28	68	1.8e-09	31.9	pfam13463	HTH_27	68
2930961007	430	149	302	49	131	5.3e-10	33.4	pfam13930	Endonuclea_NS_2	132
2930961009	288	11	286	1	269	2.0e-34	113	pfam13520	AA_permease_2	425
2930961011	297	6	294	2	293	1.7e-34	113.5	pfam00480	ROK	294
2930961012	341	11	341	4	330	2.0e-88	291	pfam05525	Branch_AA_trans	429
2930961013	135	1	119	327	420	7.8e-22	71.6	pfam05525	Branch_AA_trans	429
2930961014	357	176	326	1	132	2.9e-34	111.8	pfam02698	DUF218	132
2930961016	139	6	70	1	55	4.5e-12	39.8	pfam01381	HTH_3	55
2930961017	602	114	181	2	69	1.3e-12	41.7	pfam08439	Peptidase_M3_N	70
2930961017	602	332	585	182	453	2.0e-18	60.8	pfam01432	Peptidase_M3	458
2930961018	282	58	196	3	105	6.5e-16	52.2	pfam12146	Hydrolase_4	239
2930961019	229	16	217	5	191	3.0e-30	99.5	pfam06912	DUF1275	192
2930961020	535	2	201	5	194	1.4e-24	80.5	pfam12072	DUF3552	201
2930961020	535	208	269	3	54	1.5e-06	21.9	pfam00013	KH_1	66
2930961020	535	334	427	3	120	5.9e-18	59.2	pfam01966	HD	122
2930961021	439	53	165	1	128	2.5e-18	60.7	pfam00004	AAA	132
2930961021	439	185	264	4	73	1.9e-27	89.3	pfam16193	AAA_assoc_2	73
2930961021	439	265	431	1	166	2.1e-68	223.4	pfam12002	MgsA_C	167
2930961022	281	12	259	13	290	5.4e-53	173.9	pfam00248	Aldo_ket_red	292
2930961023	397	86	376	4	268	1.2e-34	114	pfam00480	ROK	294
2930961024	31	5	30	1	23	5.3e-10	32.9	pfam00376	MerR	38
2930961025	210	1	41	31	68	1.9e-09	31.5	pfam13411	MerR_1	69
2930961026	284	23	252	7	229	3.5e-28	92.7	pfam04018	DUF368	246
2930961027	316	29	312	19	292	3.7e-35	115.5	pfam01544	CorA	292
2930961027	316	173	263	62	126	1.4e-07	25.5	pfam03564	DUF1759	148
2930961028	147	1	35	21	55	6.0e-10	33	pfam01381	HTH_3	55
2930961035	164	15	137	18	92	2.9e-08	27.9	pfam10947	DUF2628	94
2930961036	487	34	91	2	61	1.2e-09	32	pfam01938	TRAM	62
2930961036	487	295	486	170	356	3.1e-19	63	pfam05958	tRNA_U5-meth_tr	357
2930961037	216	19	162	1	137	1.2e-32	107.2	pfam00005	ABC_tran	137
2930961038	252	7	244	3	242	2.1e-82	270	pfam03649	UPF0014	242
2930961039	278	5	193	1	187	3.9e-51	167.2	pfam00106	adh_short	195
2930961040	262	6	253	1	242	2.3e-71	233.9	pfam02110	HK	246
2930961041	271	15	261	1	246	1.0e-88	290.7	pfam08543	Phos_pyr_kin	246
2930961042	217	12	198	2	179	1.4e-57	187.8	pfam02581	TMP-TENI	181
2930961043	55	23	55	1	32	5.4e-09	30.6	pfam00005	ABC_tran	137
2930961044	542	2	73	80	136	2.2e-14	48.1	pfam00005	ABC_tran	137
2930961044	542	164	383	2	193	6.6e-16	53.1	pfam12704	MacB_PCD	194
2930961044	542	416	535	3	121	1.3e-23	77.3	pfam02687	FtsX	121
2930961045	432	14	167	1	149	1.1e-25	84.3	pfam00817	IMS	150
2930961045	432	255	372	6	111	2.3e-18	60.9	pfam11799	IMS_C	118
2930961051	78	2	69	1	67	1.1e-17	57.5	pfam11148	DUF2922	67
2930961052	302	5	62	5	60	1.4e-20	66.9	pfam00126	HTH_1	60
2930961052	302	86	288	4	206	9.9e-36	116.9	pfam03466	LysR_substrate	209
2930961053	405	27	388	5	363	1.5e-37	123.5	pfam00155	Aminotran_1_2	363
2930961056	184	40	173	27	122	2.2e-17	57.1	pfam06114	DUF955	123
2930961057	350	103	200	2	90	1.4e-15	52	pfam08867	FRG	96
2930961058	456	1	378	12	384	6.7e-20	65.9	pfam13175	AAA_15	384
2930961062	126	31	89	3	61	3.5e-09	30.4	pfam12802	MarR_2	62
2930961066	213	8	190	1	184	4.0e-53	174	pfam13460	NAD_binding_10	184
2930961067	196	49	183	120	243	3.9e-14	46.5	pfam01676	Metalloenzyme	245
2930961068	419	8	81	1	71	1.0e-19	64.9	pfam01773	Nucleos_tra2_N	74
2930961068	419	198	417	1	194	4.7e-55	180.7	pfam07662	Nucleos_tra2_C	194
2930961069	437	27	398	2	386	3.7e-41	134.9	pfam00860	Xan_ur_permease	389
2930961070	304	3	293	2	302	6.1e-77	253	pfam01156	IU_nuc_hydro	304
2930961072	283	4	197	1	202	4.0e-09	31.1	pfam00149	Metallophos	204
2930961073	242	21	216	1	172	9.7e-54	175.4	pfam02527	GidB	184
2930961074	278	26	116	2	89	9.0e-27	87.2	pfam02195	ParBc	90
2930961075	255	2	178	3	177	6.8e-72	235	pfam13614	AAA_31	177
2930961076	294	30	122	4	89	4.0e-26	85.1	pfam02195	ParBc	90
2930961077	67	2	56	1	55	1.1e-34	112.1	pfam06107	DUF951	55
2930961078	366	4	208	2	97	2.4e-26	86	pfam01926	MMR_HSR1	114
2930961078	366	282	365	1	84	4.1e-41	133	pfam06071	YchF-GTPase_C	84
2930961079	243	32	240	2	206	7.5e-68	222	pfam06570	DUF1129	207
2930961081	379	12	367	1	345	0.0e+00	511.4	pfam00478	IMPDH	345
2930961082	229	3	113	1	111	1.0e-27	90.5	pfam00072	Response_reg	112
2930961082	229	150	226	3	77	2.6e-25	82.3	pfam00486	Trans_reg_C	77
