gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930950064	162	66.05	6	157	47	153	3.0e-10	34.2	COG0454	N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)	156
2930950067	158	43.38	1	147	177	317	7.8e-19	61.6	COG0760	Parvulin-like peptidyl-prolyl isomerase	320
2930950069	72	31.39	1	71	89	131	1.5e-06	22	COG5566	Transcriptional regulator, Middle operon regulator (Mor) family	137
2930950071	216	51	23	211	121	247	7.5e-27	88.6	COG0791	Cell wall-associated hydrolase, NlpC family	197
2930950072	420	98.05	4	408	5	406	7.1e-66	216.3	COG3464	Transposase	402
2930950073	497	11.59	1	85	1	62	4.0e-101	41	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930950073	497	72.71	71	497	125	513	4.0e-101	291.1	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930950074	205	98.02	1	200	4	201	9.8e-43	139.6	COG1279	Arginine exporter protein ArgO	202
2930950075	143	96.24	19	140	5	132	1.7e-28	92.7	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930950076	317	78.3	7	315	51	299	1.6e-67	221.7	COG0657	Acetyl esterase/lipase	312
2930950077	314	96.5	1	311	6	308	5.7e-54	176.7	COG1397	ADP-ribosylglycohydrolase	314
2930950078	198	90.53	15	191	10	181	1.5e-50	165.1	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2930950080	190	93.17	2	190	2	192	7.9e-40	130.2	COG4300	Cadmium resistance protein CadD, predicted permease	205
2930950081	143	32.28	5	127	106	166	4.7e-07	23.2	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2930950082	170	94.24	36	166	7	137	1.7e-22	73.1	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2930950083	546	98.61	5	546	7	572	1.6e-107	353.9	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930950084	211	69.38	1	208	13	157	4.4e-14	47.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950085	424	19.03	1	183	7	167	2.7e-55	83.2	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2930950085	424	28.01	161	417	580	816	2.7e-55	93.5	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2930950086	282	88.04	1	264	23	287	4.8e-48	157.5	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	291
2930950087	109	65.08	1	45	1	41	2.7e-07	23.5	COG4877	Uncharacterized protein	63
2930950089	187	95.7	3	186	8	185	2.5e-45	147.5	COG3575	Uncharacterized protein	184
2930950090	167	14.03	9	158	54	131	1.6e-02	7.5	COG2194	Phosphoethanolamine transferase for periplasmic glucans (OPG), alkaline phosphatase superfamily	555
2930950091	121	84.4	1	121	19	137	1.6e-24	79.8	COG2050	Acyl-coenzyme A thioesterase PaaI, contains HGG motif	141
2930950092	273	97.16	1	273	8	281	0.0e+00	437.9	COG0447	1,4-Dihydroxy-2-naphthoyl-CoA synthase	282
2930950093	477	95.95	1	476	15	559	1.4e-85	280.7	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2930950096	504	98.55	4	498	3	479	7.6e-104	341.5	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2930950097	502	98.43	1	502	8	508	0.0e+00	692.1	COG1190	Lysyl-tRNA synthetase (class II)	502
2930950098	393	48.04	199	391	8	191	2.5e-17	17.4	COG0477	MFS family permease	338
2930950098	393	72.58	5	281	2	279	2.5e-17	39.6	COG0477	MFS family permease	338
2930950101	184	65.07	1	182	13	148	9.2e-17	55.9	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950102	335	100	1	333	1	331	1.0e-64	212.4	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2930950103	196	60.29	4	185	44	169	6.0e-07	23.8	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950104	388	75.2	5	386	3	372	2.3e-33	108.9	COG0531	Amino acid transporter	466
2930950105	111	17.13	14	96	112	166	2.9e-04	13.6	COG2064	Pilus assembly protein TadC	320
2930950106	479	90.93	4	477	31	451	1.7e-115	379.4	COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	460
2930950107	503	97.5	1	502	8	475	0.0e+00	450.4	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	472
2930950113	307	97.23	1	307	5	320	4.8e-78	256.1	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930950114	428	97.37	2	427	5	411	0.0e+00	482.3	COG1301	Na+/H+-dicarboxylate symporter	415
2930950117	187	95.31	1	187	3	185	4.0e-69	225.4	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	194
2930950119	213	72.46	1	208	1	200	2.1e-17	56.3	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2930950121	213	80.77	2	155	2	106	2.4e-15	50.6	COG1396	Transcriptional regulator, contains XRE-family HTH domain	120
2930950124	480	99.16	3	480	2	471	0.0e+00	723.5	COG0362	6-phosphogluconate dehydrogenase	473
2930950125	142	87.97	4	137	14	130	1.1e-19	64.4	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930950126	145	94.84	1	144	3	149	2.9e-35	114.8	COG2153	Predicted N-acyltransferase, GNAT family	155
2930950128	495	98.56	1	492	5	483	0.0e+00	574.3	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
2930950129	273	93.73	8	273	12	250	6.1e-48	156.6	COG2746	Aminoglycoside N3'-acetyltransferase	251
2930950130	191	74.64	1	190	10	165	1.4e-16	55.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950131	475	91.23	1	448	39	475	1.7e-93	307	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930950132	280	95	1	280	8	311	2.3e-78	248.3	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2930950134	388	47.09	1	190	208	393	2.1e-26	42.5	COG2814	Predicted arabinose efflux permease, MFS family	394
2930950134	388	54.18	164	385	174	387	2.1e-26	50.2	COG2814	Predicted arabinose efflux permease, MFS family	394
2930950135	448	97.33	1	446	5	442	0.0e+00	441.8	COG2271	Sugar phosphate permease	448
2930950136	248	93.98	1	185	6	208	4.6e-24	78.9	COG0778	Nitroreductase	207
2930950137	157	89.51	2	156	3	130	4.4e-33	107.4	COG1780	Protein involved in ribonucleotide reduction	141
2930950138	506	13.64	2	78	4	76	1.1e-106	42.4	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930950138	506	68.97	62	470	151	519	1.1e-106	311.5	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930950139	477	49.35	269	477	7	195	8.2e-28	8.3	COG0477	MFS family permease	338
2930950139	477	82.25	20	303	4	318	8.2e-28	85.5	COG0477	MFS family permease	338
2930950141	257	99.25	9	255	2	267	3.9e-67	220	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930950142	322	96.71	4	322	1	323	3.8e-62	203.8	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930950143	451	97.72	4	442	2	429	5.3e-99	325.2	COG1253	Hemolysin or related protein, contains CBS domains	429
2930950145	141	94.52	1	141	8	145	3.9e-32	104.7	COG0071	Molecular chaperone IbpA, HSP20 family	146
2930950146	492	92.48	1	491	10	464	7.1e-50	163.3	COG0531	Amino acid transporter	466
2930950147	282	96.1	5	278	5	275	1.8e-97	319	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930950149	778	88.82	2	767	53	910	2.0e-128	419.5	COG0474	Magnesium-transporting ATPase (P-type)	917
2930950151	597	85.59	3	341	14	304	9.2e-45	146	COG4781	Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain	340
2930950151	597	95.57	323	572	8	266	3.1e-27	88.7	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2930950152	872	92.07	4	461	34	474	1.6e-70	230.5	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930950152	872	99.21	463	865	2	377	0.0e+00	459.4	COG1454	Alcohol dehydrogenase, class IV	377
2930950153	191	38.78	5	109	80	136	4.8e-12	39.7	COG1388	LysM repeat	124
2930950154	643	53.61	3	226	100	255	1.8e-02	6.5	COG1426	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	284
2930950156	216	25.32	32	214	4	83	5.8e-07	22.9	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	277
2930950160	183	68.42	2	179	20	162	5.4e-14	46.8	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950161	281	99.28	5	281	3	278	1.1e-110	363	COG3717	5-keto 4-deoxyuronate isomerase	278
2930950162	326	99.05	9	323	2	314	1.0e-64	212.1	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2930950163	395	98.99	2	395	2	395	0.0e+00	489.8	COG0282	Acetate kinase	396
2930950164	165	54.13	23	165	31	89	1.5e-04	12.1	COG3584	3D (Asp-Asp-Asp) domain	109
2930950165	540	99.44	1	539	3	535	6.5e-116	381.5	COG3559	Putative exporter of polyketide antibiotics	536
2930950166	297	98.04	3	296	5	304	6.7e-79	259	COG1131	ABC-type multidrug transport system, ATPase component	293
2930950167	218	88.79	7	217	25	222	8.4e-41	133.4	COG1418	HD superfamily phosphodieaserase, includes HD domain of RNase Y	222
2930950168	445	95	1	445	15	451	2.1e-82	270.5	COG0534	Na+-driven multidrug efflux pump	455
2930950169	475	99.57	2	471	2	463	0.0e+00	596.2	COG1904	Glucuronate isomerase	463
2930950170	472	96.99	10	472	10	460	4.9e-97	318.8	COG2211	Na+/melibiose symporter or related transporter	467
2930950171	831	85.46	45	763	90	759	0.0e+00	574.6	COG1501	Alpha-glucosidase, glycosyl hydrolase family GH31	772
2930950172	603	73.18	1	603	6	619	2.2e-111	366.5	COG3250	Beta-galactosidase/beta-glucuronidase	808
2930950173	545	98.31	16	535	3	468	6.9e-116	381.1	COG0246	Mannitol-1-phosphate/altronate dehydrogenases	473
2930950174	292	86.9	1	290	16	287	2.3e-41	135.5	COG2017	Galactose mutarotase or related enzyme	308
2930950175	220	89.47	2	210	2	188	5.2e-41	132.7	COG0406	Broad specificity phosphatase PhoE	208
2930950176	330	92.94	9	329	12	314	1.7e-74	243.9	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2930950177	513	98.8	1	503	3	498	0.0e+00	480.1	COG1070	Sugar (pentulose or hexulose) kinase	502
2930950178	300	99.33	1	300	1	298	6.7e-129	422.8	COG1023	6-phosphogluconate dehydrogenase (decarboxylating)	300
2930950179	233	90.95	1	220	17	227	1.3e-55	181.8	COG1802	DNA-binding transcriptional regulator, GntR family	230
2930950180	356	98.9	1	356	1	358	0.0e+00	461.1	COG1312	D-mannonate dehydratase	362
2930950181	335	99.4	4	334	1	332	2.6e-89	293.2	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930950182	492	96.99	22	486	3	453	1.5e-127	419.4	COG2211	Na+/melibiose symporter or related transporter	467
2930950184	486	99.35	2	470	2	462	0.0e+00	604.9	COG1904	Glucuronate isomerase	463
2930950185	413	91.57	7	402	26	427	9.8e-39	122.6	COG4908	Uncharacterized protein, contains a NRPS condensation (elongation) domain	439
2930950186	60	19	1	59	26	67	5.2e-04	13.2	COG4649	Uncharacterized protein	221
2930950187	464	48.04	258	462	11	194	1.7e-29	26.2	COG0477	MFS family permease	338
2930950187	464	70.23	9	278	4	272	1.7e-29	75.6	COG0477	MFS family permease	338
2930950191	167	98.71	12	167	1	153	1.5e-40	131.9	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	155
2930950192	241	94.98	1	236	10	236	1.4e-56	185.1	COG2188	DNA-binding transcriptional regulator, GntR family	236
2930950193	223	30.51	56	223	162	233	4.8e-09	28.8	COG5549	Predicted Zn-dependent protease	236
2930950194	160	98.68	10	158	1	150	2.9e-43	141	COG0782	Transcription elongation factor, GreA/GreB family	151
2930950196	251	97.98	1	248	2	244	1.6e-35	116.5	COG3279	DNA-binding response regulator, LytR/AlgR family	244
2930950197	444	27.16	50	433	256	362	1.8e-10	32.5	COG0642	Signal transduction histidine kinase	336
2930950199	246	99.25	2	244	2	267	6.9e-67	219.3	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930950200	29	40.62	1	29	37	62	2.1e-03	11.9	COG4068	Predicted nucleic acid-binding protein, contains Zn-ribbon domain	64
2930950201	295	94.18	6	288	15	289	5.2e-64	209.8	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2930950202	151	98.74	1	149	2	158	2.9e-31	102.9	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930950203	323	20.98	14	84	8	71	7.6e-44	28.5	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2930950203	323	68.85	107	322	79	288	7.6e-44	115.8	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2930950205	219	49.87	4	218	2	192	3.0e-32	105.6	COG0477	MFS family permease	338
2930950206	60	22.97	1	60	17	64	3.4e-10	34.7	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950208	602	97.75	1	597	6	570	1.9e-54	178.9	COG0747	ABC-type transport system, periplasmic component	556
2930950209	316	95.3	16	313	13	296	1.7e-75	247.2	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2930950210	319	99.37	1	319	1	316	6.2e-102	334.7	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2930950211	324	84.69	1	298	3	273	4.6e-109	358	COG4608	ABC-type oligopeptide transport system, ATPase component	309
2930950212	337	99.08	7	324	2	323	2.6e-123	404.5	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2930950213	154	85.33	1	152	7	134	1.8e-20	66.8	COG1959	DNA-binding transcriptional regulator, IscR family	150
2930950214	337	95.22	2	250	12	250	5.3e-72	235.4	COG0095	Lipoate-protein ligase A	248
2930950217	449	100	1	443	1	438	0.0e+00	607.2	COG2115	Xylose isomerase	438
2930950218	502	99.6	1	495	2	501	0.0e+00	503.2	COG1070	Sugar (pentulose or hexulose) kinase	502
2930950219	457	35.51	285	447	56	191	7.6e-44	18	COG0477	MFS family permease	338
2930950219	457	95.82	5	326	8	374	7.6e-44	139.9	COG0477	MFS family permease	338
2930950221	259	99.25	1	258	2	267	2.2e-64	211.1	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930950222	124	93.75	2	124	5	124	4.4e-35	114	COG5646	Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family	126
2930950223	853	8.62	740	853	778	851	9.3e-43	14.6	COG4485	Uncharacterized membrane protein YfhO	858
2930950223	853	64.92	5	596	9	565	9.3e-43	116.4	COG4485	Uncharacterized membrane protein YfhO	858
2930950224	173	97.48	3	152	3	157	2.8e-22	73.5	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930950225	169	75.42	7	168	40	174	9.7e-32	103.3	COG1881	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	174
2930950226	390	95.45	1	381	14	412	2.0e-77	254.5	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2930950228	207	17.52	24	204	11	175	9.0e-04	10.6	COG2409	Uncharacterized membrane protein YdfJ, MMPL/SSD domain	937
2930950229	287	96.81	5	278	7	279	2.3e-105	344.8	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930950231	177	96.49	2	177	5	169	1.8e-42	138.6	COG3153	Predicted N-acetyltransferase YhbS	171
2930950232	480	92.64	4	469	16	468	1.9e-102	336.3	COG1757	Na+/H+ antiporter NhaC	485
2930950233	357	98.08	13	350	4	310	1.9e-40	131.9	COG0679	Predicted permease	311
2930950234	333	98.78	2	333	2	324	1.4e-79	260.7	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	324
2930950235	530	97.95	1	526	3	528	5.5e-116	381.4	COG3290	Sensor histidine kinase regulating citrate/malate metabolism	537
2930950236	238	98.66	1	227	1	221	1.2e-56	185.1	COG4565	Response regulator of citrate/malate metabolism	224
2930950237	182	9.1	5	171	746	822	7.4e-02	4.7	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2930950238	209	81.46	35	209	18	162	3.7e-03	5.1	COG3617	Prophage antirepressor	176
2930950239	192	80.86	3	189	14	182	3.0e-14	46.8	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950240	218	87.55	1	217	18	242	5.7e-27	87.6	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2930950241	174	34.22	2	172	105	168	5.9e-05	16	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2930950242	287	25.49	1	18	17	29	1.9e-03	6.7	COG1998	Ribosomal protein S27AE	51
2930950242	287	29.41	12	35	13	27	1.9e-03	9.2	COG1998	Ribosomal protein S27AE	51
2930950243	486	68.82	19	361	2	321	5.7e-28	91.6	COG4640	Uncharacterized membrane protein YvbJ	465
2930950245	154	86.3	14	154	16	141	2.9e-20	66.2	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2930950247	178	98.86	2	176	2	174	3.7e-93	303.5	COG3479	Phenolic acid decarboxylase	175
2930950248	153	80.29	1	112	27	136	9.4e-18	57.6	COG1695	DNA-binding transcriptional regulator, PadR family	138
2930950249	188	40.67	1	177	18	102	1.7e-11	38.7	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950250	345	98.13	1	342	2	316	2.0e-51	168.9	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2930950251	147	95.48	1	147	6	153	2.2e-49	160.8	COG2153	Predicted N-acyltransferase, GNAT family	155
2930950252	150	85.71	5	133	15	128	1.0e-20	67.4	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930950253	139	36.1	1	136	36	148	4.8e-04	12.6	COG0679	Predicted permease	311
2930950255	188	93.17	5	187	11	201	2.2e-16	53.2	COG4300	Cadmium resistance protein CadD, predicted permease	205
2930950256	216	88.31	1	167	9	144	8.0e-32	103.3	COG1321	Mn-dependent transcriptional regulator, DtxR family	154
2930950257	145	95.6	3	145	5	156	1.5e-20	68.1	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930950258	526	97.14	24	471	4	411	2.5e-126	415.4	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2930950259	328	43.58	4	112	18	112	1.4e-38	11.2	COG0516	IMP dehydrogenase/GMP reductase	170
2930950259	328	96.33	129	327	1	210	1.4e-38	107.6	COG0516	IMP dehydrogenase/GMP reductase	170
2930950260	428	99.77	1	427	1	429	0.0e+00	631.9	COG0104	Adenylosuccinate synthase	430
2930950261	432	99.32	1	430	1	436	0.0e+00	552.2	COG0015	Adenylosuccinate lyase	438
2930950262	187	64.59	1	181	15	149	5.0e-17	56.9	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930950263	310	72.73	74	310	83	306	6.1e-31	101.1	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	299
2930950264	264	98	7	260	3	247	9.1e-29	94	COG2365	Protein tyrosine/serine phosphatase	249
2930950265	294	83.65	7	292	48	313	3.6e-46	151.5	COG0657	Acetyl esterase/lipase	312
2930950266	585	6.89	465	575	448	529	1.6e-68	27.8	COG4934	Serine protease, subtilase family	1174
2930950266	585	35.46	3	454	30	451	1.6e-68	196.7	COG4934	Serine protease, subtilase family	1174
2930950267	219	85.24	4	218	12	190	1.1e-13	44.4	COG2364	Uncharacterized membrane protein YczE	210
2930950268	209	83.61	1	207	37	240	8.9e-67	218.5	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	243
2930950270	215	88.89	1	213	8	199	5.7e-50	163.3	COG2231	Uncharacterized protein related to Endonuclease III	215
2930950271	526	81.64	3	422	5	413	0.0e+00	605.8	COG0554	Glycerol kinase	499
2930950272	344	41.37	24	340	122	224	7.6e-21	67.1	COG0791	Cell wall-associated hydrolase, NlpC family	197
2930950273	290	84.51	110	290	21	200	4.7e-41	133.4	COG4990	Uncharacterized protein YvpB	195
2930950274	740	86.33	10	399	48	407	9.7e-72	235.3	COG1472	Periplasmic beta-glucosidase and related glycosidases	397
2930950275	289	78.79	137	288	22	125	1.4e-23	76	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2930950276	663	97.51	1	662	16	681	1.4e-86	284.8	COG1874	Beta-galactosidase GanA	673
2930950277	422	49.09	236	421	5	192	3.3e-25	44.6	COG0477	MFS family permease	338
2930950277	422	70.23	14	270	8	276	3.3e-25	43	COG0477	MFS family permease	338
2930950278	444	89.84	18	444	41	429	1.5e-48	158.8	COG5520	O-Glycosyl hydrolase	433
2930950279	183	92.72	1	183	4	194	1.9e-46	151.9	COG1335	Nicotinamidase-related amidase	205
2930950280	105	70.07	2	104	7	102	1.3e-24	79.9	COG1695	DNA-binding transcriptional regulator, PadR family	138
2930950281	212	92.82	1	199	5	185	1.8e-16	52.6	COG4709	Uncharacterized membrane protein	195
2930950283	331	96	13	331	7	318	2.3e-60	197.9	COG0042	tRNA-dihydrouridine synthase	323
2930950284	399	94.97	4	394	4	381	4.1e-120	394.5	COG3007	Trans-2-enoyl-CoA reductase	398
2930950285	147	96.73	3	146	4	151	4.8e-19	62.6	COG0716	Flavodoxin	151
2930950286	174	45.5	6	173	89	174	9.9e-11	35.4	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2930950287	455	96.32	1	455	11	455	0.0e+00	576.8	COG1113	L-asparagine transporter and related permeases	462
2930950291	411	96.89	1	411	12	416	2.1e-70	228.9	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2930950292	336	98.53	1	336	4	339	1.5e-120	395.7	COG1064	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	339
2930950293	138	81.01	2	137	7	134	7.3e-23	74.8	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2930950294	309	78.03	1	299	1	245	6.3e-111	364.1	COG1125	ABC-type proline/glycine betaine transport system, ATPase component	309
2930950295	506	91.93	1	214	12	216	2.2e-70	229.7	COG1174	ABC-type proline/glycine betaine transport system, permease component	221
2930950295	506	97	203	502	10	300	9.2e-104	339.9	COG1732	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	300
2930950296	374	97.89	7	370	6	329	2.5e-78	256.9	COG0620	Methionine synthase II (cobalamin-independent)	330
2930950297	184	83.7	3	181	1	154	1.9e-38	125.5	COG0431	NAD(P)H-dependent FMN reductase	184
2930950298	164	89.47	21	156	13	131	1.2e-16	54.3	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930950299	915	95.76	1	910	35	959	0.0e+00	755.7	COG0474	Magnesium-transporting ATPase (P-type)	917
2930950301	473	98.92	7	470	2	461	0.0e+00	440.4	COG4690	Dipeptidase	464
2930950303	190	91.05	13	190	8	180	6.5e-45	146.7	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2930950305	310	97.67	2	306	3	296	3.0e-35	115.4	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2930950306	690	90.42	1	689	66	726	0.0e+00	677.8	COG2217	Cation transport ATPase	713
2930950307	148	93.6	4	129	4	120	2.4e-34	111.9	COG3682	Predicted transcriptional regulator	123
