gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2931375905	539	94.51	1	523	7	471	2.8e-104	343.3	COG0531	Amino acid transporter	466
2931375906	293	96.68	23	293	8	269	1.2e-76	252	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2931375907	444	98	1	444	2	442	0.0e+00	622.5	COG2271	Sugar phosphate permease	448
2931375909	305	80.86	139	288	25	155	5.4e-16	52.4	COG0454	N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)	156
2931375909	305	94.74	10	145	3	128	3.4e-24	79	COG1846	DNA-binding transcriptional regulator, MarR family	126
2931375910	297	67.89	6	294	17	276	7.5e-20	65.6	COG0477	MFS family permease	338
2931375911	139	30.89	1	131	264	385	3.6e-12	39.7	COG2814	Predicted arabinose efflux permease, MFS family	394
2931375914	732	99.58	88	636	1	237	7.5e-71	228.3	COG3409	Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases	185
2931375915	265	70.43	2	222	4	215	1.5e-32	107.2	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2931375916	275	77.27	144	273	24	125	2.0e-25	82.7	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2931375919	556	24.76	382	446	4	54	1.3e-29	23.4	COG3179	Predicted chitinase	206
2931375919	556	31.97	176	249	88	134	1.7e-89	51.1	COG1388	LysM repeat	124
2931375919	556	31.97	239	311	88	134	1.7e-89	51	COG1388	LysM repeat	124
2931375919	556	33.33	3	66	86	134	1.7e-89	52.5	COG1388	LysM repeat	124
2931375919	556	34.69	299	375	88	138	1.7e-89	51	COG1388	LysM repeat	124
2931375919	556	35.37	54	128	83	134	1.7e-89	51.7	COG1388	LysM repeat	124
2931375919	556	35.37	116	189	83	134	1.7e-89	51.7	COG1388	LysM repeat	124
2931375919	556	50.49	438	556	99	202	1.3e-29	71.9	COG3179	Predicted chitinase	206
2931375921	384	97.46	1	384	10	393	0.0e+00	630.8	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	394
2931375922	313	99.61	6	312	2	257	6.5e-86	282	COG3591	V8-like Glu-specific endopeptidase	251
2931375924	296	93.56	13	294	17	292	3.0e-32	106.4	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2931375925	177	74.26	1	173	10	185	8.7e-59	193.3	COG1183	Phosphatidylserine synthase	234
2931375926	162	75.48	1	161	9	165	1.2e-48	159.4	COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	208
2931375927	263	98.84	8	259	2	256	1.4e-65	214.9	COG0688	Phosphatidylserine decarboxylase	239
2931375929	446	99.26	23	446	3	405	0.0e+00	510.8	COG2312	Erythromycin esterase homolog	405
2931375930	295	78.03	2	118	25	127	6.1e-24	78	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2931375931	322	99.03	1	319	1	305	3.5e-129	424.4	COG1054	Predicted sulfurtransferase	308
2931375932	414	97.13	1	413	5	410	0.0e+00	462.6	COG1301	Na+/H+-dicarboxylate symporter	415
2931375933	631	81.41	492	631	6	132	4.0e-56	182.6	COG2190	Phosphotransferase system IIA component	156
2931375933	631	91.01	397	481	2	82	2.3e-28	91.3	COG1264	Phosphotransferase system IIB components	88
2931375933	631	98.81	1	398	2	416	0.0e+00	431.4	COG1263	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	393
2931375934	249	99.58	1	245	1	239	1.2e-78	258.1	COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	238
2931375935	235	96.65	1	231	8	238	3.3e-72	236.9	COG2188	DNA-binding transcriptional regulator, GntR family	236
2931375936	91	45.1	3	91	3	94	7.6e-25	81.6	COG5658	Uncharacterized membrane protein	204
2931375937	356	99.3	39	346	2	284	2.5e-91	300.6	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
2931375938	448	84.25	1	448	55	514	0.0e+00	535.7	COG0833	Amino acid permease	541
2931375939	315	99	4	313	1	297	6.5e-123	403.9	COG2040	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)	300
2931375941	404	90.27	2	404	3	410	0.0e+00	519.7	COG1115	Na+/alanine symporter	452
2931375942	327	98.38	9	327	6	309	8.3e-128	419.6	COG2066	Glutaminase	309
2931375943	429	26.22	280	423	334	457	1.3e-06	20.8	COG2972	Sensor histidine kinase YesM	456
2931375943	429	52.01	88	278	28	273	1.3e-06	2	COG2972	Sensor histidine kinase YesM	456
2931375944	314	66.35	1	160	1	140	1.5e-20	67.5	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2931375945	308	96.99	5	304	6	295	3.8e-73	239.9	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2931375946	488	98.75	10	488	3	475	0.0e+00	566.5	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2931375947	455	91.78	11	447	25	437	3.0e-41	135.6	COG2271	Sugar phosphate permease	448
2931375948	455	99.46	18	425	2	372	2.2e-91	300.5	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	372
2931375949	233	95.85	8	233	4	234	3.1e-55	181.3	COG2186	DNA-binding transcriptional regulator, FadR family	241
2931375950	510	12.56	39	93	176	225	0.0e+00	10.4	COG2721	Altronate dehydratase	381
2931375950	510	99.75	111	510	2	398	0.0e+00	545.2	COG2721	Altronate dehydratase	381
2931375951	306	97.55	3	304	4	322	8.6e-69	226.2	COG3173	Predicted  kinase, aminoglycoside phosphotransferase (APT) family	321
