gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2930947535	152	1	47	1	47	1.1e-20	66.7	pfam01281	Ribosomal_L9_N	47
2930947535	152	63	149	1	86	1.3e-30	99.4	pfam03948	Ribosomal_L9_C	86
2930947537	462	10	112	2	103	5.3e-38	123	pfam00772	DnaB	103
2930947537	462	186	454	1	255	9.1e-112	366.1	pfam03796	DnaB_C	256
2930947538	176	1	152	1	145	1.1e-21	70.9	pfam03358	FMN_red	155
2930947539	391	239	389	34	176	1.0e-16	54.5	pfam07690	MFS_1	353
2930947542	536	72	458	2	375	5.9e-68	223.1	pfam00496	SBP_bac_5	377
2930947544	333	56	180	106	158	5.4e-09	29.7	pfam00413	Peptidase_M10	158
2930947546	238	5	114	1	112	3.5e-34	111.1	pfam00072	Response_reg	112
2930947546	238	154	230	2	77	9.0e-29	93.1	pfam00486	Trans_reg_C	77
2930947547	618	186	254	4	67	1.0e-17	57.9	pfam00672	HAMP	69
2930947547	618	264	368	2	63	2.3e-10	34.2	pfam00989	PAS	113
2930947547	618	377	444	2	64	3.9e-21	68.6	pfam00512	HisKA	64
2930947547	618	495	607	2	109	2.7e-30	98.9	pfam02518	HATPase_c	111
2930947548	433	3	433	6	428	3.0e-37	122.2	pfam07435	YycH	438
2930947549	284	33	262	5	230	5.7e-64	209.5	pfam09648	YycI	230
2930947550	275	34	229	2	192	3.4e-20	66	pfam12706	Lactamase_B_2	201
2930947551	447	144	290	1	150	1.9e-31	103.6	pfam13365	Trypsin_2	150
2930947551	447	332	429	1	82	8.8e-21	67.8	pfam13180	PDZ_2	82
2930947552	159	1	158	1	154	1.1e-58	191.3	pfam02590	SPOUT_MTase	154
2930947556	627	67	328	2	204	1.0e-09	32.9	pfam00149	Metallophos	204
2930947556	627	405	569	2	157	6.0e-37	121	pfam02872	5_nucleotid_C	158
2930947557	162	28	155	18	113	5.0e-18	59	pfam13673	Acetyltransf_10	127
2930947559	307	2	45	2	43	2.2e-14	46.7	pfam13936	HTH_38	44
2930947559	307	152	263	6	117	3.0e-12	40.5	pfam00665	rve	119
2930947560	341	2	63	1	60	1.7e-06	22.2	pfam13443	HTH_26	63
2930947560	341	74	323	1	260	1.7e-68	224.7	pfam02086	MethyltransfD12	260
2930947561	598	45	117	1	60	2.1e-13	43.8	pfam05598	DUF772	73
2930947561	598	254	508	4	214	2.9e-28	92.6	pfam01609	DDE_Tnp_1	214
2930947563	309	2	42	5	43	1.3e-10	34.6	pfam13936	HTH_38	44
2930947563	309	154	260	10	116	9.9e-18	58.2	pfam00665	rve	119
2930947564	254	18	227	1	210	1.4e-68	224.6	pfam07859	Abhydrolase_3	211
2930947565	314	9	288	5	280	1.2e-49	163.2	pfam03747	ADP_ribosyl_GH	291
2930947566	198	9	58	2	53	1.5e-10	34.9	pfam12464	Mac	53
2930947566	198	130	165	2	36	6.6e-11	35.3	pfam00132	Hexapep	36
2930947568	190	13	190	2	181	7.9e-26	84.8	pfam03596	Cad	192
2930947569	143	10	135	11	111	2.0e-12	40.9	pfam13673	Acetyltransf_10	127
2930947570	117	1	109	9	117	3.4e-22	72.6	pfam04138	GtrA	117
2930947572	546	80	466	3	375	6.2e-76	249.4	pfam00496	SBP_bac_5	377
2930947573	211	12	58	1	45	1.4e-15	50.6	pfam00440	TetR_N	47
2930947574	424	16	413	4	341	6.3e-14	45.4	pfam12698	ABC2_membrane_3	345
2930947575	282	5	176	2	178	4.7e-29	95.3	pfam01145	Band_7	178
2930947576	109	2	40	15	51	7.7e-08	25.8	pfam05534	HicB	51
2930947578	187	22	184	3	158	9.2e-50	162.3	pfam06042	NTP_transf_6	159
2930947579	167	14	72	2	57	7.6e-14	45.2	pfam11391	DUF2798	59
2930947579	167	91	150	1	57	3.9e-07	23.8	pfam11391	DUF2798	59
2930947580	121	34	111	1	76	9.2e-15	48.5	pfam03061	4HBT	79
2930947581	273	18	269	3	250	3.2e-79	259.4	pfam00378	ECH_1	251
2930947582	477	5	380	3	422	3.6e-76	250	pfam00501	AMP-binding	423
2930947582	477	388	461	2	74	8.4e-18	58.9	pfam13193	AMP-binding_C	74
2930947583	180	11	158	1	145	2.5e-23	76.5	pfam06496	DUF1097	147
2930947585	504	109	323	2	191	3.2e-33	109	pfam08245	Mur_ligase_M	192
2930947585	504	342	429	1	90	3.5e-18	59.4	pfam02875	Mur_ligase_C	91
2930947586	502	67	144	1	75	2.4e-15	50	pfam01336	tRNA_anti-codon	76
2930947586	502	160	499	3	313	4.6e-79	259.3	pfam00152	tRNA-synt_2	314
2930947587	393	11	325	1	326	2.0e-17	56.8	pfam07690	MFS_1	353
2930947590	184	22	55	18	47	2.0e-09	30.9	pfam00440	TetR_N	47
2930947591	335	27	97	1	61	3.0e-09	30.5	pfam08240	ADH_N	109
2930947591	335	187	331	2	134	2.7e-21	70.7	pfam13602	ADH_zinc_N_2	134
2930947593	501	18	460	3	425	2.5e-63	208	pfam13520	AA_permease_2	425
2930947594	479	37	394	26	373	9.5e-58	189.3	pfam00282	Pyridoxal_deC	375
2930947595	503	10	332	1	314	1.3e-109	359.5	pfam00749	tRNA-synt_1c	314
2930947600	428	11	406	1	389	3.3e-119	392	pfam00375	SDF	390
2930947603	187	4	134	1	122	2.3e-34	111.7	pfam00578	AhpC-TSA	124
2930947603	187	154	185	2	28	3.6e-08	26.9	pfam10417	1-cysPrx_C	40
2930947605	213	7	190	1	184	4.6e-40	131.1	pfam13460	NAD_binding_10	184
2930947608	104	7	61	1	55	3.7e-13	43.1	pfam01381	HTH_3	55
2930947611	480	7	177	1	158	1.2e-52	171.9	pfam03446	NAD_binding_2	158
2930947611	480	182	476	1	289	1.5e-126	415.3	pfam00393	6PGD	289
2930947612	142	28	85	1	57	3.0e-11	36.8	pfam01047	MarR	59
2930947613	146	13	143	6	125	3.8e-21	69	pfam13673	Acetyltransf_10	127
2930947614	495	10	192	2	177	4.0e-62	203.7	pfam00479	G6PD_N	177
2930947614	495	194	490	2	288	9.7e-102	333.7	pfam02781	G6PD_C	289
2930947615	274	34	265	1	220	5.0e-65	213	pfam02522	Antibiotic_NAT	221
2930947616	280	15	280	1	290	2.4e-61	201.1	pfam00248	Aldo_ket_red	292
2930947618	388	209	388	2	175	2.3e-20	66.4	pfam07690	MFS_1	353
2930947619	448	31	396	2	347	6.1e-37	121	pfam07690	MFS_1	353
2930947620	248	8	163	4	170	4.5e-18	59.5	pfam00881	Nitroreductase	170
2930947621	157	6	144	1	119	2.1e-40	131.3	pfam07972	Flavodoxin_NdrI	120
2930947622	506	20	74	6	43	7.2e-08	26.7	pfam00005	ABC_tran	137
2930947622	506	284	410	1	137	1.3e-20	68	pfam00005	ABC_tran	137
2930947623	477	29	421	2	352	1.8e-35	116.1	pfam07690	MFS_1	353
2930947625	257	14	208	1	193	4.3e-58	189.6	pfam00106	adh_short	195
2930947626	322	5	51	1	45	1.8e-16	53.4	pfam00356	LacI	46
2930947626	322	62	235	3	140	2.6e-12	40.4	pfam00532	Peripla_BP_1	279
2930947627	451	10	208	1	174	1.1e-42	139.3	pfam01595	DUF21	176
2930947627	451	222	282	2	53	2.7e-09	31.1	pfam00571	CBS	57
2930947627	451	287	344	7	55	5.7e-09	30.1	pfam00571	CBS	57
2930947627	451	359	439	2	80	1.3e-11	38.1	pfam03471	CorC_HlyC	81
2930947629	141	39	141	1	100	7.8e-24	77.5	pfam00011	HSP20	101
2930947631	118	2	102	183	256	1.0e-10	34.4	pfam00324	AA_permease	479
2930947632	205	2	197	260	418	3.4e-11	36.2	pfam13520	AA_permease_2	425
2930947633	282	20	264	2	290	5.5e-52	170.3	pfam00248	Aldo_ket_red	292
2930947635	778	69	290	2	221	4.0e-54	176.9	pfam00122	E1-E2_ATPase	221
2930947635	778	295	545	1	210	7.7e-28	91.8	pfam00702	Hydrolase	210
2930947636	174	20	116	1	105	5.7e-31	100.4	pfam08876	DUF1836	105
2930947637	603	17	330	8	319	5.1e-93	305	pfam10110	GPDPase_memb	320
2930947637	603	353	571	1	256	3.7e-17	56.5	pfam03009	GDPD	259
2930947638	872	4	300	28	292	8.2e-24	77.5	pfam00171	Aldedh	462
2930947638	872	469	857	3	362	3.8e-115	378.2	pfam00465	Fe-ADH	364
2930947639	191	34	76	2	44	2.2e-14	47	pfam01476	LysM	44
2930947640	257	2	42	5	43	3.1e-09	30.2	pfam13936	HTH_38	44
2930947640	257	154	257	10	113	3.6e-17	56.4	pfam00665	rve	119
2930947641	920	441	514	1	60	2.1e-05	19.2	pfam06458	MucBP	63
2930947641	920	521	591	3	63	2.4e-10	35.1	pfam06458	MucBP	63
2930947641	920	596	655	3	61	2.4e-07	25.5	pfam06458	MucBP	63
2930947641	920	660	722	3	63	8.5e-09	30.1	pfam06458	MucBP	63
2930947641	920	736	798	1	62	4.5e-15	50.2	pfam06458	MucBP	63
2930947642	216	34	77	2	44	1.8e-12	40.9	pfam01476	LysM	44
2930947646	183	16	60	7	44	1.3e-09	31.5	pfam00440	TetR_N	47
2930947647	281	29	279	32	257	8.6e-28	91	pfam04962	KduI	261
2930947648	326	8	312	3	301	5.8e-57	186.9	pfam00294	PfkB	302
2930947649	395	3	388	1	390	0.0e+00	445.9	pfam00871	Acetate_kinase	390
2930947652	297	22	161	1	137	4.5e-27	88.9	pfam00005	ABC_tran	137
2930947653	218	25	129	2	121	1.2e-08	28.9	pfam01966	HD	122
2930947654	423	1	160	7	160	2.2e-27	89.4	pfam01554	MatE	161
2930947654	423	221	374	1	140	1.2e-16	54.4	pfam01554	MatE	161
2930947655	475	1	469	3	464	0.0e+00	677.7	pfam02614	UxaC	464
2930947656	472	22	449	1	427	1.8e-85	280.7	pfam13347	MFS_2	427
2930947657	831	12	120	4	93	5.3e-16	52.5	pfam16338	DUF4968	94
2930947657	831	142	211	2	66	2.5e-20	66.3	pfam13802	Gal_mutarotas_2	66
2930947657	831	236	682	1	435	1.8e-123	406.6	pfam01055	Glyco_hydro_31	435
2930947657	831	698	765	4	63	4.3e-13	43.1	pfam17137	DUF5110	72
2930947658	588	12	180	3	169	1.2e-21	71	pfam02837	Glyco_hydro_2_N	169
2930947658	588	182	276	2	110	4.5e-13	43.6	pfam00703	Glyco_hydro_2	110
2930947658	588	278	557	1	261	1.3e-64	211.8	pfam02836	Glyco_hydro_2_C	302
2930947659	545	38	203	2	150	1.2e-12	41.9	pfam01232	Mannitol_dh	151
2930947659	545	239	510	1	242	7.3e-31	101.1	pfam08125	Mannitol_dh_C	246
2930947660	292	1	266	3	281	9.3e-30	97.6	pfam01263	Aldose_epim	301
2930947661	220	6	213	3	159	2.5e-35	115.6	pfam00300	His_Phos_1	194
2930947662	330	6	325	11	129	1.3e-19	63.9	pfam00389	2-Hacid_dh	134
2930947662	330	116	294	3	177	4.7e-52	169.6	pfam02826	2-Hacid_dh_C	178
2930947663	513	3	247	1	245	8.4e-67	218.9	pfam00370	FGGY_N	245
2930947663	513	256	452	2	196	1.4e-36	119.8	pfam02782	FGGY_C	198
2930947664	300	2	167	1	151	5.4e-40	130.8	pfam03446	NAD_binding_2	158
2930947664	300	169	299	1	117	5.2e-25	82	pfam00393	6PGD	289
2930947665	233	7	69	3	64	2.7e-18	59.1	pfam00392	GntR	64
2930947665	233	81	204	5	124	7.9e-23	74.9	pfam07729	FCD	125
2930947666	356	1	354	1	350	0.0e+00	507.2	pfam03786	UxuA	350
2930947667	335	5	50	1	46	4.5e-17	55.3	pfam00356	LacI	46
2930947667	335	169	330	2	164	1.2e-33	110.4	pfam13377	Peripla_BP_3	164
2930947668	492	37	467	1	427	1.1e-93	307.7	pfam13347	MFS_2	427
2930947669	526	29	506	1	476	0.0e+00	614.3	pfam16257	UxaE	476
2930947670	486	1	468	2	464	0.0e+00	703.9	pfam02614	UxaC	464
2930947671	413	84	294	125	283	4.8e-08	25.7	pfam00668	Condensation	457
2930947673	464	18	410	1	352	3.5e-44	144.8	pfam07690	MFS_1	353
2930947674	140	1	129	1	130	4.9e-52	169.1	pfam11683	DUF3278	130
2930947677	167	32	157	12	121	5.8e-22	71.8	pfam04073	tRNA_edit	123
2930947678	241	5	67	2	64	1.1e-17	57.2	pfam00392	GntR	64
2930947678	241	93	230	2	136	2.6e-31	102	pfam07702	UTRA	141
2930947679	223	72	223	63	157	7.1e-15	48.9	pfam00413	Peptidase_M10	158
2930947680	160	8	77	2	71	1.7e-22	73.1	pfam03449	GreA_GreB_N	71
2930947680	160	80	157	3	75	5.7e-25	80.8	pfam01272	GreA_GreB	77
2930947682	251	4	125	1	111	1.1e-12	41.8	pfam00072	Response_reg	112
2930947682	251	152	246	4	97	1.2e-15	51.3	pfam04397	LytTR	98
2930947683	444	329	435	1	99	4.4e-12	39.5	pfam14501	HATPase_c_5	101
2930947685	246	11	244	4	234	3.3e-68	223.4	pfam13561	adh_short_C2	234
2930947687	295	92	241	1	161	2.6e-27	89.6	pfam00849	PseudoU_synth_2	161
2930947688	151	4	146	2	141	1.2e-32	107.1	pfam00582	Usp	141
2930947689	342	7	170	195	352	5.8e-13	42.1	pfam07690	MFS_1	353
2930947690	219	11	214	3	172	1.1e-32	106.9	pfam07690	MFS_1	353
2930947691	60	16	60	8	47	1.0e-06	22.2	pfam00440	TetR_N	47
2930947693	602	106	521	6	368	2.5e-58	191.4	pfam00496	SBP_bac_5	377
2930947694	316	30	84	4	42	2.0e-07	24.7	pfam12911	OppC_N	51
2930947694	316	125	308	1	181	3.9e-28	92.1	pfam00528	BPD_transp_1	185
2930947695	319	113	318	2	184	4.3e-44	144.1	pfam00528	BPD_transp_1	185
2930947696	324	30	182	2	136	5.1e-33	108.2	pfam00005	ABC_tran	137
2930947696	324	233	288	1	36	8.4e-08	26.4	pfam08352	oligo_HPY	65
2930947697	337	27	186	2	136	7.3e-32	104.4	pfam00005	ABC_tran	137
2930947697	337	237	298	1	57	6.1e-15	49.2	pfam08352	oligo_HPY	65
2930947698	154	1	80	6	81	6.0e-20	65.1	pfam02082	Rrf2	83
2930947699	337	38	155	9	131	6.8e-12	39.1	pfam03099	BPL_LplA_LipB	131
2930947699	337	251	335	1	85	3.8e-29	94.3	pfam10437	Lip_prot_lig_C	85
2930947703	502	4	247	1	245	9.5e-69	225.3	pfam00370	FGGY_N	245
2930947703	502	256	443	3	196	1.2e-34	113.5	pfam02782	FGGY_C	198
2930947704	457	9	442	3	450	1.8e-120	396.5	pfam00083	Sugar_tr	452
2930947706	259	10	257	4	233	5.7e-58	189.9	pfam13561	adh_short_C2	234
2930947707	124	17	112	2	83	2.2e-14	47.5	pfam08818	DUF1801	84
2930947708	853	17	837	2	838	0.0e+00	685.9	pfam09586	YfhO	839
2930947709	173	5	149	1	141	9.4e-28	91.2	pfam00582	Usp	141
2930947710	169	11	166	7	130	5.1e-29	94.9	pfam01161	PBP	132
2930947711	393	70	381	2	205	2.0e-39	129.1	pfam01546	Peptidase_M20	207
2930947711	393	176	284	2	105	1.9e-15	50.4	pfam07687	M20_dimer	109
2930947712	251	131	206	3	78	1.9e-18	60	pfam07885	Ion_trans_2	79
2930947714	287	18	263	2	290	1.2e-50	165.9	pfam00248	Aldo_ket_red	292
2930947716	177	13	128	24	97	2.8e-10	34.2	pfam00583	Acetyltransf_1	117
2930947717	480	164	457	1	303	1.3e-47	156.1	pfam03553	Na_H_antiporter	303
2930947718	357	15	169	2	150	4.7e-18	58.3	pfam03547	Mem_trans	387
2930947719	293	2	229	6	103	5.2e-23	74.9	pfam00389	2-Hacid_dh	134
2930947719	293	110	258	3	133	4.6e-34	111	pfam02826	2-Hacid_dh_C	178
2930947721	530	37	176	7	137	4.4e-21	69.2	pfam17203	sCache_3_2	140
2930947721	530	218	280	8	48	1.4e-06	21.9	pfam13188	PAS_8	67
2930947721	530	318	375	6	54	1.0e-14	47.7	pfam14689	SPOB_a	62
2930947721	530	419	528	8	108	7.9e-16	52.4	pfam02518	HATPase_c	111
2930947722	238	3	117	1	110	1.6e-22	73.5	pfam00072	Response_reg	112
2930947722	238	131	162	1	30	3.2e-07	24.4	pfam12431	CitT	30
2930947723	448	11	430	8	343	1.8e-15	50.5	pfam12698	ABC2_membrane_3	345
2930947724	192	17	63	2	45	7.7e-10	32.2	pfam00440	TetR_N	47
2930947724	192	85	163	3	77	8.5e-11	35.8	pfam14278	TetR_C_8	77
2930947725	218	2	213	15	238	1.1e-23	77.7	pfam00563	EAL	238
2930947727	287	7	29	1	23	2.0e-12	40.2	pfam13240	zinc_ribbon_2	23
2930947728	486	18	43	3	26	1.6e-10	33.8	pfam13248	zf-ribbon_3	26
2930947730	154	18	145	5	128	4.8e-18	59.2	pfam00293	NUDIX	131
2930947732	178	8	166	1	157	1.2e-78	255.9	pfam05870	PA_decarbox	158
2930947733	153	1	61	15	73	2.8e-14	46.6	pfam03551	PadR	75
2930947733	153	73	153	1	73	4.8e-20	65.8	pfam10400	Vir_act_alpha_C	77
2930947734	188	18	64	4	44	5.3e-08	26.3	pfam00440	TetR_N	47
2930947735	345	7	251	1	232	1.7e-24	80.2	pfam01370	Epimerase	241
2930947736	147	7	144	28	125	1.7e-16	54	pfam13673	Acetyltransf_10	127
2930947737	150	28	86	1	58	4.7e-14	45.8	pfam01047	MarR	59
2930947740	188	10	186	3	190	1.5e-16	54.5	pfam03596	Cad	192
2930947741	216	2	58	9	60	8.4e-09	29.3	pfam01325	Fe_dep_repress	60
2930947741	216	61	130	1	67	2.4e-16	53.3	pfam02742	Fe_dep_repr_C	70
2930947742	145	7	145	3	141	5.9e-24	78.9	pfam00582	Usp	141
2930947743	317	59	293	1	223	2.6e-77	253.8	pfam01566	Nramp	358
2930947744	209	4	126	250	356	4.4e-34	111.6	pfam01566	Nramp	358
2930947745	328	6	324	3	327	1.6e-68	224.9	pfam00478	IMPDH	345
2930947746	428	4	420	1	418	0.0e+00	599.1	pfam00709	Adenylsucc_synt	419
2930947747	432	3	286	6	311	1.4e-62	205.5	pfam00206	Lyase_1	312
2930947747	432	350	428	1	72	4.7e-24	78.5	pfam10397	ADSL_C	73
2930947748	187	7	53	3	46	6.5e-10	32.4	pfam00440	TetR_N	47
2930947749	310	86	214	2	106	1.5e-13	44.2	pfam12146	Hydrolase_4	239
2930947750	264	7	264	2	231	4.1e-66	216.9	pfam13350	Y_phosphatase3	232
2930947751	294	69	271	1	210	1.1e-40	133.4	pfam07859	Abhydrolase_3	211
2930947752	613	41	180	5	141	1.4e-23	77.5	pfam09286	Pro-kuma_activ	142
2930947752	613	257	589	84	276	2.2e-07	24.1	pfam00082	Peptidase_S8	298
2930947754	209	1	182	35	216	7.1e-59	192.8	pfam07722	Peptidase_C26	216
2930947756	215	35	177	2	96	1.7e-12	41.5	pfam00730	HhH-GPD	108
2930947757	526	9	256	1	245	2.1e-82	270	pfam00370	FGGY_N	245
2930947757	526	265	417	2	158	2.9e-39	128.5	pfam02782	FGGY_C	198
2930947758	344	130	180	24	57	4.7e-09	30.1	pfam01471	PG_binding_1	57
2930947758	344	221	341	1	94	6.8e-14	45.5	pfam00877	NLPC_P60	105
2930947759	290	47	128	2	74	7.8e-15	49	pfam13457	SH3_8	76
2930947759	290	134	264	1	144	4.1e-34	111.9	pfam13529	Peptidase_C39_2	144
2930947761	67	1	67	107	165	1.1e-22	74.8	pfam00857	Isochorismatase	175
2930947762	126	4	85	2	75	4.7e-09	30.3	pfam00857	Isochorismatase	175
2930947763	105	14	83	1	75	2.2e-20	66.1	pfam03551	PadR	75
2930947764	212	1	196	4	153	2.6e-12	40.3	pfam08006	DUF1700	181
2930947765	324	55	323	2	250	1.1e-51	169.3	pfam13349	DUF4097	251
2930947766	331	23	331	2	302	2.1e-46	152.1	pfam01207	Dus	310
2930947767	400	6	83	3	78	1.8e-24	79.1	pfam12242	Eno-Rase_NADH_b	79
2930947767	400	85	322	2	236	5.3e-89	291.2	pfam12241	Enoyl_reductase	236
2930947767	400	328	390	1	58	1.1e-17	58	pfam07055	Eno-Rase_FAD_bd	64
2930947768	147	7	137	1	134	1.4e-19	64.4	pfam00258	Flavodoxin_1	143
2930947769	174	15	149	31	117	1.7e-11	38.1	pfam00583	Acetyltransf_1	117
2930947770	455	9	454	2	465	8.8e-99	324.8	pfam00324	AA_permease	479
2930947772	199	26	198	44	212	4.6e-22	72.7	pfam13731	WxL	212
2930947774	411	64	408	2	206	2.6e-37	122.2	pfam01546	Peptidase_M20	207
2930947774	411	203	313	2	108	1.6e-19	63.6	pfam07687	M20_dimer	109
2930947775	336	26	133	2	109	1.5e-33	108.7	pfam08240	ADH_N	109
2930947775	336	174	301	1	129	2.4e-26	85.9	pfam00107	ADH_zinc_N	130
2930947776	138	2	49	2	48	5.1e-16	51.7	pfam13412	HTH_24	48
2930947777	341	11	54	2	44	2.4e-16	53	pfam13936	HTH_38	44
2930947777	341	189	299	3	117	4.0e-13	43.3	pfam00665	rve	119
2930947778	309	17	164	1	136	5.9e-35	114.5	pfam00005	ABC_tran	137
2930947779	506	30	211	5	180	1.9e-24	80.1	pfam00528	BPD_transp_1	185
2930947779	506	234	501	2	256	1.6e-61	201.8	pfam04069	OpuAC	257
2930947780	374	12	369	6	311	1.7e-14	47.5	pfam01717	Meth_synt_2	324
2930947781	184	3	148	2	145	3.2e-32	105.1	pfam03358	FMN_red	155
2930947782	164	46	104	3	61	4.4e-10	33.1	pfam12802	MarR_2	62
2930947783	915	27	94	2	68	8.9e-20	63.9	pfam00690	Cation_ATPase_N	69
2930947783	915	104	339	1	221	2.6e-61	200.4	pfam00122	E1-E2_ATPase	221
2930947783	915	344	657	3	210	2.6e-25	83.6	pfam00702	Hydrolase	210
2930947783	915	727	899	2	182	1.1e-35	116.6	pfam00689	Cation_ATPase_C	182
2930947785	473	7	409	2	399	0.0e+00	507.8	pfam03577	Peptidase_C69	402
2930947787	190	7	58	1	53	5.0e-13	42.8	pfam12464	Mac	53
2930947787	190	130	165	2	36	3.7e-11	36.1	pfam00132	Hexapep	36
2930947788	215	4	87	1	83	9.6e-22	71.1	pfam07299	EF-G-binding_N	83
2930947788	215	96	209	13	122	1.4e-11	37.8	pfam16571	FBP_C	155
2930947789	211	56	167	6	117	2.2e-11	37.7	pfam00665	rve	119
2930947790	85	2	45	2	43	4.9e-16	52	pfam13936	HTH_38	44
2930947792	310	7	148	2	137	1.1e-18	61.4	pfam00892	EamA	137
2930947792	310	160	294	5	136	7.4e-19	62	pfam00892	EamA	137
2930947793	690	150	370	2	221	1.2e-57	188.4	pfam00122	E1-E2_ATPase	221
2930947793	690	375	590	3	210	1.5e-36	120.3	pfam00702	Hydrolase	210
2930947794	148	10	124	1	114	5.2e-36	117.2	pfam03965	Penicillinase_R	115
2930947795	423	28	285	8	240	6.6e-60	196.2	pfam00768	Peptidase_S11	241
2930947796	281	18	272	1	290	5.9e-45	147.3	pfam00248	Aldo_ket_red	292
2930947797	641	98	319	2	221	6.1e-68	222.1	pfam00122	E1-E2_ATPase	221
2930947797	641	324	535	1	210	7.7e-49	160.5	pfam00702	Hydrolase	210
2930947798	123	11	122	3	104	1.4e-22	73.5	pfam13473	Cupredoxin_1	104
2930947800	282	115	242	4	123	4.3e-29	94.7	pfam01522	Polysacc_deac_1	124
2930947801	274	8	98	4	83	1.4e-10	35.2	pfam13495	Phage_int_SAM_4	85
2930947802	347	14	336	2	327	9.0e-70	229.2	pfam00962	A_deaminase	328
2930947803	646	24	359	3	331	5.0e-25	81.9	pfam01757	Acyl_transf_3	340
2930947805	564	3	532	2	496	0.0e+00	576.2	pfam06100	MCRA	496
2930947806	420	40	86	4	47	3.2e-12	40.6	pfam14690	zf-ISL3	47
2930947806	420	92	143	1	49	2.4e-10	33.5	pfam13542	HTH_Tnp_ISL3	52
2930947806	420	157	404	1	240	6.3e-65	212.9	pfam01610	DDE_Tnp_ISL3	240
2930947807	194	33	107	1	69	1.4e-14	47.6	pfam00717	Peptidase_S24	70
2930947808	130	1	106	2	92	4.7e-16	52.3	pfam00383	dCMP_cyt_deam_1	101
2930947810	181	42	101	4	58	2.2e-09	30.9	pfam01047	MarR	59
2930947811	443	14	429	1	424	1.1e-70	232	pfam13347	MFS_2	427
2930947812	173	23	157	1	134	3.2e-55	179.9	pfam07274	DUF1440	135
2930947813	758	468	674	1	137	7.9e-14	46	pfam00005	ABC_tran	137
2930947814	129	38	118	1	82	3.2e-28	91.4	pfam14552	Tautomerase_2	82
2930947817	220	35	218	1	184	1.7e-24	80.2	pfam00528	BPD_transp_1	185
2930947818	310	35	301	1	257	5.2e-58	190.3	pfam04069	OpuAC	257
2930947819	208	18	208	1	182	1.4e-22	74	pfam00528	BPD_transp_1	185
2930947820	401	19	165	2	136	3.0e-35	115.4	pfam00005	ABC_tran	137
2930947820	401	252	305	1	51	3.8e-10	33.8	pfam00571	CBS	57
2930947820	401	312	368	2	53	2.7e-10	34.3	pfam00571	CBS	57
2930947822	409	18	252	1	238	1.1e-33	110.2	pfam07690	MFS_1	353
