gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930947561	598	95.06	1	155	7	160	7.8e-25	78.5	COG3666	Transposase	161
2930947563	309	97.54	1	308	7	323	7.5e-76	248.9	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930947564	254	72.33	2	252	70	299	2.0e-65	214.8	COG0657	Acetyl esterase/lipase	312
2930947565	314	96.5	1	311	6	308	5.5e-54	176.7	COG1397	ADP-ribosylglycohydrolase	314
2930947566	198	90.53	15	191	10	181	1.5e-50	165.1	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2930947568	190	93.17	2	190	2	192	7.7e-40	130.2	COG4300	Cadmium resistance protein CadD, predicted permease	205
2930947569	143	32.28	5	127	106	166	4.5e-07	23.2	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2930947570	117	82.73	1	113	23	137	1.8e-18	60.2	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2930947572	546	98.78	5	546	6	572	1.6e-107	353.8	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930947573	211	68.42	1	205	13	155	8.2e-14	46.2	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930947574	424	19.27	1	168	5	167	3.3e-55	81.1	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2930947574	424	28.13	157	417	579	816	3.3e-55	96.5	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2930947575	282	88.04	1	264	23	287	9.2e-48	156.5	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	291
2930947576	109	65.08	1	45	1	41	2.6e-07	23.5	COG4877	Uncharacterized protein	63
2930947578	187	95.7	3	186	8	185	2.5e-45	147.4	COG3575	Uncharacterized protein	184
2930947579	167	14.03	9	158	54	131	1.5e-02	7.5	COG2194	Phosphoethanolamine transferase for periplasmic glucans (OPG), alkaline phosphatase superfamily	555
2930947580	121	84.4	1	121	19	137	1.5e-24	79.8	COG2050	Acyl-coenzyme A thioesterase PaaI, contains HGG motif	141
2930947581	273	96.81	1	273	9	281	0.0e+00	436.8	COG0447	1,4-Dihydroxy-2-naphthoyl-CoA synthase	282
2930947582	477	95.6	1	473	15	557	8.4e-90	294.1	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2930947585	504	98.55	4	498	3	479	5.9e-104	341.8	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2930947586	502	98.43	1	502	8	508	0.0e+00	692.1	COG1190	Lysyl-tRNA synthetase (class II)	502
2930947587	393	47.52	201	390	8	189	5.3e-17	17.9	COG0477	MFS family permease	338
2930947587	393	71.02	4	268	2	273	5.3e-17	39.9	COG0477	MFS family permease	338
2930947590	184	65.07	1	182	13	148	9.0e-17	55.9	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930947591	335	100	1	333	1	331	5.4e-64	210	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2930947592	196	74.64	1	185	14	169	1.5e-08	29.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930947593	501	94.72	5	492	3	468	3.8e-39	127.9	COG0531	Amino acid transporter	466
2930947594	479	90.93	4	477	31	451	1.6e-115	379.4	COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	460
2930947595	503	97.92	1	502	8	477	0.0e+00	451.2	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	472
2930947600	428	97.37	2	427	5	411	0.0e+00	482.3	COG1301	Na+/H+-dicarboxylate symporter	415
2930947603	187	95.31	1	187	3	185	3.9e-69	225.4	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	194
2930947605	213	72.46	1	205	1	200	3.5e-16	52.1	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2930947608	104	73.08	2	103	2	96	7.8e-15	49.3	COG1396	Transcriptional regulator, contains XRE-family HTH domain	120
2930947611	480	99.16	3	480	2	471	0.0e+00	723.6	COG0362	6-phosphogluconate dehydrogenase	473
2930947612	142	87.97	4	137	14	130	2.1e-19	63.4	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930947613	146	94.84	1	145	4	150	2.7e-35	114.9	COG2153	Predicted N-acyltransferase, GNAT family	155
2930947614	495	98.56	1	492	5	483	0.0e+00	575.4	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
2930947615	274	93.33	8	272	12	249	9.7e-49	159.1	COG2746	Aminoglycoside N3'-acetyltransferase	251
2930947616	280	95.62	1	280	6	311	1.0e-78	249.4	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2930947618	388	47.85	1	190	205	393	2.4e-26	42.6	COG2814	Predicted arabinose efflux permease, MFS family	394
2930947618	388	54.68	163	385	172	387	2.4e-26	49.8	COG2814	Predicted arabinose efflux permease, MFS family	394
2930947619	448	97.33	1	446	5	442	0.0e+00	441.8	COG2271	Sugar phosphate permease	448
2930947620	248	93.98	1	185	6	208	4.4e-24	78.9	COG0778	Nitroreductase	207
2930947621	157	89.51	2	156	3	130	4.3e-33	107.4	COG1780	Protein involved in ribonucleotide reduction	141
2930947622	506	13.64	2	78	4	76	1.1e-106	42.4	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930947622	506	68.97	62	470	151	519	1.1e-106	311.5	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930947623	477	49.35	269	477	7	195	8.0e-28	8.3	COG0477	MFS family permease	338
2930947623	477	82.25	20	303	4	318	8.0e-28	85.5	COG0477	MFS family permease	338
2930947625	257	99.25	9	255	2	267	3.8e-67	220	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930947626	322	96.71	4	322	1	323	3.7e-62	203.8	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930947627	451	97.72	4	442	2	429	2.5e-99	326.2	COG1253	Hemolysin or related protein, contains CBS domains	429
2930947629	141	94.52	1	141	8	145	3.8e-32	104.7	COG0071	Molecular chaperone IbpA, HSP20 family	146
2930947630	165	32.72	1	165	10	170	1.6e-15	50.1	COG0531	Amino acid transporter	466
2930947631	118	18.9	2	110	177	269	3.5e-13	42.3	COG0531	Amino acid transporter	466
2930947632	205	35.98	3	204	288	464	2.1e-18	59.4	COG0531	Amino acid transporter	466
2930947633	282	96.1	5	278	5	275	5.3e-97	317.4	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930947635	778	88.82	2	767	53	910	1.7e-128	419.7	COG0474	Magnesium-transporting ATPase (P-type)	917
2930947637	603	84.12	20	347	19	304	2.1e-43	141.5	COG4781	Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain	340
2930947637	603	95.57	329	578	8	266	3.1e-27	88.7	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2930947638	872	92.07	4	461	34	474	1.6e-70	230.5	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930947638	872	99.21	463	865	2	377	0.0e+00	459.4	COG1454	Alcohol dehydrogenase, class IV	377
2930947639	191	38.78	5	109	80	136	4.6e-12	39.7	COG1388	LysM repeat	124
2930947640	257	82.15	1	257	7	273	7.3e-54	176.6	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930947642	216	25.32	32	214	4	83	5.6e-07	22.9	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	277
2930947646	183	68.42	2	179	20	162	5.3e-14	46.8	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930947647	281	99.28	5	281	3	278	1.8e-111	365.6	COG3717	5-keto 4-deoxyuronate isomerase	278
2930947648	326	99.05	9	323	2	314	3.1e-65	213.7	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2930947649	395	98.99	2	395	2	395	0.0e+00	489.4	COG0282	Acetate kinase	396
2930947650	165	54.13	26	165	31	89	1.7e-04	12	COG3584	3D (Asp-Asp-Asp) domain	109
2930947651	540	99.44	1	539	3	535	8.0e-116	381.2	COG3559	Putative exporter of polyketide antibiotics	536
2930947652	297	98.04	3	296	5	304	6.4e-79	259	COG1131	ABC-type multidrug transport system, ATPase component	293
2930947653	218	88.79	7	217	25	222	1.1e-40	133	COG1418	HD superfamily phosphodieaserase, includes HD domain of RNase Y	222
2930947654	423	91.74	1	423	30	451	1.4e-76	251.2	COG0534	Na+-driven multidrug efflux pump	455
2930947655	475	99.57	2	471	2	463	0.0e+00	596.2	COG1904	Glucuronate isomerase	463
2930947656	472	96.99	10	472	10	460	4.8e-97	318.8	COG2211	Na+/melibiose symporter or related transporter	467
2930947657	831	85.59	32	763	89	759	0.0e+00	573.1	COG1501	Alpha-glucosidase, glycosyl hydrolase family GH31	772
2930947658	588	69.13	1	575	6	585	2.6e-105	346.2	COG3250	Beta-galactosidase/beta-glucuronidase	808
2930947659	545	98.31	16	535	3	468	6.7e-116	381.1	COG0246	Mannitol-1-phosphate/altronate dehydrogenases	473
2930947660	292	86.9	1	290	16	287	2.2e-41	135.5	COG2017	Galactose mutarotase or related enzyme	308
2930947661	220	89.47	2	210	2	188	5.0e-41	132.7	COG0406	Broad specificity phosphatase PhoE	208
2930947662	330	92.94	9	329	12	314	1.3e-74	244.2	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2930947663	513	98.8	1	503	3	498	0.0e+00	480.1	COG1070	Sugar (pentulose or hexulose) kinase	502
2930947664	300	99.33	1	300	1	298	6.5e-129	422.8	COG1023	6-phosphogluconate dehydrogenase (decarboxylating)	300
2930947665	233	90.95	1	220	17	227	1.3e-55	181.8	COG1802	DNA-binding transcriptional regulator, GntR family	230
2930947666	356	98.9	1	356	1	358	0.0e+00	463.5	COG1312	D-mannonate dehydratase	362
2930947667	335	99.4	4	334	1	332	2.5e-89	293.2	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930947668	492	96.99	22	486	3	453	1.4e-127	419.4	COG2211	Na+/melibiose symporter or related transporter	467
2930947670	486	99.35	2	470	2	462	0.0e+00	604.9	COG1904	Glucuronate isomerase	463
2930947671	413	92.26	7	404	26	430	1.1e-38	123.2	COG4908	Uncharacterized protein, contains a NRPS condensation (elongation) domain	439
2930947672	60	19	1	59	26	67	5.1e-04	13.2	COG4649	Uncharacterized protein	221
2930947673	464	48.04	258	462	11	194	3.1e-30	26.1	COG0477	MFS family permease	338
2930947673	464	72.58	9	282	4	281	3.1e-30	78.5	COG0477	MFS family permease	338
2930947677	167	98.71	12	167	1	153	1.4e-40	131.9	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	155
2930947678	241	94.98	1	236	10	236	1.3e-56	185.1	COG2188	DNA-binding transcriptional regulator, GntR family	236
2930947679	223	57.63	48	223	98	233	3.7e-09	29.3	COG5549	Predicted Zn-dependent protease	236
2930947680	160	98.68	10	158	1	150	2.8e-43	141	COG0782	Transcription elongation factor, GreA/GreB family	151
2930947682	251	97.98	1	248	2	244	1.6e-35	116.5	COG3279	DNA-binding response regulator, LytR/AlgR family	244
2930947683	444	27.16	50	433	256	362	1.8e-10	32.5	COG0642	Signal transduction histidine kinase	336
2930947685	246	99.25	2	244	2	267	1.2e-66	218.4	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930947686	29	40.62	1	29	37	62	2.1e-03	11.9	COG4068	Predicted nucleic acid-binding protein, contains Zn-ribbon domain	64
2930947687	295	94.18	6	289	15	289	2.3e-65	214.2	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2930947688	151	98.74	1	149	2	158	3.0e-31	102.8	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930947690	219	49.87	4	218	2	192	2.9e-32	105.6	COG0477	MFS family permease	338
2930947691	60	22.97	1	60	17	64	3.3e-10	34.7	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930947693	602	97.75	1	597	6	570	1.9e-54	178.9	COG0747	ABC-type transport system, periplasmic component	556
2930947694	316	95.3	16	313	13	296	1.6e-75	247.2	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2930947695	319	99.37	1	319	1	316	6.0e-102	334.7	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2930947696	324	84.69	1	298	3	273	4.5e-109	358	COG4608	ABC-type oligopeptide transport system, ATPase component	309
2930947697	337	99.08	7	324	2	323	2.5e-123	404.5	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2930947698	154	85.33	1	152	7	134	1.7e-20	66.8	COG1959	DNA-binding transcriptional regulator, IscR family	150
2930947699	337	95.22	2	250	12	250	5.1e-72	235.4	COG0095	Lipoate-protein ligase A	248
2930947702	449	100	1	443	1	438	0.0e+00	607.2	COG2115	Xylose isomerase	438
2930947703	502	99.6	1	495	2	501	0.0e+00	501.3	COG1070	Sugar (pentulose or hexulose) kinase	502
2930947704	457	35.51	285	446	56	191	3.7e-44	18	COG0477	MFS family permease	338
2930947704	457	95.82	5	326	8	374	3.7e-44	140.8	COG0477	MFS family permease	338
2930947706	259	99.25	1	258	2	267	2.1e-64	211.1	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930947707	124	93.75	2	124	5	124	4.3e-35	114	COG5646	Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family	126
2930947708	853	8.62	740	853	778	851	1.8e-42	14.6	COG4485	Uncharacterized membrane protein YfhO	858
2930947708	853	64.92	5	596	9	565	1.8e-42	115.4	COG4485	Uncharacterized membrane protein YfhO	858
2930947709	173	97.48	3	152	3	157	1.9e-22	74	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930947710	169	75.42	7	168	40	174	9.4e-32	103.3	COG1881	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	174
2930947711	393	96.41	1	384	10	412	1.1e-77	255.3	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2930947713	207	17.52	24	204	11	175	8.7e-04	10.6	COG2409	Uncharacterized membrane protein YdfJ, MMPL/SSD domain	937
2930947714	287	96.81	5	278	7	279	2.2e-105	344.8	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930947716	177	95.91	2	177	5	168	2.5e-42	138.1	COG3153	Predicted N-acetyltransferase YhbS	171
2930947717	480	92.64	4	469	16	468	2.8e-102	335.7	COG1757	Na+/H+ antiporter NhaC	485
2930947718	357	98.08	13	350	4	310	1.8e-40	131.9	COG0679	Predicted permease	311
2930947719	293	76.15	2	258	2	250	4.7e-60	196.5	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	324
2930947720	41	11.93	1	41	287	325	1.0e-07	24.7	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	324
2930947721	530	97.77	2	526	4	528	4.8e-116	381.4	COG3290	Sensor histidine kinase regulating citrate/malate metabolism	537
2930947722	238	98.66	1	227	1	221	1.1e-56	185.1	COG4565	Response regulator of citrate/malate metabolism	224
2930947723	448	26.4	34	118	16	62	3.5e-03	3.9	COG3617	Prophage antirepressor	176
2930947723	448	33.15	121	226	108	166	3.5e-03	5.7	COG3617	Prophage antirepressor	176
2930947724	192	80.86	4	188	14	182	1.1e-11	38.3	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930947725	218	87.55	1	217	18	242	5.5e-27	87.6	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2930947726	174	41.18	2	172	92	168	4.7e-05	16.2	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2930947727	287	25.49	1	18	17	29	1.9e-03	6.7	COG1998	Ribosomal protein S27AE	51
2930947727	287	29.41	12	35	13	27	1.9e-03	9.2	COG1998	Ribosomal protein S27AE	51
2930947728	486	68.82	19	475	2	321	1.3e-27	89.2	COG4640	Uncharacterized membrane protein YvbJ	465
2930947730	154	86.3	14	154	16	141	2.9e-20	66.2	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2930947732	178	98.86	2	176	2	174	3.6e-93	303.5	COG3479	Phenolic acid decarboxylase	175
2930947733	153	80.29	1	112	27	136	9.2e-18	57.6	COG1695	DNA-binding transcriptional regulator, PadR family	138
2930947734	188	40.67	1	177	18	102	1.7e-11	38.7	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930947735	345	98.13	1	342	2	316	1.9e-51	168.9	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2930947736	147	95.48	1	147	6	153	2.4e-48	157.4	COG2153	Predicted N-acyltransferase, GNAT family	155
2930947737	150	85.71	5	133	15	128	1.0e-20	67.4	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930947740	188	93.17	5	187	11	201	2.1e-16	53.2	COG4300	Cadmium resistance protein CadD, predicted permease	205
2930947741	216	88.31	1	167	9	144	7.9e-32	103.3	COG1321	Mn-dependent transcriptional regulator, DtxR family	154
2930947742	145	95.6	3	145	5	156	1.4e-20	68.1	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930947743	317	60.48	24	293	4	257	1.3e-91	300.6	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2930947744	209	29.76	4	154	287	411	4.8e-33	108	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2930947745	328	43.58	4	112	18	112	1.3e-38	11.2	COG0516	IMP dehydrogenase/GMP reductase	170
2930947745	328	96.33	129	327	1	210	1.3e-38	107.6	COG0516	IMP dehydrogenase/GMP reductase	170
2930947746	428	99.77	1	427	1	429	0.0e+00	634.4	COG0104	Adenylosuccinate synthase	430
2930947747	432	99.32	1	430	1	436	0.0e+00	554.9	COG0015	Adenylosuccinate lyase	438
2930947748	187	64.59	1	181	15	149	4.9e-17	56.9	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930947749	310	72.73	74	310	83	306	5.9e-31	101.1	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	299
2930947750	264	98	7	260	3	247	8.9e-29	94	COG2365	Protein tyrosine/serine phosphatase	249
2930947751	294	83.65	7	292	48	313	3.6e-46	151.5	COG0657	Acetyl esterase/lipase	312
2930947752	613	6.89	493	603	448	529	2.0e-68	27.7	COG4934	Serine protease, subtilase family	1174
2930947752	613	35.63	21	482	28	451	2.0e-68	197	COG4934	Serine protease, subtilase family	1174
2930947753	219	85.24	4	218	12	190	1.1e-13	44.4	COG2364	Uncharacterized membrane protein YczE	210
2930947754	209	83.61	1	207	37	240	4.2e-66	216.3	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	243
2930947756	215	88.89	1	213	8	199	5.5e-50	163.3	COG2231	Uncharacterized protein related to Endonuclease III	215
2930947757	526	81.64	3	422	5	413	0.0e+00	605.8	COG0554	Glycerol kinase	499
2930947758	344	41.37	22	340	122	224	6.3e-21	67.4	COG0791	Cell wall-associated hydrolase, NlpC family	197
2930947759	290	84.51	110	290	21	200	4.6e-41	133.4	COG4990	Uncharacterized protein YvpB	195
2930947761	67	32.52	1	67	128	194	7.4e-21	68.4	COG1335	Nicotinamidase-related amidase	205
2930947763	105	70.07	2	104	7	102	9.0e-24	77.1	COG1695	DNA-binding transcriptional regulator, PadR family	138
2930947764	212	92.82	1	199	5	185	9.3e-17	53.5	COG4709	Uncharacterized membrane protein	195
2930947766	331	96	13	331	7	318	2.2e-60	197.9	COG0042	tRNA-dihydrouridine synthase	323
2930947767	400	94.97	5	395	4	381	4.0e-120	394.5	COG3007	Trans-2-enoyl-CoA reductase	398
2930947768	147	96.73	3	146	4	151	4.7e-19	62.6	COG0716	Flavodoxin	151
2930947769	174	45.5	6	173	89	174	9.7e-11	35.4	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2930947770	455	96.32	1	455	11	455	0.0e+00	576.8	COG1113	L-asparagine transporter and related permeases	462
2930947774	411	96.89	1	411	12	416	5.9e-70	227.4	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2930947775	336	98.53	1	336	4	339	1.4e-120	395.7	COG1064	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	339
2930947776	138	77.22	2	137	7	128	9.3e-23	74.4	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2930947777	341	97.23	8	341	3	318	2.9e-75	246.9	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930947778	309	78.98	1	299	1	248	2.1e-110	362.4	COG1125	ABC-type proline/glycine betaine transport system, ATPase component	309
2930947779	506	91.93	1	214	12	216	1.5e-70	230.2	COG1174	ABC-type proline/glycine betaine transport system, permease component	221
2930947779	506	97	203	502	10	300	9.1e-104	339.9	COG1732	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	300
2930947780	374	97.89	7	370	6	329	2.4e-78	256.9	COG0620	Methionine synthase II (cobalamin-independent)	330
2930947781	184	83.7	3	181	1	154	1.9e-38	125.5	COG0431	NAD(P)H-dependent FMN reductase	184
2930947782	164	89.47	21	156	13	131	1.2e-16	54.3	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930947783	915	95.86	1	910	35	960	0.0e+00	757.2	COG0474	Magnesium-transporting ATPase (P-type)	917
2930947785	473	98.92	7	470	2	461	0.0e+00	440.4	COG4690	Dipeptidase	464
2930947787	190	91.05	13	190	8	180	6.3e-45	146.7	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2930947789	211	65.23	1	211	109	320	3.4e-60	197.4	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930947790	85	26.15	1	85	5	89	1.0e-12	41.5	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930947792	310	97.67	2	306	3	296	3.0e-35	115.4	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2930947793	690	89.88	1	689	70	726	0.0e+00	675.7	COG2217	Cation transport ATPase	713
2930947794	148	93.6	4	129	4	120	2.3e-34	111.9	COG3682	Predicted transcriptional regulator	123
2930947795	423	87.53	5	422	26	369	1.7e-69	228.2	COG1686	D-alanyl-D-alanine carboxypeptidase	389
2930947796	281	93.62	3	279	4	267	1.7e-86	282.9	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930947797	641	86.73	2	636	96	729	0.0e+00	811.4	COG2217	Cation transport ATPase	713
2930947798	123	43.75	1	123	48	166	4.3e-36	117.9	COG4633	Plastocyanin domain containing protein	272
2930947800	282	67.54	48	268	2	182	3.0e-25	82.4	COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	267
2930947802	347	96.82	8	345	7	341	2.0e-67	221	COG1816	Adenosine deaminase	345
2930947803	646	91.26	11	373	7	361	9.8e-86	281.7	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	386
2930947804	250	44.78	193	235	22	51	5.4e-03	6.4	COG0828	Ribosomal protein S21	67
2930947804	250	52.24	76	123	22	56	5.4e-03	4.6	COG0828	Ribosomal protein S21	67
2930947805	564	89.44	2	564	24	548	2.6e-129	425.3	COG4716	Myosin-crossreactive antigen  (function unknown)	587
2930947806	420	98.05	4	408	5	406	1.5e-68	225	COG3464	Transposase	402
2930947807	194	90.91	1	193	7	166	3.0e-23	76.1	COG0681	Signal peptidase I	166
