gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930952718	273	97.16	1	273	8	281	0.0e+00	437.9	COG0447	1,4-Dihydroxy-2-naphthoyl-CoA synthase	282
2930952719	477	95.95	1	476	15	559	3.1e-86	282.5	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2930952722	504	98.55	4	498	3	479	1.2e-102	337.7	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2930952723	502	98.43	1	502	8	508	0.0e+00	692.3	COG1190	Lysyl-tRNA synthetase (class II)	502
2930952724	94	22.72	3	94	2	88	3.0e-08	27.3	COG0477	MFS family permease	338
2930952725	299	43.34	1	173	107	272	3.3e-09	12.4	COG0477	MFS family permease	338
2930952725	299	47.52	105	297	8	189	3.3e-09	19.4	COG0477	MFS family permease	338
2930952728	274	88.81	1	253	4	241	1.6e-47	155.9	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930952729	185	77.03	1	185	15	175	7.7e-06	20.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952730	211	99.53	1	210	1	210	1.3e-44	146.1	COG2910	Putative NADH-flavin reductase	211
2930952731	196	74.64	1	185	14	169	1.7e-08	29.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952732	501	94.72	5	492	3	468	1.3e-38	126.3	COG0531	Amino acid transporter	466
2930952733	479	90.93	4	477	31	451	1.8e-115	379.4	COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	460
2930952734	503	97.92	1	502	8	477	0.0e+00	451.2	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	472
2930952740	428	97.13	2	427	5	410	0.0e+00	482	COG1301	Na+/H+-dicarboxylate symporter	415
2930952743	187	95.31	1	187	3	185	1.9e-68	223.3	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	194
2930952745	213	72.46	1	208	1	200	1.1e-17	57.3	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2930952748	480	99.16	3	480	2	471	0.0e+00	721.7	COG0362	6-phosphogluconate dehydrogenase	473
2930952749	142	87.97	4	137	14	130	1.0e-19	64.5	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930952750	145	94.84	1	144	3	149	4.6e-35	114.3	COG2153	Predicted N-acyltransferase, GNAT family	155
2930952752	495	98.56	1	492	5	483	0.0e+00	574.3	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
2930952753	273	93.33	8	273	13	250	2.6e-48	158	COG2746	Aminoglycoside N3'-acetyltransferase	251
2930952754	191	74.64	1	190	10	165	1.5e-16	55.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952755	475	91.23	1	448	39	475	5.6e-94	308.7	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930952756	280	95.62	1	280	6	311	3.7e-78	247.7	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2930952757	355	96.92	14	351	4	318	2.0e-78	257.2	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930952759	388	47.09	1	190	208	393	4.0e-26	42.3	COG2814	Predicted arabinose efflux permease, MFS family	394
2930952759	388	47.34	185	385	201	387	4.0e-26	50.3	COG2814	Predicted arabinose efflux permease, MFS family	394
2930952760	448	97.33	1	446	5	442	0.0e+00	442.2	COG2271	Sugar phosphate permease	448
2930952761	204	99.53	1	203	1	210	7.8e-52	169.7	COG2910	Putative NADH-flavin reductase	211
2930952762	489	46.74	253	486	8	186	2.8e-42	11.5	COG0477	MFS family permease	338
2930952762	489	85.64	4	320	4	331	2.8e-42	130.2	COG0477	MFS family permease	338
2930952763	219	75.6	1	212	13	170	3.2e-13	44.2	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952764	248	93.98	1	185	6	208	4.0e-25	82.5	COG0778	Nitroreductase	207
2930952765	157	89.51	2	156	3	130	6.8e-33	106.9	COG1780	Protein involved in ribonucleotide reduction	141
2930952766	506	13.64	2	78	4	76	6.1e-106	42.4	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930952766	506	68.97	68	469	151	519	6.1e-106	309.3	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2930952767	477	49.35	268	477	7	195	6.8e-28	8.4	COG0477	MFS family permease	338
2930952767	477	82.25	20	303	4	318	6.8e-28	85.6	COG0477	MFS family permease	338
2930952769	257	99.25	9	255	2	267	3.3e-67	220.4	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930952770	322	96.71	4	322	1	323	3.1e-62	204.1	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930952771	183	29.67	1	168	14	75	5.8e-11	36.9	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952772	269	91.79	1	248	4	249	1.5e-48	159.3	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930952773	396	86.53	1	387	51	429	1.9e-89	293.9	COG1253	Hemolysin or related protein, contains CBS domains	429
2930952775	141	94.52	1	141	8	145	6.8e-31	100.8	COG0071	Molecular chaperone IbpA, HSP20 family	146
2930952776	492	92.68	1	491	10	465	1.1e-48	159.5	COG0531	Amino acid transporter	466
2930952778	282	96.1	5	278	5	275	4.3e-98	321.2	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930952780	778	89.13	2	767	52	912	5.8e-128	417.1	COG0474	Magnesium-transporting ATPase (P-type)	917
2930952782	597	85.59	3	341	14	304	9.9e-45	146	COG4781	Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain	340
2930952782	597	95.57	323	572	8	266	3.4e-27	88.7	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2930952783	872	92.07	4	461	34	474	5.6e-71	232.2	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930952783	872	99.21	463	865	2	377	0.0e+00	459.4	COG1454	Alcohol dehydrogenase, class IV	377
2930952784	191	38.78	6	176	80	136	6.0e-12	38.4	COG1388	LysM repeat	124
2930952786	216	38.1	7	111	81	136	5.5e-11	36.7	COG1388	LysM repeat	124
2930952790	173	69.86	2	167	20	165	7.9e-14	46.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952791	281	99.28	5	281	3	278	3.5e-111	364.8	COG3717	5-keto 4-deoxyuronate isomerase	278
2930952792	326	99.05	9	323	2	314	5.6e-66	216.3	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2930952793	395	98.99	2	395	2	395	0.0e+00	490	COG0282	Acetate kinase	396
2930952794	165	54.13	28	165	31	89	1.9e-04	12.3	COG3584	3D (Asp-Asp-Asp) domain	109
2930952795	540	99.44	1	539	3	535	3.0e-117	386	COG3559	Putative exporter of polyketide antibiotics	536
2930952796	297	98.04	3	296	5	304	6.4e-79	259.2	COG1131	ABC-type multidrug transport system, ATPase component	293
2930952797	218	88.79	7	217	25	222	9.1e-41	133.4	COG1418	HD superfamily phosphodieaserase, includes HD domain of RNase Y	222
2930952798	445	94.78	1	445	15	450	2.1e-81	267.3	COG0534	Na+-driven multidrug efflux pump	455
2930952799	475	99.57	2	471	2	463	0.0e+00	599.3	COG1904	Glucuronate isomerase	463
2930952800	472	96.99	10	472	10	460	6.1e-97	318.6	COG2211	Na+/melibiose symporter or related transporter	467
2930952801	831	85.46	47	763	90	759	0.0e+00	574.2	COG1501	Alpha-glucosidase, glycosyl hydrolase family GH31	772
2930952802	603	73.18	1	603	6	619	2.5e-111	366.6	COG3250	Beta-galactosidase/beta-glucuronidase	808
2930952803	445	99.33	5	444	4	449	1.7e-114	376.5	COG2610	H+/gluconate symporter or related permease	442
2930952804	218	99.53	1	210	1	210	3.9e-67	219.2	COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase	211
2930952805	320	99.37	3	317	2	315	1.1e-64	212.1	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2930952806	471	99.57	2	468	2	463	0.0e+00	578.8	COG1904	Glucuronate isomerase	463
2930952808	521	97.2	5	494	5	456	2.9e-106	349.4	COG2211	Na+/melibiose symporter or related transporter	467
2930952809	221	90.09	2	220	17	225	9.3e-56	182.3	COG1802	DNA-binding transcriptional regulator, GntR family	230
2930952810	357	98.62	1	357	2	358	0.0e+00	468.1	COG1312	D-mannonate dehydratase	362
2930952811	545	98.31	16	535	3	468	1.1e-115	380.5	COG0246	Mannitol-1-phosphate/altronate dehydrogenases	473
2930952812	292	89.46	1	292	16	295	2.3e-41	135.7	COG2017	Galactose mutarotase or related enzyme	308
2930952813	220	89.47	2	210	2	188	3.7e-41	133.2	COG0406	Broad specificity phosphatase PhoE	208
2930952814	330	92.94	9	329	12	314	7.3e-75	245.2	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2930952815	513	98.8	1	503	3	498	0.0e+00	480.6	COG1070	Sugar (pentulose or hexulose) kinase	502
2930952816	300	99.33	1	300	1	298	7.2e-129	422.8	COG1023	6-phosphogluconate dehydrogenase (decarboxylating)	300
2930952817	233	90.95	1	220	17	227	1.3e-55	181.9	COG1802	DNA-binding transcriptional regulator, GntR family	230
2930952818	356	98.9	1	356	1	358	0.0e+00	464.7	COG1312	D-mannonate dehydratase	362
2930952819	335	99.4	4	334	1	332	2.8e-89	293.2	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2930952820	492	97.2	22	488	3	454	1.0e-126	416.7	COG2211	Na+/melibiose symporter or related transporter	467
2930952822	486	99.35	2	470	2	462	0.0e+00	605.5	COG1904	Glucuronate isomerase	463
2930952823	413	92.26	7	404	26	430	8.4e-39	122.9	COG4908	Uncharacterized protein, contains a NRPS condensation (elongation) domain	439
2930952824	60	19	1	59	26	67	5.6e-04	13.2	COG4649	Uncharacterized protein	221
2930952825	464	48.04	258	462	11	194	8.2e-30	26.4	COG0477	MFS family permease	338
2930952825	464	72.58	9	283	4	281	8.2e-30	76.6	COG0477	MFS family permease	338
2930952827	62	88.41	1	62	4	64	5.2e-25	80.7	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2930952830	167	98.71	12	167	1	153	7.0e-41	133.1	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	155
2930952831	229	89.96	1	226	10	224	1.6e-53	175.1	COG2188	DNA-binding transcriptional regulator, GntR family	236
2930952832	223	28.39	38	223	166	232	1.6e-07	24.1	COG5549	Predicted Zn-dependent protease	236
2930952833	160	98.68	10	158	1	150	9.6e-43	139.4	COG0782	Transcription elongation factor, GreA/GreB family	151
2930952835	226	78.23	9	223	51	244	5.7e-35	114.8	COG3279	DNA-binding response regulator, LytR/AlgR family	244
2930952836	441	29.44	49	420	248	363	8.3e-11	30.3	COG0642	Signal transduction histidine kinase	336
2930952838	246	99.25	2	244	2	267	2.1e-66	217.7	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930952839	29	40.62	1	29	37	62	1.5e-03	12.4	COG4068	Predicted nucleic acid-binding protein, contains Zn-ribbon domain	64
2930952840	295	94.18	6	289	15	289	1.4e-62	205.3	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2930952841	151	98.74	1	149	2	158	3.1e-31	102.9	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930952842	323	20.98	15	84	8	71	6.8e-43	27.8	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2930952842	323	68.85	107	322	79	288	6.8e-43	114.3	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2930952843	571	40.21	255	436	8	161	1.3e-36	19.5	COG0477	MFS family permease	338
2930952843	571	82.77	5	290	2	318	1.3e-36	106.6	COG0477	MFS family permease	338
2930952844	186	74.16	9	185	20	174	1.0e-11	39.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952845	602	97.75	1	597	6	570	1.8e-55	182.4	COG0747	ABC-type transport system, periplasmic component	556
2930952846	316	95.3	16	313	13	296	1.8e-75	247.2	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2930952847	319	99.37	1	319	1	316	6.7e-102	334.7	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2930952848	324	84.69	1	298	3	273	9.7e-110	360.3	COG4608	ABC-type oligopeptide transport system, ATPase component	309
2930952849	337	99.08	7	324	2	323	2.6e-123	404.6	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2930952850	154	85.33	1	152	7	134	2.5e-20	66.5	COG1959	DNA-binding transcriptional regulator, IscR family	150
2930952851	337	95.22	2	250	12	250	5.7e-72	235.4	COG0095	Lipoate-protein ligase A	248
2930952856	449	100	1	443	1	438	0.0e+00	607.2	COG2115	Xylose isomerase	438
2930952857	502	99.6	1	495	2	501	0.0e+00	504.3	COG1070	Sugar (pentulose or hexulose) kinase	502
2930952858	450	35.51	275	437	56	191	2.0e-41	18.4	COG0477	MFS family permease	338
2930952858	450	80.94	1	295	10	319	2.0e-41	122.6	COG0477	MFS family permease	338
2930952859	259	99.25	1	258	2	267	2.4e-64	211.1	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2930952860	124	93.75	2	124	5	124	1.5e-35	115.6	COG5646	Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family	126
2930952861	853	8.74	741	853	778	852	2.3e-43	15.1	COG4485	Uncharacterized membrane protein YfhO	858
2930952861	853	64.92	4	596	9	565	2.3e-43	120.1	COG4485	Uncharacterized membrane protein YfhO	858
2930952862	173	97.48	3	152	3	157	2.1e-22	74	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930952863	169	75.42	7	168	40	174	1.1e-31	103.3	COG1881	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	174
2930952864	393	96.41	1	384	10	412	6.4e-78	256.2	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2930952866	207	17.52	24	204	11	175	8.7e-04	10.8	COG2409	Uncharacterized membrane protein YdfJ, MMPL/SSD domain	937
2930952867	299	96.81	17	290	7	279	1.1e-105	346.1	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2930952869	177	96.49	2	177	5	169	1.9e-42	138.6	COG3153	Predicted N-acetyltransferase YhbS	171
2930952870	480	92.64	4	469	16	468	8.2e-101	331	COG1757	Na+/H+ antiporter NhaC	485
2930952871	357	98.08	13	350	4	310	1.8e-40	132	COG0679	Predicted permease	311
2930952872	333	98.78	2	333	2	324	1.6e-79	260.7	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	324
2930952873	530	97.95	1	526	3	528	1.3e-116	383.5	COG3290	Sensor histidine kinase regulating citrate/malate metabolism	537
2930952874	238	98.66	1	227	1	221	1.3e-56	185.1	COG4565	Response regulator of citrate/malate metabolism	224
2930952876	192	80.86	3	189	14	182	3.4e-13	43.5	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952877	218	87.55	1	217	18	242	1.5e-27	89.6	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2930952878	143	98.4	16	143	1	123	2.4e-19	63.6	COG3293	Transposase	124
2930952879	123	88	4	119	2	111	4.9e-24	78.8	COG3293	Transposase	124
2930952880	174	83.42	2	172	13	168	3.3e-05	16.7	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2930952881	287	15.69	18	39	36	43	4.1e-03	3.8	COG0267	Ribosomal protein L33	50
2930952881	287	19.61	3	16	35	44	4.1e-03	5.8	COG0267	Ribosomal protein L33	50
2930952882	486	68.82	19	348	2	321	1.1e-27	90.7	COG4640	Uncharacterized membrane protein YvbJ	465
2930952884	154	86.3	14	154	16	141	3.1e-20	66.2	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2930952886	178	98.86	2	176	2	174	4.0e-93	303.5	COG3479	Phenolic acid decarboxylase	175
2930952887	166	89.78	1	125	14	136	1.1e-23	76.9	COG1695	DNA-binding transcriptional regulator, PadR family	138
2930952888	188	40.67	1	177	18	102	3.5e-11	37.9	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952889	344	97.51	1	341	4	316	6.9e-51	167.3	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2930952890	147	95.48	1	147	6	153	3.7e-49	160.2	COG2153	Predicted N-acyltransferase, GNAT family	155
2930952891	150	85.71	5	133	15	128	1.2e-20	67.4	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930952893	139	36.1	1	136	36	148	5.2e-04	12.6	COG0679	Predicted permease	311
2930952895	188	93.17	5	187	11	201	5.1e-17	55.6	COG4300	Cadmium resistance protein CadD, predicted permease	205
2930952896	215	84.42	1	147	9	138	1.1e-31	102.9	COG1321	Mn-dependent transcriptional regulator, DtxR family	154
2930952897	145	95.6	3	145	5	156	1.6e-20	68.1	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2930952898	484	93.33	1	431	20	411	6.7e-124	407.5	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2930952900	123	88	4	119	2	111	4.9e-24	78.8	COG3293	Transposase	124
2930952901	143	98.4	16	143	1	123	2.4e-19	63.6	COG3293	Transposase	124
2930952902	328	41.74	4	112	19	109	2.5e-38	10.5	COG0516	IMP dehydrogenase/GMP reductase	170
2930952902	328	96.33	129	327	1	210	2.5e-38	107.6	COG0516	IMP dehydrogenase/GMP reductase	170
2930952903	428	99.77	1	427	1	429	0.0e+00	634.4	COG0104	Adenylosuccinate synthase	430
2930952904	432	99.32	1	430	1	436	0.0e+00	557.6	COG0015	Adenylosuccinate lyase	438
2930952905	301	72.27	1	276	2	233	9.2e-17	54.4	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2930952906	470	95.62	1	459	18	475	0.0e+00	456.7	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2930952907	304	91.3	2	256	1	252	1.5e-20	67.1	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2930952908	192	65.55	1	186	13	149	2.8e-17	57.9	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930952909	310	72.73	74	310	83	306	4.2e-31	101.8	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	299
2930952910	264	98	7	260	3	247	1.0e-28	94	COG2365	Protein tyrosine/serine phosphatase	249
2930952911	294	83.65	7	292	48	313	1.1e-44	146.8	COG0657	Acetyl esterase/lipase	312
2930952912	613	6.89	493	603	448	529	4.1e-67	27.7	COG4934	Serine protease, subtilase family	1174
2930952912	613	35.38	21	482	31	451	4.1e-67	191.9	COG4934	Serine protease, subtilase family	1174
2930952913	219	85.24	4	218	12	190	2.0e-14	47	COG2364	Uncharacterized membrane protein YczE	210
