gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2930952903	428	5	427	0.0e+00	610.6	TIGR00184	adenylosuccinate synthase
2930952904	432	1	429	0.0e+00	537.7	TIGR00928	adenylosuccinate lyase
2930952917	504	8	500	0.0e+00	682.9	TIGR01311	glycerol kinase
2930952934	147	5	143	8.2e-28	91.4	TIGR01753	flavodoxin, short chain
2930952956	690	92	685	0.0e+00	592.9	TIGR01511	copper-(or silver)-translocating P-type ATPase
2930952957	148	9	138	2.8e-48	157.3	TIGR02698	copper transport repressor, CopY/TcrY family
2930952960	641	67	629	0.0e+00	631.9	TIGR01525	heavy metal translocating P-type ATPase
2930952965	347	15	337	6.2e-83	272.2	TIGR01430	adenosine deaminase
2930952969	194	10	181	5.1e-42	137.3	TIGR02227	signal peptidase I, bacterial type
2930952970	128	5	128	8.0e-38	123.4	TIGR01354	cytidine deaminase, homotetrameric
2930952973	443	12	437	1.4e-106	350.4	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930952975	758	127	738	0.0e+00	576	TIGR00630	excinuclease ABC, A subunit
2930952982	401	11	372	1.7e-128	422.4	TIGR01186	glycine betaine/L-proline transport ATP binding subunit
2930952986	317	10	305	1.0e-64	212.6	TIGR01413	Dyp-type peroxidase family
2930952987	388	5	383	5.3e-119	391.2	TIGR04350	putative C-S lyase
2930952998	250	42	232	4.4e-21	69.4	TIGR01528	nicotinamide mononucleotide transporter PnuC
2930953000	586	6	575	0.0e+00	646.6	TIGR02720	pyruvate oxidase
2930953013	172	76	159	5.8e-30	97	TIGR00589	O-6-methylguanine DNA methyltransferase
2930953025	271	23	271	3.9e-97	318.3	TIGR01832	2-deoxy-D-gluconate 3-dehydrogenase
2930953026	335	1	316	8.4e-107	351.1	TIGR00793	2-keto-3-deoxygluconate transporter
2930953028	217	6	208	3.9e-50	163.8	TIGR01182	Entner-Doudoroff aldolase
2930953030	459	42	423	1.2e-114	377.3	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2930953032	284	6	281	1.7e-81	267.1	TIGR00762	EDD domain protein, DegV family
2930953034	108	4	103	7.0e-35	113.1	TIGR01068	thioredoxin
2930953036	130	5	119	1.4e-22	74.1	TIGR00494	protein CrcB
2930953037	118	3	117	1.9e-22	73.6	TIGR00494	protein CrcB
2930953042	437	10	434	4.0e-54	177.9	TIGR00410	PTS system, lactose/cellobiose family IIC component
2930953051	388	11	286	2.9e-71	233.9	TIGR00932	transporter, monovalent cation:proton antiporter-2 (CPA2) family
2930953063	272	6	264	1.1e-47	156.5	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930953067	142	2	115	3.8e-29	95.1	TIGR01617	transcriptional regulator, Spx/MgsR family
2930953070	700	5	27	1.0e-11	38	TIGR03715	KxYKxGKxW signal peptide
2930953070	700	665	700	8.1e-08	26.5	TIGR01167	LPXTG-motif cell wall anchor domain
2930953089	450	418	450	4.1e-05	18	TIGR01167	LPXTG-motif cell wall anchor domain
2930953090	602	63	593	0.0e+00	521.7	TIGR01525	heavy metal translocating P-type ATPase
2930953094	201	12	201	8.1e-52	169.6	TIGR00779	cadmium resistance transporter (or sequestration) family protein
2930953095	343	7	341	1.1e-49	163.1	TIGR00698	conserved hypothetical integral membrane protein
2930953097	396	45	183	6.9e-36	117.2	TIGR00880	Multidrug resistance protein
2930953108	379	2	378	0.0e+00	485.7	TIGR00045	glycerate kinase
2930953115	426	18	426	1.3e-51	169.4	TIGR00800	NCS1 nucleoside transporter family
2930953123	455	37	418	6.3e-112	368.3	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2930953125	419	1	418	1.0e-125	413.7	TIGR00234	tyrosyl-tRNA synthetase
2930953140	393	11	287	1.4e-72	238.2	TIGR00932	transporter, monovalent cation:proton antiporter-2 (CPA2) family
2930953146	180	4	180	1.5e-63	207.7	TIGR03127	6-phospho 3-hexuloisomerase
2930953151	338	2	334	3.5e-82	270	TIGR00233	tryptophanyl-tRNA synthetase
2930953152	306	3	304	4.3e-87	285.9	TIGR03706	exopolyphosphatase
2930953153	420	2	374	6.4e-89	292.6	TIGR00532	hydroxymethylglutaryl-CoA reductase, degradative
2930953158	676	533	676	1.1e-40	132.4	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
2930953158	676	7	521	0.0e+00	555.8	TIGR00398	methionine--tRNA ligase
2930953159	258	3	255	2.9e-80	263	TIGR00010	hydrolase, TatD family
2930953160	190	3	179	8.8e-56	182.5	TIGR00334	ribonuclease M5
2930953161	296	23	290	4.5e-85	278.7	TIGR00755	ribosomal RNA small subunit methyltransferase A
2930953163	284	1	284	4.4e-87	286	TIGR00154	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
2930953171	466	21	456	0.0e+00	473.2	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930953189	279	3	267	5.6e-109	356.9	TIGR01743	pur operon repressor, Bacillus subtilis type
2930953190	459	4	454	0.0e+00	580.2	TIGR01173	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
2930953191	326	10	318	5.7e-124	406.7	TIGR01251	ribose-phosphate pyrophosphokinase
2930953196	271	5	263	4.7e-64	210.1	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930953200	222	12	94	1.1e-34	112.2	TIGR04567	DNA-directed RNA polymerase delta subunit
2930953201	535	1	528	0.0e+00	827	TIGR00337	CTP synthase
2930953205	558	7	550	0.0e+00	775.1	TIGR02418	acetolactate synthase, catabolic
2930953206	237	5	236	1.3e-65	214.8	TIGR01252	alpha-acetolactate decarboxylase
2930953207	1515	13	35	1.5e-11	37.5	TIGR03715	KxYKxGKxW signal peptide
2930953208	428	1	417	0.0e+00	465.5	TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2930953209	83	1	81	5.1e-20	65.2	TIGR00105	ribosomal protein L31
2930953210	237	91	221	1.8e-15	50.7	TIGR01076	LPXTG-site transpeptidase (sortase) family protein
2930953227	461	31	455	2.8e-122	402.3	TIGR01143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
2930953230	122	1	120	5.0e-30	98.1	TIGR00516	holo-[acyl-carrier-protein] synthase
2930953231	373	7	372	1.1e-110	363.7	TIGR00492	alanine racemase
2930953237	318	11	307	0.0e+00	430.2	TIGR01771	L-lactate dehydrogenase
2930953238	185	1	185	7.8e-66	215.1	TIGR00447	aminoacyl-tRNA hydrolase
2930953239	1180	155	1093	0.0e+00	1139.4	TIGR00580	transcription-repair coupling factor (mfd)
2930953244	450	22	206	4.0e-60	196.7	TIGR02432	tRNA(Ile)-lysidine synthetase, N-terminal domain
2930953244	450	375	420	5.1e-11	35.7	TIGR02433	tRNA(Ile)-lysidine synthetase, C-terminal domain
2930953245	180	8	173	8.4e-67	217.8	TIGR01203	hypoxanthine phosphoribosyltransferase
2930953246	699	133	628	0.0e+00	771.6	TIGR01241	ATP-dependent metalloprotease FtsH
2930953251	278	1	265	1.8e-91	300.4	TIGR00737	putative TIM-barrel protein, nifR3 family
2930953260	493	10	489	0.0e+00	450	TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter), bacterial
2930953261	246	1	219	9.5e-78	254.6	TIGR03729	putative phosphoesterase
2930953264	267	3	264	1.2e-71	235.1	TIGR00112	pyrroline-5-carboxylate reductase
2930953265	380	1	373	7.2e-93	305.2	TIGR00221	N-acetylglucosamine-6-phosphate deacetylase
2930953268	246	58	232	2.8e-50	164.2	TIGR00696	bacterial polymer biosynthesis proteins, WecB/TagA/CpsF family
2930953269	488	11	468	0.0e+00	615.3	TIGR01513	putative nicotinate phosphoribosyltransferase
2930953270	276	16	276	1.2e-71	234.6	TIGR00552	NAD+ synthetase
2930953274	293	4	292	2.9e-65	213.8	TIGR00191	homoserine kinase
2930953281	468	19	341	4.2e-59	194.1	TIGR00797	putative efflux protein, MATE family
2930953283	139	1	116	7.9e-34	110.1	TIGR00824	PTS system, mannose/fructose/sorbose family, IIA component
2930953286	275	8	274	1.5e-88	290.3	TIGR00828	PTS system, mannose/fructose/sorbose family, IID component
2930953288	376	208	376	3.5e-39	127.9	TIGR00254	diguanylate cyclase (GGDEF) domain
2930953291	931	226	253	2.1e-04	15.3	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930953291	931	289	316	4.2e-04	14.4	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930953291	931	345	372	2.8e-04	14.9	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930953291	931	4	167	5.4e-60	195.5	TIGR03061	YhgE/Pip N-terminal domain
2930953291	931	540	567	2.2e-07	24.7	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930953291	931	568	595	2.3e-06	21.5	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930953291	931	603	630	1.9e-05	18.6	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930953291	931	631	658	6.4e-04	13.8	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2930953291	931	710	913	2.2e-70	230.2	TIGR03062	YhgE/Pip C-terminal domain
2930953293	371	114	262	6.2e-47	153.4	TIGR00350	cell envelope-related function transcriptional attenuator common domain
2930953296	223	2	223	6.1e-81	265.1	TIGR01258	phosphoglycerate mutase, BPG-dependent, family 1
2930953300	228	6	222	2.7e-87	285.4	TIGR00021	ribose 5-phosphate isomerase
2930953302	179	60	178	4.9e-22	72	TIGR00576	deoxyuridine 5'-triphosphate nucleotidohydrolase (dut)
2930953303	458	1	452	0.0e+00	643.1	TIGR00416	DNA repair protein RadA
2930953305	496	5	493	0.0e+00	569.2	TIGR00464	glutamyl-tRNA synthetase, bacterial family
2930953306	470	2	469	0.0e+00	567.6	TIGR00435	cysteinyl-tRNA synthetase
2930953308	255	10	250	3.6e-76	249.5	TIGR00186	rRNA methylase, putative, group 3
2930953310	189	20	187	2.4e-16	53.6	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2930953311	49	1	49	1.9e-15	50.7	TIGR01023	ribosomal protein L33, bacterial type
2930953312	58	3	58	2.4e-16	53.2	TIGR00964	preprotein translocase, SecE subunit, bacterial
2930953313	182	9	181	2.3e-58	190.5	TIGR00922	transcription termination/antitermination factor NusG
2930953314	141	3	141	1.1e-64	210.3	TIGR01632	50S ribosomal protein uL11, bacterial form
2930953315	232	4	230	2.4e-100	328.3	TIGR01169	ribosomal protein L1, bacterial/chloroplast
2930953318	122	1	122	4.7e-42	137.1	TIGR00855	ribosomal protein L7/L12
2930953325	192	5	182	4.2e-54	176.7	TIGR00730	TIGR00730 family protein
2930953327	331	7	320	0.0e+00	486.8	TIGR04171	ribonucleoside-diphosphate reductase, class 1b, beta subunit
2930953328	721	10	721	0.0e+00	1110	TIGR04170	ribonucleoside-diphosphate reductase, class 1b, alpha subunit
2930953329	60	1	59	1.5e-22	73.4	TIGR02194	Glutaredoxin-like protein NrdH
2930953334	576	3	358	0.0e+00	468.7	TIGR02397	DNA polymerase III, subunit gamma and tau
2930953335	105	1	105	4.9e-26	84.7	TIGR00103	DNA-binding protein, YbaB/EbfC family
2930953336	199	1	197	3.0e-79	258.8	TIGR00615	recombination protein RecR
2930953338	214	1	201	1.5e-56	185	TIGR00041	dTMP kinase
2930953340	337	18	205	3.0e-60	196.8	TIGR00678	DNA polymerase III, delta' subunit
2930953342	293	14	292	1.9e-87	286.9	TIGR00096	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
2930953344	240	3	216	9.9e-51	166.4	TIGR03725	tRNA threonylcarbamoyl adenosine modification protein YeaZ
2930953345	202	48	183	1.1e-32	106.8	TIGR01575	ribosomal-protein-alanine acetyltransferase
2930953346	349	12	324	1.3e-128	422.2	TIGR03723	tRNA threonylcarbamoyl adenosine modification protein TsaD
2930953352	541	2	524	0.0e+00	824	TIGR02348	chaperonin GroL
2930953358	219	1	200	7.7e-58	189.1	TIGR00257	uncharacterized protein, YigZ family
2930953360	224	32	224	6.7e-26	85.1	TIGR00201	comF family protein
2930953361	186	2	103	7.1e-32	103.8	TIGR00741	ribosomal subunit interface protein
2930953363	332	1	326	0.0e+00	506.6	TIGR00020	peptide chain release factor 2
2930953367	293	3	274	1.5e-78	257.7	TIGR02136	phosphate binding protein
2930953368	308	20	306	1.0e-87	287.6	TIGR02138	phosphate ABC transporter, permease protein PstC
2930953369	294	7	289	4.1e-79	259.3	TIGR00974	phosphate ABC transporter, permease protein PstA
2930953370	274	29	274	9.9e-115	375.8	TIGR00972	phosphate ABC transporter, ATP-binding protein
2930953371	252	5	252	1.6e-121	398	TIGR00972	phosphate ABC transporter, ATP-binding protein
2930953372	226	3	214	5.9e-59	192.9	TIGR02135	phosphate transport system regulatory protein PhoU
2930953375	311	5	304	2.3e-115	378.7	TIGR00679	Hpr(Ser) kinase/phosphatase
2930953376	287	5	272	5.2e-75	246.1	TIGR00544	prolipoprotein diacylglyceryl transferase
2930953378	301	4	264	1.3e-109	359.5	TIGR01099	UTP--glucose-1-phosphate uridylyltransferase
2930953379	313	4	302	5.3e-114	373.7	TIGR01292	thioredoxin-disulfide reductase
2930953383	668	9	663	0.0e+00	1092.6	TIGR00631	excinuclease ABC, B subunit
2930953384	951	5	923	0.0e+00	1451.4	TIGR00630	excinuclease ABC, A subunit
2930953387	336	11	326	1.6e-114	376.2	TIGR01826	conserved hypothetical protein, cofD-related
2930953388	312	4	304	1.7e-120	395.6	TIGR00647	DNA-binding protein WhiA
2930953389	198	1	192	9.0e-96	312.9	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2930953398	336	4	328	3.5e-127	417.8	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2930953400	254	7	243	5.2e-54	177.2	TIGR00419	triosephosphate isomerase
2930953401	439	4	428	0.0e+00	711.3	TIGR01060	phosphopyruvate hydratase
2930953404	78	2	76	2.5e-23	75.7	TIGR00810	protein translocase, SecG subunit
2930953406	797	4	718	0.0e+00	843.9	TIGR02063	ribonuclease R
2930953407	157	13	155	1.2e-58	191	TIGR00086	SsrA-binding protein
2930953410	239	6	217	9.7e-75	244.8	TIGR00628	uracil-DNA glycosylase
2930953411	324	18	320	2.0e-119	392.3	TIGR00651	phosphate acetyltransferase
2930953412	157	6	139	1.3e-40	132.2	TIGR00150	tRNA threonylcarbamoyl adenosine modification protein YjeE
2930953415	173	7	167	1.2e-22	74.3	TIGR00573	exonuclease, DNA polymerase III, epsilon subunit family
2930953416	254	1	250	3.0e-96	315.6	TIGR00633	exodeoxyribonuclease III (xth)
2930953417	304	21	297	1.4e-72	238.1	TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
2930953418	710	3	554	3.6e-76	250.4	TIGR00831	Na+/H+ antiporter, bacterial form
2930953420	283	5	258	5.2e-91	298.2	TIGR00159	TIGR00159 family protein
2930953422	451	4	446	0.0e+00	592.5	TIGR01455	phosphoglucosamine mutase
2930953423	605	2	605	0.0e+00	683.7	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
2930953425	243	1	243	7.9e-69	225.6	TIGR00502	glucosamine-6-phosphate isomerase
2930953429	633	68	612	0.0e+00	560.5	TIGR01525	heavy metal translocating P-type ATPase
2930953439	297	5	291	4.2e-114	374.4	TIGR03659	heme ABC transporter, heme-binding protein isdE
2930953442	311	3	304	1.1e-94	310.8	TIGR03706	exopolyphosphatase
2930953443	719	10	679	0.0e+00	890.9	TIGR03705	polyphosphate kinase 1
2930953455	461	3	456	0.0e+00	612.2	TIGR00979	fumarate hydratase, class II
2930953456	160	4	154	3.9e-20	65.9	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2930953463	410	5	410	0.0e+00	534.1	TIGR01078	arginine deiminase
2930953502	374	206	374	2.7e-36	118.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2930953513	361	1	360	0.0e+00	536.2	TIGR00019	peptide chain release factor 1
2930953514	283	26	276	1.2e-86	284	TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific
2930953515	338	1	205	1.0e-61	201.4	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2930953518	209	3	209	2.4e-92	302	TIGR01091	uracil phosphoribosyltransferase
2930953519	239	5	235	2.5e-38	126	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2930953520	70	13	69	7.5e-27	87	TIGR01260	ATP synthase, F0 subunit c
2930953521	171	19	165	6.1e-38	123.8	TIGR01144	ATP synthase, F0 subunit b
2930953522	180	8	178	1.8e-40	132.8	TIGR01145	ATP synthase, F1 delta subunit
2930953523	513	2	502	0.0e+00	790.5	TIGR00962	proton translocating ATP synthase, F1 alpha subunit
2930953524	299	2	297	1.2e-91	301.2	TIGR01146	ATP synthase, F1 gamma subunit
2930953525	471	2	464	0.0e+00	818.2	TIGR01039	ATP synthase, F1 beta subunit
2930953526	139	7	138	8.8e-31	100.4	TIGR01216	ATP synthase, F1 epsilon subunit (delta in mitochondria)
2930953527	76	9	75	3.8e-19	62.7	TIGR02327	conserved hypothetical integral membrane protein
2930953528	435	1	417	0.0e+00	561.2	TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2930953529	335	1	330	0.0e+00	430.6	TIGR00904	cell shape determining protein, MreB/Mrl family
2930953530	99	5	79	3.9e-31	100.6	TIGR00278	putative membrane protein insertion efficiency factor
2930953536	380	8	351	9.1e-96	314.3	TIGR01205	D-alanine--D-alanine ligase
2930953547	201	3	201	9.7e-80	260.7	TIGR01017	ribosomal protein S4, bacterial/organelle type
2930953551	405	6	377	1.7e-116	383.1	TIGR00342	tRNA sulfurtransferase ThiI
2930953554	888	8	868	0.0e+00	1188.2	TIGR00422	valyl-tRNA synthetase
2930953555	440	24	434	1.1e-129	427.1	TIGR01499	folylpolyglutamate synthase/dihydrofolate synthase
2930953556	220	30	206	3.8e-39	128.4	TIGR00608	DNA repair protein radc
2930953557	334	5	333	0.0e+00	470	TIGR00904	cell shape determining protein, MreB/Mrl family
2930953558	283	1	283	7.6e-49	160.1	TIGR00219	rod shape-determining protein MreC
2930953559	175	11	168	1.1e-18	61.4	TIGR03426	rod shape-determining protein MreD
2930953561	268	2	265	3.8e-117	384	TIGR01968	septum site-determining protein MinD
2930953563	213	7	105	4.0e-28	91.7	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2930953569	195	1	192	2.4e-53	175.1	TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
2930953570	416	1	415	0.0e+00	432.1	TIGR00200	competence/damage-inducible protein CinA N-terminal domain
2930953571	377	4	324	0.0e+00	564.2	TIGR02012	protein RecA
2930953573	519	6	519	0.0e+00	723.2	TIGR03319	ribonuclease Y
2930953574	264	1	264	2.6e-88	289.6	TIGR00282	metallophosphoesterase, MG_246/BB_0505 family
2930953575	892	6	888	0.0e+00	1119.6	TIGR01070	DNA mismatch repair protein MutS
2930953576	674	4	307	6.4e-93	305.5	TIGR00585	DNA mismatch repair protein MutL
2930953577	202	1	202	1.4e-46	152.1	TIGR00084	Holliday junction DNA helicase, RuvA subunit
2930953578	338	27	332	0.0e+00	452.2	TIGR00635	Holliday junction DNA helicase, RuvB subunit
2930953579	344	2	344	0.0e+00	451.1	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2930953580	381	7	376	0.0e+00	550.8	TIGR00430	tRNA-guanine transglycosylase
2930953581	141	13	97	1.8e-23	76.2	TIGR00739	preprotein translocase, YajC subunit
2930953585	879	8	858	0.0e+00	951.9	TIGR00344	alanine--tRNA ligase
2930953587	145	4	136	8.5e-41	132.8	TIGR00250	putative transcription antitermination factor YqgF
2930953591	787	1	787	0.0e+00	769	TIGR01069	MutS2 family protein
2930953592	105	7	105	4.0e-34	110.6	TIGR01068	thioredoxin
2930953594	276	6	256	2.4e-77	253.4	TIGR00067	glutamate racemase
2930953595	199	4	197	3.6e-58	189.7	TIGR00042	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
2930953596	172	2	153	1.9e-26	86.7	TIGR00040	phosphoesterase, MJ0936 family
2930953606	463	18	442	1.2e-70	232.3	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930953612	333	4	333	0.0e+00	554.1	TIGR01481	catabolite control protein A
2930953616	492	283	384	3.2e-26	85.6	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2930953617	245	1	238	5.5e-91	298.2	TIGR01033	DNA-binding regulatory protein, YebC/PmpR family
2930953620	103	5	28	8.3e-09	28.8	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2930953623	140	3	26	5.9e-05	16.6	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2930953625	396	1	396	0.0e+00	502	TIGR00016	acetate kinase
2930953631	264	4	256	6.6e-98	320.8	TIGR01457	HAD-superfamily subfamily IIA hydrolase, TIGR01457
2930953632	209	4	205	4.8e-45	147.6	TIGR01906	integral membrane protein TIGR01906
2930953672	135	3	116	4.2e-36	117.5	TIGR01617	transcriptional regulator, Spx/MgsR family
2930953682	134	9	134	8.1e-20	64.8	TIGR01593	toxin secretion/phage lysis holin
2930953691	628	2	545	0.0e+00	496.5	TIGR01536	asparagine synthase (glutamine-hydrolyzing)
2930953693	237	1	237	3.3e-72	236.6	TIGR00035	aspartate racemase
2930953699	674	18	671	0.0e+00	833.6	TIGR00232	transketolase, bacterial and yeast
2930953700	574	5	569	0.0e+00	731.8	TIGR01417	phosphoenolpyruvate-protein phosphotransferase
2930953708	563	3	563	0.0e+00	489.6	TIGR00456	arginyl-tRNA synthetase
2930953709	155	4	149	2.1e-40	131.9	TIGR01529	arginine repressor
2930953710	698	83	636	0.0e+00	596.9	TIGR02074	penicillin-binding protein, 1A family
2930953721	215	24	211	2.2e-54	177.5	TIGR00091	tRNA (guanine-N(7)-)-methyltransferase
2930953723	601	7	596	0.0e+00	603	TIGR00181	oligoendopeptidase F
2930953724	236	3	236	3.3e-71	233.4	TIGR00762	EDD domain protein, DegV family
