gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2930939572	452	99.78	1	452	24	475	0.0e+00	1020	KO:K00154	coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	EC:1.2.1.68	
2930939575	306	99.67	1	306	1	306	0.0e+00	710	KO:K07482	transposase, IS30 family		
2930939579	157	100	1	157	1	157	1.3e-112	365	KO:K03647	protein involved in ribonucleotide reduction		
2930939583	204	99.51	1	204	1	204	0.0e+00	460	KO:K07118	uncharacterized protein		
2930939584	448	99.55	1	448	1	448	0.0e+00	1010	KO:K02445	MFS transporter, OPA family, glycerol-3-phosphate transporter		
2930939587	520	99.6	15	520	1	506	0.0e+00	1120	KO:K18231	macrolide transport system ATP-binding/permease protein		
2930939588	477	100	1	477	1	477	0.0e+00	1050	KO:K18926	MFS transporter, DHA2 family, lincomycin resistance protein		
2930939590	257	99.22	1	257	1	257	0.0e+00	580	KO:K00065	2-deoxy-D-gluconate 3-dehydrogenase [EC:1.1.1.125]	EC:1.1.1.125	
2930939591	322	99.38	1	322	1	322	0.0e+00	718	KO:K02525	LacI family transcriptional regulator, kdg operon repressor		
2930939594	141	97.87	1	141	1	141	7.5e-98	322	KO:K13993	HSP20 family protein		
2930939598	778	99.1	1	777	1	777	0.0e+00	1670	KO:K12952	cation-transporting ATPase E [EC:3.6.3.-]	EC:3.6.3.-	
2930939600	597	99.33	1	597	1	597	0.0e+00	1350	KO:K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	EC:3.1.4.46	
2930939601	872	99.77	1	872	2	873	0.0e+00	1980	KO:K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	EC:1.1.1.1	
2930939601	872	99.77	1	872	2	873	0.0e+00	1980	KO:K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	EC:1.2.1.10	
2930939608	281	98.93	1	281	1	281	0.0e+00	667	KO:K01815	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	EC:5.3.1.17	
2930939609	326	98.16	1	326	1	326	0.0e+00	713	KO:K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	EC:2.7.1.45	
2930939610	395	99.49	1	395	1	395	0.0e+00	876	KO:K00925	acetate kinase [EC:2.7.2.1]	EC:2.7.2.1	
2930939612	540	98.33	1	540	1	540	0.0e+00	1220	KO:K01992	ABC-2 type transport system permease protein		
2930939613	297	97.64	1	297	1	297	0.0e+00	667	KO:K01990	ABC-2 type transport system ATP-binding protein		
2930939614	218	99.54	1	218	1	218	0.0e+00	492	KO:K06950	uncharacterized protein		
2930939616	427	98.83	1	427	87	513	0.0e+00	989	KO:K00851	gluconokinase [EC:2.7.1.12]	EC:2.7.1.12	
2930939617	300	99.67	1	300	1	300	0.0e+00	693	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.343	
2930939617	300	99.67	1	300	1	300	0.0e+00	693	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.44	
2930939623	167	100	1	167	1	167	2.6e-120	388	KO:K03976	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	EC:3.1.1.-	
2930939626	160	100	1	160	1	160	2.0e-111	362	KO:K03624	transcription elongation factor GreA		
2930939628	251	99.6	1	251	1	251	0.0e+00	574	KO:K07707	two-component system, AgrA family, response regulator AgrA		
2930939630	443	99.1	1	443	1	443	0.0e+00	988	KO:K07706	two-component system, AgrA family, sensor histidine kinase AgrC [EC:2.7.13.-]	EC:2.7.13.-	
2930939633	295	99.66	1	295	1	295	0.0e+00	700	KO:K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	EC:5.4.99.23	
2930939639	602	99.17	1	602	1	602	0.0e+00	1380	KO:K02035	peptide/nickel transport system substrate-binding protein		
2930939640	316	100	1	316	1	316	0.0e+00	721	KO:K02034	peptide/nickel transport system permease protein		
2930939641	319	100	1	319	1	319	0.0e+00	742	KO:K02033	peptide/nickel transport system permease protein		
2930939642	324	100	1	324	1	324	0.0e+00	730	KO:K02032	peptide/nickel transport system ATP-binding protein		
2930939643	337	100	1	337	1	337	0.0e+00	775	KO:K02031	peptide/nickel transport system ATP-binding protein		
2930939646	337	100	1	337	1	337	0.0e+00	785	KO:K03800	lipoate-protein ligase A [EC:2.7.7.63]	EC:2.7.7.63	
2930939651	449	100	1	449	1	449	0.0e+00	1060	KO:K01805	xylose isomerase [EC:5.3.1.5]	EC:5.3.1.5	
2930939652	502	99.6	1	502	1	502	0.0e+00	1160	KO:K00854	xylulokinase [EC:2.7.1.17]	EC:2.7.1.17	
2930939654	259	100	1	259	1	259	0.0e+00	585	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.-	
2930939654	259	100	1	259	1	259	0.0e+00	585	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.304	
2930939654	259	100	1	259	1	259	0.0e+00	585	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.76	
2930939655	124	100	1	124	1	124	1.1e-91	302	KO:K05937	uncharacterized protein		
2930939658	169	100	1	169	1	169	2.3e-125	403	KO:K06910	uncharacterized protein		
2930939659	390	99.74	1	390	1	390	0.0e+00	885	KO:K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	EC:3.5.1.18	
2930939660	251	99.6	1	251	1	251	0.0e+00	568	KO:K10716	voltage-gated potassium channel		
2930939665	480	100	1	480	1	480	0.0e+00	1060	KO:K03315	Na+:H+ antiporter, NhaC family		
2930939666	357	100	1	357	1	357	0.0e+00	794	KO:K07088	uncharacterized protein		
2930939667	333	100	1	333	1	333	0.0e+00	755	KO:K03778	D-lactate dehydrogenase [EC:1.1.1.28]	EC:1.1.1.28	
2930939668	530	100	1	530	1	530	0.0e+00	1160	KO:K02476	two-component system, CitB family, sensor kinase [EC:2.7.13.3]	EC:2.7.13.3	
2930939668	530	100	1	530	1	530	0.0e+00	1160	KO:K11614	two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]	EC:2.7.13.3	
2930939669	238	99.58	1	238	1	238	0.0e+00	523	KO:K02475	two-component system, CitB family, response regulator		
2930939669	238	99.58	1	238	1	238	0.0e+00	523	KO:K11615	two-component system, CitB family, response regulator MalR		
2930939679	178	100	1	178	1	178	0.0e+00	435	KO:K13727	phenolic acid decarboxylase [EC:4.1.1.-]	EC:4.1.1.-	
2930939683	147	100	1	147	1	147	4.0e-102	334	KO:K02348	ElaA protein		
2930939689	215	100	1	215	1	215	0.0e+00	502	KO:K03709	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator		
2930939691	524	99.81	1	524	1	524	0.0e+00	1160	KO:K03322	manganese transport protein		
2930939693	328	99.7	1	328	1	328	0.0e+00	751	KO:K00364	GMP reductase [EC:1.7.1.7]	EC:1.7.1.7	
2930939694	428	100	1	428	1	428	0.0e+00	989	KO:K01939	adenylosuccinate synthase [EC:6.3.4.4]	EC:6.3.4.4	
2930939695	432	99.77	1	432	1	432	0.0e+00	969	KO:K01756	adenylosuccinate lyase [EC:4.3.2.2]	EC:4.3.2.2	
2930939697	470	100	1	470	1	470	0.0e+00	1070	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.16	
2930939697	470	100	1	470	1	470	0.0e+00	1070	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.20	
2930939697	470	100	1	470	1	470	0.0e+00	1070	KO:K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	EC:1.2.1.79	
2930939700	310	100	1	310	1	310	0.0e+00	730	KO:K06889	uncharacterized protein		
2930939701	264	100	1	264	1	264	0.0e+00	609	KO:K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	EC:3.1.3.48	
2930939707	209	100	1	209	36	244	0.0e+00	480	KO:K07010	putative glutamine amidotransferase		
2930939709	215	99.07	1	215	1	215	0.0e+00	492	KO:K07457	endonuclease III related protein		
2930939710	461	100	1	415	1	415	0.0e+00	953	KO:K00864	glycerol kinase [EC:2.7.1.30]	EC:2.7.1.30	
2930939714	740	99.86	1	740	1	740	0.0e+00	1670	KO:K05349	beta-glucosidase [EC:3.2.1.21]	EC:3.2.1.21	
2930939716	669	100	7	669	1	663	0.0e+00	1560	KO:K12308	beta-galactosidase [EC:3.2.1.23]	EC:3.2.1.23	
2930939719	444	99.55	1	444	1	444	0.0e+00	1070	KO:K01201	glucosylceramidase [EC:3.2.1.45]	EC:3.2.1.45	
2930939721	105	100	1	105	1	105	2.0e-73	248	KO:K10947	PadR family transcriptional regulator, regulatory protein PadR		
2930939725	399	100	1	399	1	399	0.0e+00	906	KO:K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	EC:1.3.1.44	
2930939725	399	100	1	399	1	399	0.0e+00	906	KO:K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	EC:1.3.1.9	
2930939728	455	100	1	455	1	455	0.0e+00	1030	KO:K03293	amino acid transporter, AAT family		
2930939732	411	99.76	1	411	1	411	0.0e+00	915	KO:K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	EC:3.5.1.18	
2930939733	336	100	1	336	1	336	0.0e+00	765	KO:K13953	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	EC:1.1.1.1	
2930939734	138	100	1	138	1	138	2.2e-94	311	KO:K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein		
2930939735	309	99.68	1	309	1	309	0.0e+00	690	KO:K05847	osmoprotectant transport system ATP-binding protein		
2930939736	506	100	1	506	1	506	0.0e+00	1120	KO:K05846	osmoprotectant transport system permease protein		
2930939741	473	99.79	1	473	1	473	0.0e+00	1100	KO:K08659	dipeptidase [EC:3.4.-.-]	EC:3.4.-	
2930939743	191	100	1	191	1	191	0.0e+00	452	KO:K00661	maltose O-acetyltransferase [EC:2.3.1.79]	EC:2.3.1.79	
2930939747	643	99.69	1	639	1	639	0.0e+00	1430	KO:K01533	Cu2+-exporting ATPase [EC:3.6.3.4]	EC:3.6.3.4	
2930939749	423	99.76	1	423	1	423	0.0e+00	933	KO:K07258	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	EC:3.4.16.4	
2930939751	641	99.84	1	641	1	641	0.0e+00	1400	KO:K17686	Cu+-exporting ATPase [EC:3.6.3.54]	EC:3.6.3.54	
2930939759	564	99.82	1	564	1	564	0.0e+00	1320	KO:K10254	oleate hydratase [EC:4.2.1.53]	EC:4.2.1.53	
2930939760	194	100	1	194	1	194	0.0e+00	450	KO:K03100	signal peptidase I [EC:3.4.21.89]	EC:3.4.21.89	
2930939761	130	100	1	130	1	130	5.7e-91	301	KO:K01489	cytidine deaminase [EC:3.5.4.5]	EC:3.5.4.5	
2930939771	220	100	1	220	1	220	0.0e+00	479	KO:K05846	osmoprotectant transport system permease protein		
2930939772	310	100	1	310	1	310	0.0e+00	724	KO:K05845	osmoprotectant transport system substrate-binding protein		
2930939775	409	100	1	409	1	409	0.0e+00	914	KO:K08161	MFS transporter, DHA1 family, multidrug resistance protein		
2930939776	317	100	1	317	1	317	0.0e+00	739	KO:K07223	putative iron-dependent peroxidase		
2930939777	388	100	1	388	1	388	0.0e+00	911	KO:K14155	cystathione beta-lyase [EC:4.4.1.8]	EC:4.4.1.8	
2930939782	317	99.68	1	317	1	317	0.0e+00	712	KO:K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	EC:3.1.3.48	
2930939783	690	99.85	1	670	1	670	0.0e+00	1460	KO:K03316	monovalent cation:H+ antiporter, CPA1 family		
2930939784	200	100	1	200	1	200	0.0e+00	458	KO:K03152	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis		
2930939792	276	100	1	276	1	276	0.0e+00	617	KO:K07719	two-component system, response regulator YcbB		
2930939793	432	100	1	432	1	432	0.0e+00	983	KO:K07717	two-component system, sensor histidine kinase YcbA [EC:2.7.13.3]	EC:2.7.13.3	
2930939796	410	100	1	410	1	410	0.0e+00	944	KO:K01478	arginine deiminase [EC:3.5.3.6]	EC:3.5.3.6	
2930939797	343	99.71	1	343	1	343	0.0e+00	786	KO:K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	EC:2.1.3.3	
2930939798	470	100	1	470	1	470	0.0e+00	1060	KO:K03758	arginine:ornithine antiporter / lysine permease		
2930939800	314	100	1	314	1	314	0.0e+00	704	KO:K00926	carbamate kinase [EC:2.7.2.2]	EC:2.7.2.2	
2930939807	463	100	1	463	78	540	0.0e+00	1070	KO:K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	EC:6.1.1.22	
2930939820	262	100	1	262	1	262	0.0e+00	629	KO:K01265	methionyl aminopeptidase [EC:3.4.11.18]	EC:3.4.11.18	
2930939821	268	99.63	1	268	1	268	0.0e+00	598	KO:K07024	uncharacterized protein		
2930939823	250	100	1	250	1	250	0.0e+00	545	KO:K07024	uncharacterized protein		
2930939824	157	100	1	157	1	157	1.0e-113	368	KO:K00432	glutathione peroxidase [EC:1.11.1.9]	EC:1.11.1.9	
2930939825	320	99.69	1	320	1	320	0.0e+00	730	KO:K17836	beta-lactamase class A [EC:3.5.2.6]	EC:3.5.2.6	
2930939827	236	100	1	236	1	236	0.0e+00	525	KO:K01990	ABC-2 type transport system ATP-binding protein		
2930939829	260	99.62	1	260	1	260	0.0e+00	582	KO:K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	EC:3.1.3.48	
2930939830	237	100	1	237	1	237	0.0e+00	532	KO:K07090	uncharacterized protein		
2930939832	589	99.83	1	589	1	589	0.0e+00	1310	KO:K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:3.6.3.44]	EC:3.6.3.44	
2930939833	204	100	1	204	1	204	0.0e+00	459	KO:K01304	pyroglutamyl-peptidase [EC:3.4.19.3]	EC:3.4.19.3	
2930939841	106	100	1	106	1	106	9.0e-73	246	KO:K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	EC:4.1.1.44	
2930939845	176	100	1	158	1	158	2.1e-116	378	KO:K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	EC:3.2.2.20	
2930939846	377	100	1	377	1	377	0.0e+00	863	KO:K03547	exonuclease SbcD		
2930939847	1049	99.9	1	1049	1	1049	0.0e+00	2290	KO:K03546	exonuclease SbcC		
2930939848	327	100	1	327	1	327	0.0e+00	770	KO:K01442	choloylglycine hydrolase [EC:3.5.1.24]	EC:3.5.1.24	
2930939849	751	100	1	751	1	751	0.0e+00	1720	KO:K05349	beta-glucosidase [EC:3.2.1.21]	EC:3.2.1.21	
2930939851	546	100	1	546	1	546	0.0e+00	1260	KO:K15580	oligopeptide transport system substrate-binding protein		
2930939852	182	100	1	182	1	182	1.8e-130	419	KO:K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	EC:3.2.2.20	
2930939853	267	100	1	267	1	267	0.0e+00	609	KO:K02073	D-methionine transport system substrate-binding protein		
2930939854	354	100	1	354	1	354	0.0e+00	784	KO:K02071	D-methionine transport system ATP-binding protein		
2930939855	226	100	1	226	1	226	0.0e+00	491	KO:K02072	D-methionine transport system permease protein		
2930939861	124	100	1	124	1	124	6.2e-88	292	KO:K02437	glycine cleavage system H protein		
2930939862	346	100	1	346	1	346	0.0e+00	790	KO:K03800	lipoate-protein ligase A [EC:2.7.7.63]	EC:2.7.7.63	
2930939865	530	99.81	1	530	22	551	0.0e+00	1220	KO:K02035	peptide/nickel transport system substrate-binding protein		
2930939865	530	99.81	1	530	22	551	0.0e+00	1220	KO:K15580	oligopeptide transport system substrate-binding protein		
2930939866	379	100	1	379	1	379	0.0e+00	884	KO:K03575	A/G-specific adenine glycosylase [EC:3.2.2.-]	EC:3.2.2.-	
2930939868	173	100	1	173	30	202	2.3e-125	403	KO:K06999	phospholipase/carboxylesterase		
2930939870	67	100	1	67	1	67	3.7e-43	158	KO:K03704	cold shock protein (beta-ribbon, CspA family)		
2930939877	271	100	1	271	1	271	0.0e+00	622	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.1.49	
2930939877	271	100	1	271	1	271	0.0e+00	622	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.4.7	
2930939879	412	100	1	412	1	412	0.0e+00	953	KO:K01485	cytosine deaminase [EC:3.5.4.1]	EC:3.5.4.1	
2930939881	264	99.24	1	264	1	264	0.0e+00	603	KO:K03469	ribonuclease HI [EC:3.1.26.4]	EC:3.1.26.4	
2930939882	174	100	1	143	1	143	2.7e-96	321	KO:K04750	PhnB protein		
2930939884	202	100	1	202	1	202	0.0e+00	481	KO:K00661	maltose O-acetyltransferase [EC:2.3.1.79]	EC:2.3.1.79	
2930939887	526	100	1	526	1	526	0.0e+00	1200	KO:K03451	betaine/carnitine transporter, BCCT family		
2930939889	230	100	1	230	1	230	0.0e+00	518	KO:K01838	beta-phosphoglucomutase [EC:5.4.2.6]	EC:5.4.2.6	
2930939891	210	100	1	210	1	210	0.0e+00	495	KO:K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	EC:3.2.2.21	
2930939893	238	99.16	1	238	1	238	0.0e+00	564	KO:K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	EC:2.1.1.163	
2930939893	238	99.16	1	238	1	238	0.0e+00	564	KO:K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	EC:2.1.1.201	
2930939894	265	100	1	265	1	265	0.0e+00	617	KO:K01265	methionyl aminopeptidase [EC:3.4.11.18]	EC:3.4.11.18	
2930939899	286	100	1	286	1	286	0.0e+00	648	KO:K00014	shikimate dehydrogenase [EC:1.1.1.25]	EC:1.1.1.25	
2930939900	407	99.75	1	407	1	407	0.0e+00	911	KO:K08177	MFS transporter, OFA family, oxalate/formate antiporter		
2930939907	321	100	1	321	1	321	0.0e+00	725	KO:K03522	electron transfer flavoprotein alpha subunit		
2930939908	264	99.62	1	264	1	264	0.0e+00	591	KO:K03521	electron transfer flavoprotein beta subunit		
2930939909	372	100	1	372	1	372	0.0e+00	838	KO:K00248	butyryl-CoA dehydrogenase [EC:1.3.8.1]	EC:1.3.8.1	
2930939910	340	100	1	340	1	340	0.0e+00	795	KO:K01785	aldose 1-epimerase [EC:5.1.3.3]	EC:5.1.3.3	
2930939911	576	99.83	1	576	1	576	0.0e+00	1310	KO:K01835	phosphoglucomutase [EC:5.4.2.2]	EC:5.4.2.2	
2930939913	474	100	1	474	1	474	0.0e+00	1050	KO:K16209	lactose/raffinose/galactose permease		
2930939914	389	100	1	389	1	389	0.0e+00	891	KO:K00849	galactokinase [EC:2.7.1.6]	EC:2.7.1.6	
2930939915	334	100	1	334	1	334	0.0e+00	773	KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	
2930939916	487	99.59	1	487	1	487	0.0e+00	1120	KO:K00965	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	EC:2.7.7.12	
2930939917	336	100	1	336	1	336	0.0e+00	756	KO:K02529	LacI family transcriptional regulator		
2930939919	750	100	1	750	1	750	0.0e+00	1750	KO:K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	EC:1.17.4.1	
2930939919	750	100	1	750	1	750	0.0e+00	1750	KO:K00527	ribonucleoside-triphosphate reductase [EC:1.17.4.2]	EC:1.17.4.2	
2930939921	221	99.1	1	221	1	221	0.0e+00	504	KO:K01990	ABC-2 type transport system ATP-binding protein		
2930939925	651	99.54	1	651	1	651	0.0e+00	1500	KO:K07386	putative endopeptidase [EC:3.4.24.-]	EC:3.4.24.-	
2930939927	229	99.56	1	229	20	248	0.0e+00	515	KO:K07052	uncharacterized protein		
2930939929	306	100	1	306	1	306	0.0e+00	712	KO:K07482	transposase, IS30 family		
2930939936	354	99.72	1	354	3	356	0.0e+00	816	KO:K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	EC:3.5.1.28	
2930939936	354	99.72	1	354	3	356	0.0e+00	816	KO:K13714	bifunctional autolysin [EC:3.5.1.28 3.2.1.96]	EC:3.2.1.96	
2930939936	354	99.72	1	354	3	356	0.0e+00	816	KO:K13714	bifunctional autolysin [EC:3.5.1.28 3.2.1.96]	EC:3.5.1.28	
2930939937	163	100	1	163	1	163	4.3e-121	390	KO:K09825	Fur family transcriptional regulator, peroxide stress response regulator		
2930939942	347	100	1	347	1	347	0.0e+00	795	KO:K07404	6-phosphogluconolactonase [EC:3.1.1.31]	EC:3.1.1.31	
2930939949	296	99.66	1	296	1	296	0.0e+00	657	KO:K02040	phosphate transport system substrate-binding protein		
2930939950	312	99.68	1	311	1	311	0.0e+00	688	KO:K02037	phosphate transport system permease protein		
2930939951	296	99.66	1	296	1	296	0.0e+00	640	KO:K02038	phosphate transport system permease protein		
2930939952	267	99.63	1	267	1	267	0.0e+00	606	KO:K02036	phosphate transport system ATP-binding protein [EC:3.6.3.27]	EC:3.6.3.27	
2930939953	356	100	1	356	1	356	0.0e+00	831	KO:K11069	spermidine/putrescine transport system substrate-binding protein		
2930939954	267	100	1	267	1	267	0.0e+00	583	KO:K11070	spermidine/putrescine transport system permease protein		
