gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2930939617	300	1	300	2.1e-118	388.6	TIGR00872	6-phosphogluconate dehydrogenase (decarboxylating)
2930939623	167	13	166	1.6e-47	154.8	TIGR00011	Cys-tRNA(Pro) deacylase
2930939626	160	9	156	6.4e-42	136.9	TIGR01462	transcription elongation factor GreA
2930939633	295	20	295	6.0e-56	183.6	TIGR00005	pseudouridine synthase, RluA family
2930939636	438	6	384	1.0e-59	196.3	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930939643	337	235	322	1.7e-23	76.4	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2930939646	337	2	330	9.4e-97	317.7	TIGR00545	lipoyltransferase and lipoate-protein ligase
2930939651	449	5	443	0.0e+00	698.3	TIGR02630	xylose isomerase
2930939652	502	6	485	0.0e+00	562.7	TIGR01312	D-xylulose kinase
2930939653	457	2	438	4.7e-116	382	TIGR00879	MFS transporter, sugar porter (SP) family
2930939654	259	6	259	1.0e-113	372.6	TIGR02415	acetoin reductases
2930939658	169	16	166	6.2e-35	113.9	TIGR00481	Raf kinase inhibitor-like protein, YbhB/YbcL family
2930939659	390	7	371	4.0e-87	286.5	TIGR01910	acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase
2930939665	480	10	463	8.0e-119	391	TIGR00931	Na+/H+ antiporter NhaC
2930939691	524	37	435	3.1e-101	333	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2930939693	328	6	326	0.0e+00	570.3	TIGR01306	guanosine monophosphate reductase, bacterial
2930939694	428	5	427	0.0e+00	610.6	TIGR00184	adenylosuccinate synthase
2930939695	432	1	429	0.0e+00	535.6	TIGR00928	adenylosuccinate lyase
2930939710	461	8	427	0.0e+00	589.8	TIGR01311	glycerol kinase
2930939726	147	5	143	7.6e-28	91.4	TIGR01753	flavodoxin, short chain
2930939747	643	92	642	0.0e+00	521.1	TIGR01511	copper-(or silver)-translocating P-type ATPase
2930939748	148	9	138	3.0e-46	150.6	TIGR02698	copper transport repressor, CopY/TcrY family
2930939751	641	67	629	0.0e+00	633.1	TIGR01525	heavy metal translocating P-type ATPase
2930939756	347	15	337	5.7e-83	272.2	TIGR01430	adenosine deaminase
2930939760	194	10	181	4.7e-42	137.3	TIGR02227	signal peptidase I, bacterial type
2930939761	130	5	130	6.4e-43	139.7	TIGR01354	cytidine deaminase, homotetrameric
2930939764	443	12	437	1.3e-106	350.4	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930939767	758	128	738	0.0e+00	579.3	TIGR00630	excinuclease ABC, A subunit
2930939773	608	11	351	2.5e-115	379	TIGR01186	glycine betaine/L-proline transport ATP binding subunit
2930939776	317	10	305	9.5e-65	212.6	TIGR01413	Dyp-type peroxidase family
2930939777	388	5	383	4.9e-119	391.2	TIGR04350	putative C-S lyase
2930939783	690	5	500	1.3e-74	245.2	TIGR00831	Na+/H+ antiporter, bacterial form
2930939790	444	10	438	6.4e-123	404.8	TIGR01887	dipeptidase, putative
2930939796	410	5	410	0.0e+00	540.2	TIGR01078	arginine deiminase
2930939797	343	13	336	1.3e-114	376.1	TIGR00658	ornithine carbamoyltransferase
2930939798	470	5	470	0.0e+00	702.6	TIGR03810	arginine-ornithine antiporter
2930939800	314	4	314	2.1e-130	427.9	TIGR00746	carbamate kinase
2930939806	513	9	506	1.9e-76	251.3	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930939807	463	3	463	0.0e+00	596.2	TIGR00457	asparaginyl-tRNA synthetase
2930939820	262	2	251	6.4e-86	281.5	TIGR00500	methionine aminopeptidase, type I
2930939821	268	4	263	3.1e-51	168	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930939822	391	10	387	4.4e-66	217.4	TIGR00710	drug resistance transporter, Bcr/CflA subfamily
2930939823	250	3	226	9.2e-32	104.2	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930939833	204	2	204	4.0e-76	249.3	TIGR00504	pyroglutamyl-peptidase I
2930939845	176	3	170	2.2e-54	177.5	TIGR00624	DNA-3-methyladenine glycosylase I
2930939846	377	1	242	9.1e-50	163.4	TIGR00619	exonuclease SbcD
2930939847	1049	1	1043	6.1e-68	223.3	TIGR00618	exonuclease SbcC
2930939852	182	10	182	1.4e-33	109.7	TIGR00624	DNA-3-methyladenine glycosylase I
2930939853	267	15	267	9.1e-57	186.2	TIGR00363	lipoprotein, YaeC family
2930939862	346	4	321	1.4e-50	165.9	TIGR00545	lipoyltransferase and lipoate-protein ligase
2930939864	1116	13	35	5.2e-11	35.7	TIGR03715	KxYKxGKxW signal peptide
2930939866	379	11	283	5.9e-89	291.9	TIGR01084	A/G-specific adenine glycosylase
2930939877	271	8	264	2.0e-84	276.5	TIGR00097	hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
2930939887	526	37	489	7.4e-107	351.4	TIGR00842	choline/carnitine/betaine transport
2930939889	230	6	194	6.0e-56	183	TIGR01990	beta-phosphoglucomutase
2930939891	210	3	192	1.3e-44	145.6	TIGR00567	DNA-3-methyladenine glycosylase
2930939893	238	12	236	6.1e-73	238.4	TIGR01934	ubiquinone/menaquinone biosynthesis methyltransferases
2930939894	265	2	254	1.6e-81	267.1	TIGR00500	methionine aminopeptidase, type I
2930939896	470	15	452	4.7e-65	213.8	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930939899	286	8	286	4.2e-56	183.7	TIGR00507	shikimate dehydrogenase
2930939913	474	5	464	0.0e+00	432.9	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930939914	389	4	387	3.6e-117	385.1	TIGR00131	galactokinase
2930939915	334	2	327	0.0e+00	448.7	TIGR01179	UDP-glucose-4-epimerase GalE
2930939916	487	5	487	0.0e+00	694.9	TIGR01239	galactose-1-phosphate uridylyltransferase, family 2
2930939919	750	21	750	0.0e+00	840.3	TIGR02505	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent
2930939924	177	4	175	5.2e-55	179.4	TIGR00636	ATP:cob(I)alamin adenosyltransferase
2930939949	296	1	280	3.3e-86	282.7	TIGR02136	phosphate binding protein
2930939950	312	32	312	4.7e-88	288.6	TIGR02138	phosphate ABC transporter, permease protein PstC
2930939951	296	7	288	2.7e-77	253.2	TIGR00974	phosphate ABC transporter, permease protein PstA
2930939952	267	22	267	1.7e-111	365.1	TIGR00972	phosphate ABC transporter, ATP-binding protein
2930939956	370	36	312	3.5e-112	368.2	TIGR01187	spermidine/putrescine ABC transporter ATP-binding subunit
2930939959	327	41	311	7.3e-98	321.1	TIGR00802	high-affinity nickel-transporter, HoxN/HupN/NixA family
2930939963	278	7	262	6.8e-61	199.7	TIGR00268	TIGR00268 family protein
2930939964	410	3	396	3.3e-87	286.7	TIGR00299	TIGR00299 family protein
2930939968	468	18	449	0.0e+00	630.9	TIGR01788	glutamate decarboxylase
2930939969	120	1	120	6.5e-62	201.1	TIGR02328	conserved hypothetical protein
2930939972	288	2	282	4.2e-75	246.1	TIGR00762	EDD domain protein, DegV family
2930939977	457	26	433	0.0e+00	524.5	TIGR03173	xanthine permease
2930939986	217	10	211	1.9e-45	148.7	TIGR04306	thiaminase II
2930939995	273	5	268	7.8e-32	104.5	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930939998	271	4	262	6.7e-57	186.6	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930940011	478	18	466	8.8e-70	229.4	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930940014	253	3	253	9.6e-107	349.7	TIGR02415	acetoin reductases
2930940019	249	30	242	1.7e-78	256.8	TIGR03716	integral membrane protein, YkoY family
2930940029	296	3	283	2.3e-49	161.7	TIGR00762	EDD domain protein, DegV family
2930940038	303	2	294	7.0e-118	386.9	TIGR01250	proline-specific peptidase, Bacillus coagulans-type subfamily
2930940048	212	9	106	5.9e-25	81.4	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2930940049	218	13	111	1.5e-26	86.5	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2930940050	425	8	366	3.5e-123	404.6	TIGR03156	GTP-binding protein HflX
2930940055	366	235	321	2.8e-20	65.9	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2930940060	310	8	309	7.4e-113	370.6	TIGR00554	pantothenate kinase, bacterial type
2930940062	518	12	201	1.7e-78	256	TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain or A subunit
2930940062	518	208	518	0.0e+00	500.1	TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain or B subunit
2930940063	748	10	32	9.8e-10	31.6	TIGR03715	KxYKxGKxW signal peptide
2930940063	748	715	748	2.5e-05	18.6	TIGR01167	LPXTG-motif cell wall anchor domain
2930940068	442	1	442	0.0e+00	478.4	TIGR00905	transporter, basic amino acid/polyamine antiporter (APA) family
2930940072	591	6	587	0.0e+00	789.7	TIGR01389	ATP-dependent DNA helicase RecQ
2930940074	429	8	400	4.8e-104	342	TIGR00882	oligosaccharide:H+ symporter
2930940082	465	2	448	9.5e-111	364.4	TIGR00879	MFS transporter, sugar porter (SP) family
2930940084	242	1	230	1.2e-102	335.6	TIGR00760	L-ribulose-5-phosphate 4-epimerase
2930940090	294	9	292	1.1e-60	199	TIGR00005	pseudouridine synthase, RluA family
2930940097	458	52	451	2.0e-130	429.1	TIGR00801	uracil-xanthine permease
2930940099	236	6	230	1.5e-19	64.7	TIGR00346	4-azaleucine resistance probable transporter AzlC
2930940103	498	16	460	4.7e-108	355.6	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930940106	298	7	282	2.5e-84	276.5	TIGR01297	cation diffusion facilitator family transporter
2930940115	423	1	415	0.0e+00	533.4	TIGR00414	seryl-tRNA synthetase
2930940129	1215	9	1185	0.0e+00	1830.8	TIGR02386	DNA-directed RNA polymerase, beta' subunit, predominant form
2930940131	137	1	137	1.9e-67	218.5	TIGR00981	ribosomal protein S12, bacterial/organelle
2930940132	156	3	156	1.5e-68	223.4	TIGR01029	ribosomal protein S7, bacterial/organelle
2930940133	699	2	694	0.0e+00	1187.2	TIGR00484	translation elongation factor EF-G
2930940134	443	20	434	4.2e-56	184.2	TIGR00797	putative efflux protein, MATE family
2930940135	102	4	102	3.1e-49	159.1	TIGR01049	ribosomal protein S10, bacterial/organelle
2930940136	216	5	203	2.3e-80	262.9	TIGR03625	50S ribosomal protein uL3, bacterial form
2930940137	207	17	204	1.4e-79	259.5	TIGR03953	50S ribosomal protein L4, bacterial/organelle
2930940139	282	3	279	1.5e-129	424.9	TIGR01171	ribosomal protein L2, bacterial/organellar
2930940140	91	1	91	7.2e-46	148.2	TIGR01050	ribosomal protein S19, bacterial/organelle
2930940141	118	10	112	9.6e-49	157.7	TIGR01044	ribosomal protein L22, bacterial type
2930940142	219	1	210	2.3e-90	295.7	TIGR01009	ribosomal protein S3, bacterial type
2930940143	144	2	127	9.2e-59	190.8	TIGR01164	ribosomal protein L16, bacterial/organelle
2930940144	64	5	60	1.8e-22	72.9	TIGR00012	ribosomal protein L29
2930940145	88	8	79	3.2e-33	107.4	TIGR03635	ribosomal protein uS17, bacterial form
2930940146	122	1	122	8.5e-58	187.3	TIGR01067	ribosomal protein L14, bacterial/organelle
2930940147	103	1	101	1.0e-40	132.2	TIGR01079	ribosomal protein L24, bacterial/organelle
2930940151	178	2	176	4.6e-73	238.4	TIGR03654	ribosomal protein L6, bacterial type
2930940152	118	7	118	2.6e-48	157	TIGR00060	ribosomal protein L18, bacterial type
2930940153	167	9	164	2.8e-68	222.4	TIGR01021	ribosomal protein S5, bacterial/organelle type
2930940154	60	4	58	1.2e-19	63.6	TIGR01308	ribosomal protein L30, bacterial/organelle
2930940155	144	2	142	4.4e-56	182.5	TIGR01071	ribosomal protein L15, bacterial/organelle
2930940156	432	11	422	0.0e+00	448.5	TIGR00967	preprotein translocase, SecY subunit
2930940157	219	5	217	2.1e-78	256.5	TIGR01351	adenylate kinase
2930940158	72	3	71	2.9e-41	133.1	TIGR00008	translation initiation factor IF-1
2930940159	39	1	38	1.5e-24	79.6	TIGR01022	ribosomal protein L36, bacterial type
2930940160	121	3	114	1.2e-50	164.5	TIGR03631	ribosomal protein uS13, bacterial form
2930940161	129	10	126	2.2e-58	189.5	TIGR03632	ribosomal protein uS11, bacterial form
2930940162	316	18	315	1.2e-124	409	TIGR02027	DNA-directed RNA polymerase, alpha subunit, bacterial and chloroplast-type
2930940163	127	2	127	1.4e-45	148	TIGR00059	ribosomal protein L17
2930940164	279	6	273	3.1e-116	381.2	TIGR04520	energy-coupling factor transporter ATPase
2930940165	290	3	280	2.0e-124	407.9	TIGR04521	energy-coupling factor transporter ATPase
2930940167	265	2	244	3.9e-60	197.1	TIGR00071	tRNA pseudouridine(38-40) synthase
2930940168	147	3	143	9.2e-62	200.8	TIGR01066	ribosomal protein L13, bacterial type
2930940171	450	31	420	1.2e-98	324.5	TIGR00933	potassium uptake protein, TrkH family
2930940173	350	1	340	1.5e-84	277.8	TIGR00326	riboflavin biosynthesis protein RibD
2930940174	201	1	199	8.2e-64	208.2	TIGR00187	riboflavin synthase, alpha subunit
2930940175	399	1	197	8.2e-65	211.8	TIGR00506	3,4-dihydroxy-2-butanone 4-phosphate synthase
2930940175	399	204	392	4.9e-72	235.2	TIGR00505	GTP cyclohydrolase II
2930940176	157	13	150	1.0e-45	149	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2930940177	335	12	332	1.3e-110	363.4	TIGR00669	aspartate--ammonia ligase, AsnA-type
2930940178	470	23	457	0.0e+00	434.3	TIGR00909	amino acid transporter
2930940179	339	1	328	6.4e-91	298.6	TIGR00545	lipoyltransferase and lipoate-protein ligase
2930940180	379	94	242	8.6e-43	140	TIGR00350	cell envelope-related function transcriptional attenuator common domain
2930940187	303	29	177	5.9e-42	137.3	TIGR00350	cell envelope-related function transcriptional attenuator common domain
2930940188	335	2	322	0.0e+00	455.3	TIGR01181	dTDP-glucose 4,6-dehydratase
2930940192	577	12	543	0.0e+00	535.6	TIGR02857	thiol reductant ABC exporter, CydD subunit
2930940193	579	11	536	0.0e+00	501.7	TIGR02868	thiol reductant ABC exporter, CydC subunit
2930940196	191	1	191	4.8e-83	271.2	TIGR01744	xanthine phosphoribosyltransferase
2930940198	750	6	747	0.0e+00	1075.6	TIGR01073	ATP-dependent DNA helicase PcrA
2930940199	676	21	668	0.0e+00	820.5	TIGR00575	DNA ligase, NAD-dependent
2930940201	103	5	97	4.1e-29	94.5	TIGR00135	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit
2930940202	489	11	478	0.0e+00	614.8	TIGR00132	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit
2930940203	473	1	472	0.0e+00	556.2	TIGR00133	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
2930940204	339	2	298	3.4e-83	272.7	TIGR00147	lipid kinase, YegS/Rv2252/BmrU family
2930940207	429	3	421	0.0e+00	450.4	TIGR00479	23S rRNA (uracil-5-)-methyltransferase RumA
2930940208	143	2	143	7.1e-52	169.2	TIGR02528	ethanolamine utilization protein, EutP
2930940209	235	6	230	1.7e-55	182	TIGR00861	MIP family channel proteins
2930940212	419	1	404	5.3e-92	302.8	TIGR00885	L-fucose:H+ symporter permease
2930940214	452	1	451	0.0e+00	563.1	TIGR00791	gluconate transporter
2930940216	329	3	312	6.0e-130	427.8	TIGR01314	gluconate kinase, FGGY type
2930940225	451	1	450	0.0e+00	524.6	TIGR00791	gluconate transporter
2930940227	376	4	369	0.0e+00	514.8	TIGR00236	UDP-N-acetylglucosamine 2-epimerase
2930940229	303	15	277	1.5e-35	117	TIGR00765	YihY family inner membrane protein
2930940230	149	4	144	2.1e-33	109.5	TIGR01753	flavodoxin, short chain
2930940237	138	4	126	1.7e-61	199.6	TIGR01518	glycerol-3-phosphate cytidylyltransferase
2930940241	520	3	511	0.0e+00	658.5	TIGR00503	peptide chain release factor 3
2930940245	868	3	854	1.2e-121	401.1	TIGR01517	plasma-membrane calcium-translocating P-type ATPase
2930940249	88	1	82	1.4e-33	108.5	TIGR01003	Phosphotransferase System HPr (HPr) Family
2930940250	578	5	568	0.0e+00	654.7	TIGR01417	phosphoenolpyruvate-protein phosphotransferase
2930940279	463	18	445	2.5e-70	231.2	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930940285	333	4	333	0.0e+00	554.1	TIGR01481	catabolite control protein A
2930940288	492	283	384	3.7e-26	85.3	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2930940289	245	1	238	5.6e-91	298.2	TIGR01033	DNA-binding regulatory protein, YebC/PmpR family
2930940292	103	5	28	8.4e-09	28.8	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2930940295	140	3	26	6.0e-05	16.6	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2930940297	396	1	396	0.0e+00	502	TIGR00016	acetate kinase
2930940304	264	4	256	3.4e-97	318.5	TIGR01457	HAD-superfamily subfamily IIA hydrolase, TIGR01457
2930940305	209	4	205	4.8e-45	147.6	TIGR01906	integral membrane protein TIGR01906
2930940344	135	3	116	4.2e-36	117.5	TIGR01617	transcriptional regulator, Spx/MgsR family
2930940354	252	1	108	9.1e-31	99.9	TIGR02681	phage regulatory protein, rha family
2930940363	232	2	217	5.2e-78	255.4	TIGR01618	phage nucleotide-binding protein
2930940366	250	133	210	3.7e-28	91.5	TIGR02220	phage conserved hypothetical protein, C-terminal domain
2930940373	149	2	143	7.3e-17	55.4	TIGR01671	phage uncharacterized protein TIGR01671
2930940379	151	14	145	2.1e-28	93	TIGR01637	phage transcriptional regulator, ArpU family
2930940389	402	13	390	1.6e-74	245.4	TIGR01547	phage terminase, large subunit, PBSX family
2930940390	505	32	453	5.2e-75	246.7	TIGR01538	phage portal protein, SPP1 family
2930940404	1900	163	535	3.9e-33	108.6	TIGR01760	phage tail tape measure protein, TP901 family, core region
2930940410	134	9	134	8.1e-20	64.8	TIGR01593	toxin secretion/phage lysis holin
2930940418	440	22	436	1.4e-91	301.1	TIGR03937	poly-beta-1,6 N-acetyl-D-glucosamine synthase
2930940422	809	3	809	0.0e+00	1115	TIGR00396	leucyl-tRNA synthetase, eubacterial and mitochondrial family
2930940429	277	2	271	6.5e-55	180.1	TIGR00196	yjeF C-terminal region, hydroxyethylthiazole kinase-related
2930940430	466	2	466	0.0e+00	569.2	TIGR01886	dipeptidase PepV
2930940432	369	1	368	0.0e+00	499.9	TIGR00518	alanine dehydrogenase
2930940438	399	6	395	2.6e-125	412.6	TIGR01082	UDP-N-acetylmuramate--L-alanine ligase
2930940440	206	43	201	8.6e-31	101	TIGR01528	nicotinamide mononucleotide transporter PnuC
2930940442	449	15	434	2.6e-67	221.2	TIGR00801	uracil-xanthine permease
2930940443	448	16	437	3.0e-115	379.1	TIGR02967	guanine deaminase
2930940444	886	6	886	0.0e+00	1046.3	TIGR00593	DNA polymerase I
2930940445	282	1	239	3.6e-72	236.6	TIGR00577	DNA-formamidopyrimidine glycosylase
2930940446	209	4	191	1.6e-56	184.8	TIGR00152	dephospho-CoA kinase
2930940447	153	1	134	2.4e-54	177.1	TIGR00244	transcriptional regulator NrdR
2930940451	647	74	639	0.0e+00	647.8	TIGR00418	threonyl-tRNA synthetase
2930940453	187	22	185	5.2e-70	228.1	TIGR00168	translation initiation factor IF-3
2930940454	64	2	64	1.9e-21	69.9	TIGR00001	ribosomal protein L35
2930940455	119	1	114	3.2e-50	162.9	TIGR01032	ribosomal protein L20
2930940458	180	3	169	2.2e-37	121.9	TIGR01668	HAD superfamily (subfamily IIIA) phosphatase, TIGR01668
2930940459	380	17	380	0.0e+00	507.3	TIGR03597	ribosome biogenesis GTPase YqeH
2930940460	102	2	98	2.1e-23	76.5	TIGR00253	putative RNA-binding protein, YhbY family
2930940461	143	27	132	7.8e-29	94.8	TIGR00482	nicotinate (nicotinamide) nucleotide adenylyltransferase
2930940462	197	22	194	2.4e-52	171	TIGR00488	putative HD superfamily hydrolase of NAD metabolism
2930940463	118	6	104	7.2e-38	122.6	TIGR00090	ribosome silencing factor RsfS/YbeB/iojap
2930940467	62	2	56	2.4e-28	91.9	TIGR01031	ribosomal protein L32
2930940468	271	5	264	6.1e-42	137.7	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930940474	134	2	131	5.1e-12	40.2	TIGR01655	conserved hypothetical protein TIGR01655
2930940475	300	57	247	8.3e-48	156.7	TIGR03592	membrane protein insertase, YidC/Oxa1 family, C-terminal domain
2930940480	348	40	346	1.0e-105	347.2	TIGR00468	phenylalanyl-tRNA synthetase, alpha subunit
2930940481	802	1	802	0.0e+00	869.4	TIGR00472	phenylalanyl-tRNA synthetase, beta subunit, non-spirochete bacterial
2930940482	377	21	374	1.2e-73	241.8	TIGR00247	conserved hypothetical protein, YceG family
2930940483	223	2	208	7.7e-91	297	TIGR00235	uridine kinase
2930940484	157	8	157	1.5e-56	184.4	TIGR01462	transcription elongation factor GreA
2930940489	49	1	49	3.7e-22	72.2	TIGR01023	ribosomal protein L33, bacterial type
2930940490	182	4	180	6.1e-42	137.3	TIGR02727	5,10-methenyltetrahydrofolate synthetase
2930940493	323	6	322	4.3e-99	325.4	TIGR00744	ROK family protein (putative glucokinase)
2930940499	307	4	288	2.5e-88	289.7	TIGR00174	tRNA dimethylallyltransferase
2930940501	446	9	444	0.0e+00	570.6	TIGR00653	glutamine synthetase, type I
2930940507	102	2	101	1.8e-36	118.4	TIGR00061	ribosomal protein L21
2930940509	99	10	93	3.1e-35	113.9	TIGR00062	ribosomal protein L27
2930940511	186	3	186	4.0e-81	264.8	TIGR00038	translation elongation factor P
2930940513	142	4	137	2.2e-40	131.7	TIGR01951	transcription antitermination factor NusB
2930940515	451	8	367	0.0e+00	459.5	TIGR00237	exodeoxyribonuclease VII, large subunit
2930940516	81	7	63	1.2e-23	76.7	TIGR01280	exodeoxyribonuclease VII, small subunit
2930940518	271	5	238	1.3e-79	260.4	TIGR00478	TlyA family rRNA methyltransferase/putative hemolysin
2930940519	151	4	149	3.9e-37	121.2	TIGR01529	arginine repressor
2930940520	566	1	556	0.0e+00	599.8	TIGR00634	DNA repair protein RecN
2930940521	648	613	645	9.6e-05	16.8	TIGR01167	LPXTG-motif cell wall anchor domain
2930940525	204	5	185	4.1e-74	241.8	TIGR03263	guanylate kinase
2930940526	71	2	61	3.3e-16	52.9	TIGR00690	DNA-directed RNA polymerase, omega subunit
2930940527	403	2	397	9.7e-127	416.9	TIGR00521	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
2930940528	805	293	802	0.0e+00	680.1	TIGR00595	primosomal protein N'
2930940529	314	2	313	1.4e-91	300.6	TIGR00460	methionyl-tRNA formyltransferase
2930940530	447	8	447	4.0e-120	395.5	TIGR00563	16S rRNA (cytosine(967)-C(5))-methyltransferase
2930940533	298	38	285	3.4e-72	236.6	TIGR00157	ribosome small subunit-dependent GTPase A
2930940534	217	3	213	3.3e-83	271.9	TIGR01163	ribulose-phosphate 3-epimerase
2930940535	224	7	213	9.5e-53	172.4	TIGR01378	thiamine pyrophosphokinase
2930940536	61	1	55	4.6e-20	65.7	TIGR00009	ribosomal protein L28
2930940538	565	11	565	0.0e+00	666.4	TIGR03599	DAK2 domain fusion protein YloV
2930940539	677	25	644	0.0e+00	768.6	TIGR00643	ATP-dependent DNA helicase RecG
2930940540	345	1	337	4.7e-110	361.5	TIGR00182	fatty acid/phospholipid synthesis protein PlsX
2930940541	83	3	79	1.3e-24	79.6	TIGR00517	acyl carrier protein
2930940542	229	9	228	2.3e-75	246.6	TIGR02191	ribonuclease III, bacterial
2930940543	1183	2	1173	0.0e+00	1099.8	TIGR02168	chromosome segregation protein SMC, common bacterial type
2930940544	449	195	437	2.2e-96	316	TIGR00064	signal recognition particle-docking protein FtsY
2930940547	482	3	429	0.0e+00	619.6	TIGR00959	signal recognition particle protein
2930940548	882	6	878	0.0e+00	471.9	TIGR01517	plasma-membrane calcium-translocating P-type ATPase
2930940552	91	3	80	1.8e-38	124.2	TIGR00002	ribosomal protein S16
2930940554	172	3	171	3.2e-47	153.7	TIGR02273	16S rRNA processing protein RimM
2930940555	254	1	238	1.7e-89	292.7	TIGR00088	tRNA (guanine-N1)-methyltransferase
2930940556	118	4	116	7.3e-52	168.1	TIGR01024	ribosomal protein L19, bacterial type
2930940557	530	12	506	0.0e+00	502.3	TIGR03766	conserved hypothetical integral membrane protein
2930940558	148	4	141	1.7e-52	170.8	TIGR01750	beta-hydroxyacyl-[acyl carrier protein] dehydratase FabZ
2930940560	327	4	327	6.7e-96	314.8	TIGR00747	3-oxoacyl-(acyl-carrier-protein) synthase III
